dns_branch_code,dns_destination_code,destination_name,acedns
A101,DES00001,12 MILE (KAM),Y
A101,DES00002,ABHOYPUR,Y
A101,DES00003,AJARA,Y
A101,DES00004,AMSING JORABAT (KAM),Y
A101,DES00005,BAJARA,Y
A101,DES00006,BAMUNI GAON (KAM),Y
A101,DES00007,BANGALIPARA,Y
A101,DES00008,BARAMBOI (KAM),Y
A101,DES00009,BARBHAG - BIJULI GHAT,N
A101,DES00010,BARBHAG - DAMODAR DHAM,N
A101,DES00011,BARBHAG - KAMAR KUCHI,N
A101,DES00012,BARBHAG - KAVIA,N
A101,DES00013,BARBHAG - KOYA,N
A101,DES00014,BARKHETRI - ADABARI,N
A101,DES00015,BARKHETRI - CHARABARI,N
A101,DES00016,BARKHETRI - LOHARKATHA,N
A101,DES00017,BARKHETRI_1 - BARTALA,N
A101,DES00018,BARKHETRI_1 - BORI,N
A101,DES00019,BARKHETRI_1 - CHATLA,N
A101,DES00020,BARKHETRI_1 - KAPALHARI,N
A101,DES00021,BARKHETRI_1 - KAPLABORI,N
A101,DES00022,BARKHETRI_1 - MUKALMUA,N
A101,DES00023,BARKHETRI_1 - RAMPUR (MUKALMA),N
A101,DES00024,BARKHETRI_KHANDBARI - BARLIARPUR,N
A101,DES00025,BARKHETRI_KHANDBARI - DAULASAL,N
A101,DES00026,BARKHETRI_KHANDBARI - KHANDBARI,N
A101,DES00027,BARNI DUMP,Y
A101,DES00028,BENGALIPARA_GORESWAR - AMRESH NAGAR,N
A101,DES00029,BENGALIPARA_GORESWAR - ANDHRA GHAT,N
A101,DES00030,BENGALIPARA_GORESWAR - BENGALIPARA (GORESWAR),N
A101,DES00031,BENGALIPARA_GORESWAR - SOAGPUR / SUATPUR,N
A101,DES00032,BEZRA - BALIKUCHI,N
A101,DES00033,BEZRA - FULING,N
A101,DES00034,BEZRA - GASHBARI,N
A101,DES00035,BEZRA - MANDAKANTA,N
A101,DES00036,BEZRA - SHOLAMARI,N
A101,DES00037,BIDHIA_JAJIKONA - BAGAL CHOWK,N
A101,DES00038,BIDHIA_JAJIKONA - MUKTAPUR,N
A101,DES00039,BIDHIA_JAJIKONA - SUTARGAON,N
A101,DES00040,BIDHIA_JAJIKONA 1 - BEJERA,N
A101,DES00041,BIDHIA_JAJIKONA 1 - NANORA,N
A101,DES00042,BIDHIA_JAJIKONA 1 - TRILOKYA CHOWK,N
A101,DES00043,BIJOLI,Y
A101,DES00044,BOKO - BAMUNIGAON,N
A101,DES00045,BOKO - BHALUKGHATA,N
A101,DES00046,BOKO - BOKO,N
A101,DES00047,BOKO - GOHALCONA,N
A101,DES00048,BOKO - HAHEM TINALI,N
A101,DES00049,BOKO - JAMBARI,N
A101,DES00050,BOKO - KOMAPATULI,N
A101,DES00051,BOKO - LAMPARA,N
A101,DES00052,BOKO - SINGARA,N
A101,DES00053,BOKO - SUKUNIA,N
A101,DES00054,BOKO 1 - BONDIPARA,N
A101,DES00055,BOKO 1 - HAHEM,N
A101,DES00056,BOKO 1 - MALANG TINALI,N
A101,DES00057,BOKO 1 - RAJAPARA,N
A101,DES00058,BONGARA (GHY),Y
A101,DES00059,BORIGOG_BONBHAG - ARIKUCHI,N
A101,DES00060,BORIGOG_BONBHAG - BORKHOLA,N
A101,DES00061,BORKA (GHY),Y
A101,DES00062,BULLUT BAZAR (GHY),Y
A101,DES00063,CHAMARIA - ANDAMANA BAZAR,N
A101,DES00064,CHAMARIA - BADLA BAZAR,N
A101,DES00065,CHAMARIA - BALIJHAR,N
A101,DES00066,CHAMARIA - CHAMARIA,N
A101,DES00067,CHAMARIA - DEKACHANG,N
A101,DES00068,CHAMARIA - DEKAPARA,N
A101,DES00069,CHAMARIA - HEKARA,N
A101,DES00070,CHAMARIA - JAMLAI,N
A101,DES00071,CHAMARIA - MALIBARI NEW,N
A101,DES00072,CHAMARIA - MALIBARI OLD,N
A101,DES00073,CHAMARIA - MANDIRA,N
A101,DES00074,CHAMARIA - NAGARBERA,N
A101,DES00075,CHAMARIA - TOPAMARI,N
A101,DES00076,CHANDRAPUR - BONDA,N
A101,DES00077,CHANDRAPUR - CHANDRAPUR,N
A101,DES00078,CHANDRAPUR - N.E.ROOFING BONDA,N
A101,DES00079,CHANDRAPUR - PANIKHETI,N
A101,DES00080,CHANDRAPUR(HILL SIDE) - CHANDRAPUR HILL SIDE,N
A101,DES00081,CHANDRAPUR(HILL SIDE) - PANIKHETI(HILL SIDE),N
A101,DES00082,CHARABARI (GHY),Y
A101,DES00083,CHAYANI BORDUAR - BORIHAT,N
A101,DES00084,CHAYANI BORDUAR - LAHOR GHAT,N
A101,DES00085,CHAYANI BORDUAR - MANIYARI,N
A101,DES00086,CHAYANI BORDUAR - MIRZA,N
A101,DES00087,CHAYANI BORDUAR - PALASBARI,N
A101,DES00088,CHAYANI BORDUAR L - BAGAN BAZAR,N
A101,DES00089,CHAYANI BORDUAR L - GARLIK,N
A101,DES00090,CHAYANI BORDUAR L - JAROBARI,N
A101,DES00091,CHAYANI BORDUAR L - RANI BARI,N
A101,DES00092,CHAYANI BORDUAR L - SONDUBHI,N
A101,DES00093,CHAYGAON,Y
A101,DES00094,CHAYGAON - CHHAYGAON,N
A101,DES00095,CHAYGAON - GOBORDHAN,N
A101,DES00096,CHAYGAON - GUMI,N
A101,DES00097,CHENGA - BOHARI / TARABARI,N
A101,DES00098,CHENGA - CHENGA,N
A101,DES00099,CHENGA - KONGRA,N
A101,DES00100,CHENGA - KUKARPAR,N
A101,DES00101,CHENGA - MAJDIA,N
A101,DES00102,CHENGA - NAOGAON,N
A101,DES00103,CHEPTI (GHY),Y
A101,DES00104,DEMOW (GUWAHATI),Y
A101,DES00105,DHUBGURI (GHY),Y
A101,DES00106,DIMORIA,N
A101,DES00107,DIMORIA - 12 MILE,N
A101,DES00108,DIMORIA - BERNIHAT,N
A101,DES00109,DIMORIA - JORABAT,N
A101,DES00110,DIMORIA - KAMAKUCHI,N
A101,DES00111,DIMORIA - NAZIRA GHAT,N
A101,DES00112,DIMORIA - NINETH MILE HILL SIDE,N
A101,DES00113,DIMORIA - SONAPUR,N
A101,DES00114,DIMORIA 1 - AMSING JORABAT,N
A101,DES00115,DIMORIA 1 - CHAMTA / TETILIA,N
A101,DES00116,DIMORIA 1 - DIGARU,N
A101,DES00117,DIMORIA 1 - KALANGPAR,N
A101,DES00118,DIMORIA 1 - MALIABARI,N
A101,DES00119,DIMORIA L - KHETRI,N
A101,DES00120,DULAHAL,Y
A101,DES00121,DUMUNI CHOWKI,Y
A101,DES00122,EX- FACTORY (GGU),Y
A101,DES00123,GMC 1 - BAMUNIMAIDAN,N
A101,DES00124,GMC 1 - BHANGAGARH,N
A101,DES00125,GMC 1 - BIRKUCHI,N
A101,DES00126,GMC 1 - CRISTIAN BASTI,N
A101,DES00127,GMC 1 - GANESHGURI,N
A101,DES00128,GMC 1 - GUWAHATI HIGHCOURT,N
A101,DES00129,GMC 1 - HENGRABARI,N
A101,DES00130,GMC 1 - KHARGULI,N
A101,DES00131,GMC 1 - NARENGI TINALI,N
A101,DES00132,GMC 1 - PALTAN BAZAR,N
A101,DES00133,GMC 1 - PATHARQUARY,N
A101,DES00134,GMC 1 - SATHGAON,N
A101,DES00135,GMC 1 - SHAKTI,N
A101,DES00136,GMC 1 - SIX MILE,N
A101,DES00137,GMC 1 - TARUN NAGAR,N
A101,DES00138,GMC 1 - ZOO ROAD,N
A101,DES00139,GMC 2 - BETKUCHI,N
A101,DES00140,GMC 2 - BHARALUMUKH,N
A101,DES00141,GMC 2 - DHIRENPARA,N
A101,DES00142,GMC 2 - FANCY BAZAR,N
A101,DES00143,GMC 2 - KALAPAHAR,N
A101,DES00144,GMC 2 - LALGANESH,N
A101,DES00145,GMC 2 - MACHKHOWA,N
A101,DES00146,GMC 2 - MALIGAON,N
A101,DES00147,GMC 2 - SARABBHATI,N
A101,DES00148,GMC HILL SIDE - GMC HILL SIDE,N
A101,DES00149,GMC HILL SIDE - KAMAKHYA HILL SIDE,N
A101,DES00150,GMC HILL SIDE - KHARGULI HILL SIDE,N
A101,DES00151,GMC HILL SIDE - LATASIL HILL SIDE,N
A101,DES00152,GMC HILL SIDE - NOONMATI(HILLSIDE),N
A101,DES00153,GMC NH - BEHARBARI,N
A101,DES00154,GMC NH - BELTOLA CHARIALI,N
A101,DES00155,GMC NH - BHETAPARA,N
A101,DES00156,GMC NH - JALUK BARI,N
A101,DES00157,GMC NH - KHANAPARA,N
A101,DES00158,GMC NH - KHELGAON / SARUSAJAI,N
A101,DES00159,GOMAPHULBARI - BHELA,N
A101,DES00160,GOMAPHULBARI 1 - PALHAJI,N
A101,DES00161,GORAIMARI - GORAIMARI,N
A101,DES00162,GORAIMARI - SANTOLI,N
A101,DES00163,GORAIMARI - UKIAM,N
A101,DES00164,GORAIMARI (GHY),Y
A101,DES00165,GORESWAR - GORESWAR,N
A101,DES00166,GORESWAR 1 - MOHARIPARA,N
A101,DES00167,GORESWAR 1 - NAOKATA,N
A101,DES00168,GORESWAR 1 - SUKLAI,N
A101,DES00169,GUWAHATI CITY,Y
A101,DES00170,GUWAHATI CITY (GMC 1),Y
A101,DES00171,GUWAHATI CITY (GMC NH),Y
A101,DES00172,GUWAHATI DUMP,Y
A101,DES00173,HAJO,Y
A101,DES00174,HAJO - ABHAIPUR / SHERSA,N
A101,DES00175,HAJO - BOROKA,N
A101,DES00176,HAJO - BULLUT BAZAR,N
A101,DES00177,HAJO - HAJO CHOWK,N
A101,DES00178,HAJO - HAJO P.S.,N
A101,DES00179,HAJO - MADHAB MANDIR,N
A101,DES00180,HAJO - NAYANPUR,N
A101,DES00181,HAJO - PANITEMA,N
A101,DES00182,HAJO - RAMDIA,N
A101,DES00183,HAJO - SRINGARPARA,N
A101,DES00184,HAJO (EX- LOKHRA),Y
A101,DES00185,HAJO_BAGTA - BAGTA,N
A101,DES00186,HAJO_BAGTA - BORNI,N
A101,DES00187,HAJO_BAGTA - BULDUT,N
A101,DES00188,HAJO_BAGTA - KALITAKUCHI,N
A101,DES00189,KAMALPUR - BAIHATA,N
A101,DES00190,KAMALPUR - BAIHATA CHARIALI,N
A101,DES00191,KAMALPUR - BIHIDIA,N
A101,DES00192,KAMALPUR - DUMNICHOWKI,N
A101,DES00193,KAMALPUR - KAMALPUR,N
A101,DES00194,KAMALPUR - KOYALAJOL,N
A101,DES00195,KAMALPUR - SAUTARGAON,N
A101,DES00196,KOYA (NO. 1 DUHI),Y
A101,DES00197,LOTIBARI - LOTIBARI,N
A101,DES00198,MORIPARA,Y
A101,DES00199,NAGERBERA,Y
A101,DES00200,NANORA (GHY),Y
A101,DES00201,NARENGI 2 DUMP,Y
A101,DES00202,NARENGI DUMP,Y
A101,DES00203,NOONMATI (HILL SIDE),Y
A101,DES00204,NORTH GUWAHATI - AMINGAON,N
A101,DES00205,NORTH GUWAHATI - AMINGON NEW HIGHCOURT,N
A101,DES00206,NORTH GUWAHATI - CHANGSARI,N
A101,DES00207,NORTH GUWAHATI - DEODUAR,N
A101,DES00208,NORTH GUWAHATI - DOL GOVINDA,N
A101,DES00209,NORTH GUWAHATI - NORTH GUWAHATI,N
A101,DES00210,NORTH GUWAHATI - RANGMAHAL,N
A101,DES00211,RAJAPARA (GHY),Y
A101,DES00212,RAMPUR - KUKURMARA,N
A101,DES00213,RAMPUR - RAMPUR( VIJOYNAGAR),N
A101,DES00214,RAMPUR - UPARHALI,N
A101,DES00215,RAMPUR - VIJOYNAGAR,N
A101,DES00216,RANGIA - CHOGA,N
A101,DES00217,RANGIA - MACHKHALI,N
A101,DES00218,RANGIA - NONANADI,N
A101,DES00219,RANGIA - TULSI BARI,N
A101,DES00220,RANGIA-PUTHIMARI - CHEPTI,N
A101,DES00221,RANGIA-PUTHIMARI - KANIHA,N
A101,DES00222,RANGIA-PUTHIMARI - KANIKUCHI,N
A101,DES00223,RANGIA-PUTHIMARI - KARORA,N
A101,DES00224,RANGIA-PUTHIMARI - KENDUKONA,N
A101,DES00225,RANGIA-PUTHIMARI - KUMARGAON,N
A101,DES00226,RANGIA-PUTHIMARI - MILAN CHOWK,N
A101,DES00227,RANGIA-PUTHIMARI - MORANJONA,N
A101,DES00228,RANGIA-PUTHIMARI - PALARA,N
A101,DES00229,RANGIA-PUTHIMARI - PUTHIMARI,N
A101,DES00230,RANGIA-PUTHIMARI 2 - BOROMBOI,N
A101,DES00231,RANGIA-PUTHIMARI 2 - DIMU,N
A101,DES00232,RANGIA-PUTHIMARI 2 - PACHARIA,N
A101,DES00233,RANGIA-PUTHIMARI 2 - RANGIA,N
A101,DES00234,RANI - AIRPORT,N
A101,DES00235,RANI - AZARA,N
A101,DES00236,RANI - BONGARA,N
A101,DES00237,RANI - BORJHAR,N
A101,DES00238,RANI - DHARAPUR,N
A101,DES00239,RANI - GARIGAON,N
A101,DES00240,RANI - KAHIKUCHI,N
A101,DES00241,RANI - PARLLY,N
A101,DES00242,RANI - RANI,N
A101,DES00243,RANI - VIP,N
A101,DES00244,SANTALI,Y
A101,DES00245,SANTULI,Y
A101,DES00246,SARUKHETRI - BAGORI,N
A101,DES00247,SARUKHETRI - SARTHEBARI,N
A101,DES00248,SUALKUCHI - BAMUNDI,N
A101,DES00249,SUALKUCHI - BARAMBOI,N
A101,DES00250,SUALKUCHI - BONKHOT TINIALI,N
A101,DES00251,SUALKUCHI - DADRA,N
A101,DES00252,SUALKUCHI - DAMPUR,N
A101,DES00253,SUALKUCHI - DUMDUMA,N
A101,DES00254,SUALKUCHI - KULHATI (CHATRASHAL),N
A101,DES00255,SUALKUCHI - MILANPUR,N
A101,DES00256,SUALKUCHI - SINGHIMARI,N
A101,DES00257,SUALKUCHI - SUALKUCHI,N
A101,DES00258,TOPAMARU,Y
A101,DES00259,TOPATOLI,N
A101,DES00260,UKIAM (GHY),Y
A101,DES00261,ULUNI,N
A101,DES00262,VIJAY NAGAR,Y
A102,DES00263,AGIA (LA),Y
A102,DES00264,AGOMONI - AGOMONI,N
A102,DES00265,AGOMONI - BELGURI,N
A102,DES00266,AGOMONI - BINACHARA,N
A102,DES00267,AGOMONI - BOTERHAT,N
A102,DES00268,AGOMONI - HALAKURA,N
A102,DES00269,AGOMONI - HARIGHAT,N
A102,DES00270,AGOMONI - LOHAJANI,N
A102,DES00271,AGOMONI - RATIADAHA,N
A102,DES00272,AGOMONI - SAGOLIA,N
A102,DES00273,AGOMONI - SATRASAL,N
A102,DES00274,AGOMONI - SONAHAT,N
A102,DES00275,AGOMONI 1 - KHERBARI,N
A102,DES00276,AKHRA CHOCK,Y
A102,DES00277,"ALAMGANJ, DHUBRI",Y
A102,DES00278,ALLIA (LA),Y
A102,DES00279,AMOYAPUR,Y
A102,DES00280,ANANDA BAZAR (PATHSALA),Y
A102,DES00281,ANANDAPUR (LA),Y
A102,DES00282,ARIKUCHI,Y
A102,DES00283,ATHIABARI (PATHSALA),Y
A102,DES00284,BAGANA (PATHSALA),Y
A102,DES00285,BAGHMARA(LA),N
A102,DES00286,BAGRIBARI,Y
A102,DES00287,BAJALI - BAGANA,N
A102,DES00288,BAJALI - KENDUGURI,N
A102,DES00289,BAJALI - MALIPARA,N
A102,DES00290,BAJALI - NITYANAND,N
A102,DES00291,BAJALI - PATHACHARKUCHI,N
A102,DES00292,BAJALI - PATHSALA,N
A102,DES00293,BAJALI - RAJAGHAT,N
A102,DES00294,BAJALI - REHABARI,N
A102,DES00295,BAJALI - SADERI,N
A102,DES00296,BAJALI - TALTOL,N
A102,DES00297,BAKRIBARI,Y
A102,DES00298,BALAPARA (LA),N
A102,DES00299,BALIJANA - AGIA,N
A102,DES00300,BALIJANA - BAMUNDANGA,N
A102,DES00301,BALIJANA - GOALPARA,N
A102,DES00302,BALIJANA - SOLMARI,N
A102,DES00303,BANGIAMORI,Y
A102,DES00304,BARAKHALA (LA),Y
A102,DES00305,BARAMA - BARMA,N
A102,DES00306,BARPETA - BARPETA TOWN,N
A102,DES00307,BARTALA,Y
A102,DES00308,BHABANIPUR,Y
A102,DES00309,BHALPUR,Y
A102,DES00310,BHAWANIPUR - BHAWANIPUR,N
A102,DES00311,BHAWANIPUR - GANAKPARA,N
A102,DES00312,BHAWANIPUR - GATI,N
A102,DES00313,BHAWANIPUR - HAWLI,N
A102,DES00314,BHAWANIPUR - POHUMARA,N
A102,DES00315,BHAWANIPUR - SORUPETA,N
A102,DES00316,BHAWANIPUR - TAPA,N
A102,DES00317,BHELA,Y
A102,DES00318,BHELA BRIDGE,Y
A102,DES00319,BIJLIGHAT,Y
A102,DES00320,BIJULI GHAT (EX- DUMP),Y
A102,DES00321,BILASIPARA - BELTOLI,N
A102,DES00322,BILASIPARA - BENGALIPARA (BILASIPARA),N
A102,DES00323,BILASIPARA - BILASIPARA,N
A102,DES00324,BILASIPARA - GAURANG,N
A102,DES00325,BILASIPARA - TILAPARA,N
A102,DES00326,BOHARI,Y
A102,DES00327,BOITAMARI - BOITAMARI,N
A102,DES00328,BOITAMARI - DEOHATTI,N
A102,DES00329,BOITAMARI - DHANTOLA,N
A102,DES00330,BOITAMARI - GARODOKAN,N
A102,DES00331,BOITAMARI - KHAGARPUR,N
A102,DES00332,BOITAMARI - SALMARA,N
A102,DES00333,BOITAMARI - TULUNGIA,N
A102,DES00334,BOITAMARI (LA),Y
A102,DES00335,BOITAMARI BALAPAR - BALAPARA,N
A102,DES00336,BOITAMARI BALAPAR - CHALANTAPARA,N
A102,DES00337,BOITAMARI BALAPAR - JOGIGHOPA,N
A102,DES00338,BOITAMARI BALAPAR - KABAITARI,N
A102,DES00339,BOITAMARI BALAPAR - KABAITARI TINIALI,N
A102,DES00340,BOITAMARI BALAPAR - KERKHABARI/NAYEKGAON,N
A102,DES00341,BOITAMARI BALAPAR - PACHENIA,N
A102,DES00342,BOKRIBARI (LA),Y
A102,DES00343,BOLBOLA,Y
A102,DES00344,BONGAIGAON - BONGAIGAON,N
A102,DES00345,BONGAIGAON - BRPL(REFINERY),N
A102,DES00346,BONGAIGAON - CHAPAGURI,N
A102,DES00347,BONGAIGAON - DHALIGAON,N
A102,DES00348,BONGAIGAON - HATIMUTURA,N
A102,DES00349,BONGAIGAON - MULAGAON,N
A102,DES00350,BONGAIGAON - NORTH BOITHAMARI,N
A102,DES00351,BONGAON (LA),Y
A102,DES00352,BONGAON (PATHSALA),Y
A102,DES00353,BORIGOG-BONBHAG - ALLIA,N
A102,DES00354,BORIGOG-BONBHAG - BARAJOL,N
A102,DES00355,BORIGOG-BONBHAG - GHAGHARAPARA,N
A102,DES00356,BORKHOLA (LA),Y
A102,DES00357,BOXIRHAT (ASSAM),Y
A102,DES00358,BRPL,Y
A102,DES00359,BUGALCHOCK,Y
A102,DES00360,CHAKCHAKA - CHAKCHAKA,N
A102,DES00361,CHAKCHAKA - SARBHOG,N
A102,DES00362,CHAMTA,Y
A102,DES00363,CHAPAR - BHAKATGAON,N
A102,DES00364,CHAPAR - BIDYAPUR,N
A102,DES00365,CHAPAR - BOHOLPUR,N
A102,DES00366,CHAPAR - CHAPAR,N
A102,DES00367,CHAPAR - DHIRGHAT,N
A102,DES00368,CHAPAR - DHOLMARA,N
A102,DES00369,CHAPAR - RANGAMATI,N
A102,DES00370,CHAPAR - SALKOCHA,N
A102,DES00371,CHENGA,Y
A102,DES00372,CHENGA (LA),Y
A102,DES00373,CHIRANG - BECHIMARI,N
A102,DES00374,CHIRANG - CHAKIHALI,N
A102,DES00375,CHIRANG - DANGAIGAON,N
A102,DES00376,CHIRANG - GERUKABARI,N
A102,DES00377,CHIRANG - KHORICHALA,N
A102,DES00378,CHIRANG - MANIKPUR,N
A102,DES00379,CHIRANG - PATILADAHA,N
A102,DES00380,CHIRANG BIJNI - BALLAMGURI,N
A102,DES00381,CHIRANG BIJNI - BHANDARA,N
A102,DES00382,CHIRANG BIJNI - BIJNI,N
A102,DES00383,CHIRANG BIJNI - CHAPRAKATA,N
A102,DES00384,CHIRANG BIJNI - KIRTANPARA,N
A102,DES00385,CHIRANG BIJNI - PANBARI,N
A102,DES00386,CHIRANG BIJNI - RAKHALDUBI,N
A102,DES00387,CHIRANG BIJNI - SIDALSATI,N
A102,DES00388,CHOGA,Y
A102,DES00389,CHUNARI (LA),Y
A102,DES00390,DALKUMA,Y
A102,DES00391,DARANGIRI (LA),Y
A102,DES00392,DAULASAL,Y
A102,DES00393,DHALIGOAN,Y
A102,DES00394,DHAMDHAMA - DHAMDHAMA,N
A102,DES00395,DHUBRI - DHUBRI,N
A102,DES00396,DHUBRI - KALAHAT,N
A102,DES00397,DHUMDHUMA,Y
A102,DES00398,DINGDINGA,Y
A102,DES00399,DOTMA - DOTMA,N
A102,DES00400,DOTMA - PATGAON,N
A102,DES00401,DOTMA - SERFANGURI,N
A102,DES00402,DUMONI,Y
A102,DES00403,DUTMA,Y
A102,DES00404,FAKIRAGRAM - CHITHILA,N
A102,DES00405,FAKIRAGRAM - FAKIRAGRAM,N
A102,DES00406,FAKIRAGRAM - PAULPARA,N
A102,DES00407,GATI (PATHSALA),Y
A102,DES00408,GAURAN,Y
A102,DES00409,GOBARDHANA - ANANDABAZAR,N
A102,DES00410,GOBARDHANA - BARPETA ROAD,N
A102,DES00411,GOBARDHANA - GOBARDHANA,N
A102,DES00412,GOBARDHANA - SIMLAGURI,N
A102,DES00413,GOLAKGANJ - BANIAMORI,N
A102,DES00414,GOLAKGANJ - BIRAT NAGAR,N
A102,DES00415,GOLAKGANJ - DHARMASHALA,N
A102,DES00416,GOLAKGANJ - GOLAKGANJ,N
A102,DES00417,GOSAIGAON,Y
A102,DES00418,GOSSAINGAON - BHAWRAGURI,N
A102,DES00419,GOSSAINGAON - GOKUL KATA,N
A102,DES00420,GOSSAINGAON - GOSSAIGAON,N
A102,DES00421,GOSSAINGAON - SRIRAMPUR,N
A102,DES00422,GOSSAINGAON - TULSIBIL,N
A102,DES00423,GOSSAINGAON MUKULDANGA - BHADEYAGURI,N
A102,DES00424,GOSSAINGAON MUKULDANGA - KACHUGAON,N
A102,DES00425,GOSSAINGAON MUKULDANGA - MUKULDANGA,N
A102,DES00426,HALAGURA,Y
A102,DES00427,HATSINGIMARI (LA),Y
A102,DES00428,HELONA (PATHSALA),Y
A102,DES00429,HOWLI,Y
A102,DES00430,JALAH,Y
A102,DES00431,JALAH - ANANDANAGAR,N
A102,DES00432,JALAH - ANCHALI,N
A102,DES00433,JALAH - JALIKHATA,N
A102,DES00434,JALAH - PAKHAMARA,N
A102,DES00435,JALAH - RUPAHI,N
A102,DES00436,JALAH - SALBARI,N
A102,DES00437,JALAH-1 - ATHIABARI,N
A102,DES00438,JALAH-1 - BAGHMARA,N
A102,DES00439,JALAH-1 - BANGAON,N
A102,DES00440,JALAH-1 - BHOOTIAMARA,N
A102,DES00441,JALAH-1 - GOLAGAON,N
A102,DES00442,JALAH-1 - JALAGHAT,N
A102,DES00443,JALAH-1 - SIMLA,N
A102,DES00444,JALAH-1 - THAMANA,N
A102,DES00445,JALAH-1 - THATHANBANDH,N
A102,DES00446,JALAHGHAT,Y
A102,DES00447,JALESHWAR - DHUMERGHAT,N
A102,DES00448,JALESHWAR - GOURNAGAR,N
A102,DES00449,JALESHWAR - JALESAR,N
A102,DES00450,JALESHWAR - PORABHITA,N
A102,DES00451,JALESHWAR - RADURAMCHARIALI,N
A102,DES00452,JALESHWAR (LA),Y
A102,DES00453,JALESWAR SALAKATA - AIRKATA,N
A102,DES00454,JALESWAR SALAKATA - BOGULARBHITA,N
A102,DES00455,JALESWAR SALAKATA - CHIRAKUTI,N
A102,DES00456,JALESWAR SALAKATA - FAKIRGANJ,N
A102,DES00457,JALESWAR SALAKATA - KHALISABHITA,N
A102,DES00458,JALESWAR SALAKATA - MADERTARI,N
A102,DES00459,JALESWAR SALAKATA - SALKATA,N
A102,DES00460,JALESWAR SALAKATA - SIMALABARI,N
A102,DES00461,JOGIGOPPA,Y
A102,DES00462,JONIA (LA),N
A102,DES00463,JONTA,N
A102,DES00464,KABAITRI,Y
A102,DES00465,KACHHUGAON,Y
A102,DES00466,"KAJALGAON,LOWER ASSAM",Y
A102,DES00467,KASHIKOTRA (LA),Y
A102,DES00468,KERKHABARI / NAYAGAON,Y
A102,DES00469,KHAIRBARI (LA),Y
A102,DES00470,KHANDBARI,N
A102,DES00471,KHARADHARA (LA),Y
A102,DES00472,KHARBUJA,Y
A102,DES00473,KHARMOUZA - AMBARI,N
A102,DES00474,KHARMOUZA - KHARMUZA,N
A102,DES00475,KHARMOUZA - MAKREE / DAKURBHITA,N
A102,DES00476,KHARMOUZA - PANCHRATNA,N
A102,DES00477,KHONAGHAT,Y
A102,DES00478,KOILAJAL (LA),Y
A102,DES00479,KOILAMELA - KOILAMELA,N
A102,DES00480,KOKHLABARI,Y
A102,DES00481,KOKRAJHAR - BISHMURI,N
A102,DES00482,KOKRAJHAR - KARIGAON,N
A102,DES00483,KOKRAJHAR - KOKHILABARI,N
A102,DES00484,KOKRAJHAR - KOKRAJHAR,N
A102,DES00485,KOKRAJHAR - SALAKATI,N
A102,DES00486,KOKRAJHAR - TINIALI,N
A102,DES00487,KOKRAJHAR - TITAGURI,N
A102,DES00488,KOKRAJHAR-1 - NTPC SALAKATI,N
A102,DES00489,KOLAGACHI,Y
A102,DES00490,KONGRA,Y
A102,DES00491,KRISHNOI,Y
A102,DES00492,KUCHDHOWA - DAMRA,N
A102,DES00493,KUCHDHOWA - DUDHNOI,N
A102,DES00494,KUCHDHOWA - GAROMARI,N
A102,DES00495,LAKHIPUR - BESORKONA,N
A102,DES00496,LAKHIPUR - KALJANI,N
A102,DES00497,LAKHIPUR - PHOTAMAT,N
A102,DES00498,LAKHIPUR 1,Y
A102,DES00499,LAKHIPUR MALPARA - DWARKA,N
A102,DES00500,LAKHIPUR MALPARA - MALAPARA,N
A102,DES00501,LAKHIPUR MALPARA - MARKULA,N
A102,DES00502,LAKHIPUR MALPARA - RONGSAI,N
A102,DES00503,LAKHIPUR MALPARA - SIGNBOARD,N
A102,DES00504,LAKHIPUR-1 - CHUNARI,N
A102,DES00505,LAKHIPUR-1 - LAKHIPUR,N
A102,DES00506,LENGLA,Y
A102,DES00507,LENGTI SENGA,Y
A102,DES00508,LOTIBARI,Y
A102,DES00509,MADHUPUR - KAITHALKUCHI,N
A102,DES00510,MAHAMAYA - BOGRIBARI,N
A102,DES00511,MAHAMAYA - KHORAGHAT,N
A102,DES00512,MAHAMAYA - LAKHIGANJ,N
A102,DES00513,MAHAMAYA - MAKRIJHORA,N
A102,DES00514,MAHAMAYA - NAYAHAT,N
A102,DES00515,MAHAMAYA - RANGAMATI MASJID,N
A102,DES00516,MAHAMAYA - RANIGANJ,N
A102,DES00517,MAHAMAYA - SAPATGRAM,N
A102,DES00518,MAJDIA,N
A102,DES00519,MAKHIBAHA,Y
A102,DES00520,MANCACHAR,Y
A102,DES00521,MANDIA - MANDIA,N
A102,DES00522,MASSALPUR - MASALPUR,N
A102,DES00523,MASSALPUR - SUBANKHATA,N
A102,DES00524,MATIA - DALGOMA,N
A102,DES00525,MATIA - MATIA,N
A102,DES00526,MATIA - SUTARPARA,N
A102,DES00527,MATIA MORNOI - DHUPTOLA,N
A102,DES00528,MATIA MORNOI - DUBAPARA,N
A102,DES00529,MATIA MORNOI-1 - BOHOTI SALMARA,N
A102,DES00530,MATIA MORNOI-1 - MORNOI,N
A102,DES00531,MATIA MORNOI-1 - NEPALIKHUTI,N
A102,DES00532,MELABAZAR,Y
A102,DES00533,MOINBORI,Y
A102,DES00534,MUKALMA,Y
A102,DES00535,MUKULDANGA (LA),Y
A102,DES00536,NABASTI (LA),Y
A102,DES00537,NAGARJULI,Y
A102,DES00538,NALBARI - BAGALS ROAD,N
A102,DES00539,NALBARI - BAHJANI,N
