dns_branch_code,dns_destination_code,destination_name,acedns
B005,DES02147,BELKIRI (EX-FACTORY),Y
B005,DES02148,BHAWLYNBUN,Y
B005,DES02149,BHAWLYNBUN (EX-FACTORY),Y
B005,DES02150,BORSORA,Y
B005,DES02151,BORSORA (EX-FACTORY),Y
B005,DES02152,BYRNIHAT,Y
B005,DES02153,BYRNIHAT (EX-FACTORY),Y
B005,DES02154,BYRNIHAT (MEG),N
B005,DES02155,CHERAPUNJEE,Y
B005,DES02156,CHERAPUNJEE (EX-FACTORY),Y
B005,DES02157,DAWKI (EX-FACTORY),Y
B005,DES02158,DEMTHRING,Y
B005,DES02159,DEMTHRING (EX-FACTORY),Y
B005,DES02160,HATMAWDON,Y
B005,DES02161,HATMAWDON (EX-FACTORY),Y
B005,DES02162,ICHAMATI,Y
B005,DES02163,ICHAMATI (EX-FACTORY),Y
B005,DES02164,JARAIN (EX-FACTORY),Y
B005,DES02165,JOWAI (EX-FACTORY),Y
B005,DES02166,KAMARKUCHI (EX-FACTORY),Y
B005,DES02167,KESHPONDNG (EX-FACTORY),Y
B005,DES02168,KHANDULI (EX-FACTORY),Y
B005,DES02169,KHARPATTI,Y
B005,DES02170,KHARPATTI (EX-FACTORY),Y
B005,DES02171,KHLIEHRIAT (EX-FACTORY),Y
B005,DES02172,KIMI (EX-FACTORY),Y
B005,DES02173,KRANG,Y
B005,DES02174,KRANG (EX-FACTORY),Y
B005,DES02175,KRIANGRIN,Y
B005,DES02176,KRIANGRIN (EX-FACTORY),Y
B005,DES02177,KYNRUDK,Y
B005,DES02178,KYNRUDK (EX-FACTORY),Y
B005,DES02179,KYNSHI,Y
B005,DES02180,KYNSHI (EX-FACTORY),Y
B005,DES02181,LAD BURMA,Y
B005,DES02182,LAD BURMA (EX-FACTORY),Y
B005,DES02183,LADMAWPHLANG,Y
B005,DES02184,LADMAWPHLANG (EX-FACTORY),Y
B005,DES02185,LADRYMBAI (EX-FACTORY),Y
B005,DES02186,LADSOHBAR,Y
B005,DES02187,LADSOHBAR (EX-FACTORY),Y
B005,DES02188,LAITKOR,Y
B005,DES02189,LAITKOR (EX-FACTORY),Y
B005,DES02190,LAITKOR PEAK,Y
B005,DES02191,LAITKOR PEAK (EX-FACTORY),Y
B005,DES02192,LAITLYRA,Y
B005,DES02193,LAITLYRA (EX-FACTORY),Y
B005,DES02194,LAITRYNGEW,Y
B005,DES02195,LAITRYNGEW (EX-FACTORY),Y
B005,DES02196,LAWBAH,Y
B005,DES02197,LAWBAH (EX-FACTORY),Y
B005,DES02198,LUMKHUDUNG (EX-FACTORY),Y
B005,DES02199,LWANG,Y
B005,DES02200,LWANG (EX-FACTORY),Y
B005,DES02201,LYNGIONG,Y
B005,DES02202,LYNGIONG (EX-FACTORY),Y
B005,DES02203,LYNGKIEN,Y
B005,DES02204,LYNGKIEN (EX-FACTORY),Y
B005,DES02205,MAIRANG,Y
B005,DES02206,MAIRANG (EX-FACTORY),Y
B005,DES02207,MANAI,Y
B005,DES02208,MANAI (EX-FACTORY),Y
B005,DES02209,MARKASA,Y
B005,DES02210,MARKASA (EX-FACTORY),Y
B005,DES02211,MARMAIN,Y
B005,DES02212,MARMAIN (EX-FACTORY),Y
B005,DES02213,MARNGOR,Y
B005,DES02214,MARNGOR (EX-FACTORY),Y
B005,DES02215,MAWDNGDUNG,Y
B005,DES02216,MAWDNGDUNG (EX-FACTORY),Y
B005,DES02217,MAWHATI,Y
B005,DES02218,MAWHATI (EX-FACTORY),Y
B005,DES02219,MAWKDOK,Y
B005,DES02220,MAWKDOK (EX-FACTORY),Y
B005,DES02221,MAWLANGSU,Y
B005,DES02222,MAWLANGSU (EX-FACTORY),Y
B005,DES02223,MAWLEIN,Y
B005,DES02224,MAWLEIN (EX-FACTORY),Y
B005,DES02225,MAWLONG,Y
B005,DES02226,MAWLONG (EX-FACTORY),Y
B005,DES02227,MAWLYNGDEP,Y
B005,DES02228,MAWLYNGDEP (EX-FACTORY),Y
B005,DES02229,MAWLYNNONG,Y
B005,DES02230,MAWLYNNONG (EX-FACTORY),Y
B005,DES02231,MAWMIHTHIEL,Y
B005,DES02232,MAWMIHTHIEL (EX-FACTORY),Y
B005,DES02233,MAWNGAP,Y
B005,DES02234,MAWNGAP (EX-FACTORY),Y
B005,DES02235,MAWPHLANG,Y
B005,DES02236,MAWPHLANG (EX-FACTORY),Y
B005,DES02237,MAWRYNGKNEG,Y
B005,DES02238,MAWRYNGKNEG (EX-FACTORY),Y
B005,DES02239,MAWSAW,Y
B005,DES02240,MAWSAW (EX-FACTORY),Y
B005,DES02241,MAWTHAWPDAH,N
B005,DES02242,MAWTHIANGBAH,Y
B005,DES02243,MAWTHIANGBAH (EX-FACTORY),Y
B005,DES02244,MHUMKHEN,Y
B005,DES02245,MHUMKHEN (EX-FACTORY),Y
B005,DES02246,MOOKAIAW (EX-FACTORY),Y
B005,DES02247,MOOKHEP (EX-FACTORY),Y
B005,DES02248,MUKERWAT,Y
B005,DES02249,MUKERWAT (EX-FACTORY),Y
B005,DES02250,MUKHLA (EX-FACTORY),Y
B005,DES02251,MUKTAPUR (EX-FACTORY),Y
B005,DES02252,MYNSOO (EX-FACTORY),Y
B005,DES02253,MYRIAW,Y
B005,DES02254,MYRIAW (EX-FACTORY),Y
B005,DES02255,MYSINRAM,Y
B005,DES02256,MYSINRAM (EX-FACTORY),Y
B005,DES02257,NAYA BUNGLOW,Y
B005,DES02258,NAYA BUNGLOW (EX-FACTORY),Y
B005,DES02259,NINETH MILE,Y
B005,DES02260,NINETH MILE (EX-FACTORY),Y
B005,DES02261,NONGAAWLIA,Y
B005,DES02262,NONGAAWLIA (EX-FACTORY),Y
B005,DES02263,NONGIRI,Y
B005,DES02264,NONGIRI (EX-FACTORY),Y
B005,DES02265,NONGKHLAW,Y
B005,DES02266,NONGKHLAW (EX-FACTORY),Y
B005,DES02267,NONGLANG,Y
B005,DES02268,NONGLANG (EX-FACTORY),Y
B005,DES02269,NONGLWAI,Y
B005,DES02270,NONGLWAI (EX-FACTORY),Y
B005,DES02271,NONGPOH,Y
B005,DES02272,NONGPOH (EX-FACTORY),Y
B005,DES02273,NONGSDER,Y
B005,DES02274,NONGSDER (EX-FACTORY),Y
B005,DES02275,NONGSHILLONG,Y
B005,DES02276,NONGSHILLONG (EX-FACTORY),Y
B005,DES02277,NONGSHRAM,Y
B005,DES02278,NONGSHRAM (EX-FACTORY),Y
B005,DES02279,NONGSPUNG,N
B005,DES02280,NONGSTAIN,Y
B005,DES02281,NONGSTAIN (EX-FACTORY),Y
B005,DES02282,NONGTALANG (EX-FACTORY),Y
B005,DES02283,NONGTHYMMAI,Y
B005,DES02284,NONGTHYMMAI (EX-FACTORY),Y
B005,DES02285,PARIONG,Y
B005,DES02286,PARIONG (EX-FACTORY),Y
B005,DES02287,PATHARKHAMA (EX-FACTORY),Y
B005,DES02288,PATHARKHAMAH,N
B005,DES02289,PDENGSHAKP (EX-FACTORY),Y
B005,DES02290,PHLANGDILOIN,Y
B005,DES02291,PHLANGDILOIN (EX-FACTORY),Y
B005,DES02292,PHLINGINGIRM (EX-FACTORY),Y
B005,DES02293,PHUDKROH,Y
B005,DES02294,PHUDKROH (EX-FACTORY),Y
B005,DES02295,POMBLANG,Y
B005,DES02296,POMBLANG (EX-FACTORY),Y
B005,DES02297,POMJARI,Y
B005,DES02298,POMJARI (EX-FACTORY),Y
B005,DES02299,POMLAHIER,Y
B005,DES02300,POMLAHIER (EX-FACTORY),Y
B005,DES02301,POMMURA,Y
B005,DES02302,POMMURA (EX-FACTORY),Y
B005,DES02303,POMSHUTIA,Y
B005,DES02304,POMSHUTIA (EX-FACTORY),Y
B005,DES02305,POMSOHMEN,Y
B005,DES02306,POMSOHMEN (EX-FACTORY),Y
B005,DES02307,PONGKUNG,Y
B005,DES02308,PONGKUNG (EX-FACTORY),Y
B005,DES02309,PURIANG,Y
B005,DES02310,PURIANG (EX-FACTORY),Y
B005,DES02311,PYLENGLITHA,Y
B005,DES02312,PYLENGLITHA (EX-FACTORY),Y
B005,DES02313,PYNURSLA,Y
B005,DES02314,PYNURSLA (EX-FACTORY),Y
B005,DES02315,RALIANG (EX-FACTORY),Y
B005,DES02316,RAMBRAI,Y
B005,DES02317,RAMBRAI (EX-FACTORY),Y
B005,DES02318,RANGBLANG,Y
B005,DES02319,RANGBLANG (EX-FACTORY),Y
B005,DES02320,RANGSHKEN,Y
B005,DES02321,RANGSHKEN (EX-FACTORY),Y
B005,DES02322,RANIKOR,Y
B005,DES02323,RANIKOR (EX-FACTORY),Y
B005,DES02324,RIANGDO,Y
B005,DES02325,RIANGDO (EX-FACTORY),Y
B005,DES02326,RYNGKU,Y
B005,DES02327,RYNGKU (EX-FACTORY),Y
B005,DES02328,SAHSNIANG (EX-FACTORY),Y
B005,DES02329,SEINDULI,Y
B005,DES02330,SEINDULI (EX-FACTORY),Y
B005,DES02331,SHALLANG,Y
B005,DES02332,SHALLANG (EX-FACTORY),Y
B005,DES02333,SHANGBANGLA,Y
B005,DES02334,SHANGBANGLA (EX-FACTORY),Y
B005,DES02335,SHANGPUNG (EX-FACTORY),Y
B005,DES02336,SHELLA,Y
B005,DES02337,SHELLA (EX-FACTORY),Y
B005,DES02338,SHILLONG,Y
B005,DES02339,SHILLONG (EX-FACTORY),Y
B005,DES02340,SHKENPYRSIT (EX-FACTORY),Y
B005,DES02341,SHKENTALANG (EX-FACTORY),Y
B005,DES02342,SMIT,Y
B005,DES02343,SMIT (EX-FACTORY),Y
B005,DES02344,SOHIONG,Y
B005,DES02345,SOHIONG (EX-FACTORY),Y
B005,DES02346,SOHKHA (EX-FACTORY),Y
B005,DES02347,SOHKYMPHOR (EX-FACTORY),Y
B005,DES02348,SOHLONG,Y
B005,DES02349,SOHLONG (EX-FACTORY),Y
B005,DES02350,SOHNIDAN,Y
B005,DES02351,SOHNIDAN (EX-FACTORY),Y
B005,DES02352,SOHPHOH (EX-FACTORY),Y
B005,DES02353,SOHRARIM,Y
B005,DES02354,SOHRARIM (EX-FACTORY),Y
B005,DES02355,SOHRYNGKHAM,Y
B005,DES02356,SOHRYNGKHAM (EX-FACTORY),Y
B005,DES02357,SONATOLA,Y
B005,DES02358,SONATOLA (EX-FACTORY),Y
B005,DES02359,SUMER,Y
B005,DES02360,SUMER (EX-FACTORY),Y
B005,DES02361,TAMABIL (EX-FACTORY),Y
B005,DES02362,THADLASKEIN (EX-FACTORY),Y
B005,DES02363,THANGBULI (EX-FACTORY),Y
B005,DES02364,TYRSAD,Y
B005,DES02365,TYRSAD (EX-FACTORY),Y
B005,DES02366,U.C.COLLEGE,Y
B005,DES02367,U.C.COLLEGE (EX-FACTORY),Y
B005,DES02368,UMBANG,Y
B005,DES02369,UMBANG (EX-FACTORY),Y
B005,DES02370,UMDANG,Y
B005,DES02371,UMDANG (EX-FACTORY),Y
B005,DES02372,UMDEN,Y
B005,DES02373,UMDEN (EX-FACTORY),Y
B005,DES02374,UMDIENGPOH,Y
B005,DES02375,UMDIENGPOH (EX-FACTORY),Y
B005,DES02376,UMDIHAR,Y
B005,DES02377,UMDIHAR (EX-FACTORY),Y
B005,DES02378,UMDOHLUN,Y
B005,DES02379,UMDOHLUN (EX-FACTORY),Y
B005,DES02380,UMIAM,Y
B005,DES02381,UMIAM (EX-FACTORY),Y
B005,DES02382,UMJARAIN,Y
B005,DES02383,UMJARAIN (EX-FACTORY),Y
B005,DES02384,UMLING,Y
B005,DES02385,UMLING (EX-FACTORY),Y
B005,DES02386,UMMULONG (EX-FACTORY),Y
B005,DES02387,UMRAN,Y
B005,DES02388,UMRAN (EX-FACTORY),Y
B005,DES02389,UMROI,Y
B005,DES02390,UMROI (EX-FACTORY),Y
B005,DES02391,UMSAMLEM,Y
B005,DES02392,UMSAMLEM (EX-FACTORY),Y
B005,DES02393,UMSAW,Y
B005,DES02394,UMSAW (EX-FACTORY),Y
B005,DES02395,UMSLING,Y
B005,DES02396,UMSLING (EX-FACTORY),Y
B005,DES02397,UMTRU,Y
B005,DES02398,UMTRU (EX-FACTORY),Y
B005,DES02399,UMWANG,Y
B005,DES02400,UMWANG (EX-FACTORY),Y
B005,DES02401,WAHKAJI,Y
B005,DES02402,WAHKAJI (EX-FACTORY),Y
B005,DES02403,WAHKDAIT,Y
B005,DES02404,WAHKDAIT (EX-FACTORY),Y
B005,DES02405,WAHLANG,Y
B005,DES02406,WAHLANG (EX-FACTORY),Y
B005,DES02407,WEILOI,Y
B005,DES02408,WEILOI (EX-FACTORY),Y
B006,DES02409,1 KILO,Y
B006,DES02410,4 KILO,Y
B006,DES02411,8TH MILE (JH),Y
B006,DES02412,AMLAREM,Y
B006,DES02413,AMTAPOH,Y
B006,DES02414,BAKUR,Y
B006,DES02415,DAWKI,Y
B006,DES02416,JARAIN,Y
B006,DES02417,JOWAI,Y
B006,DES02418,KESHPONDNG,Y
B006,DES02419,KHANDULI,Y
B006,DES02420,KHLIEHRIAT,Y
B006,DES02421,LADRYMBAI,Y
B006,DES02422,LUMKHUDUNG,Y
B006,DES02423,MOOKAIAW,Y
B006,DES02424,MOOKHEP,Y
B006,DES02425,MUKHLA,Y
B006,DES02426,MUKTAPUR,Y
B006,DES02427,MYNSOO,Y
B006,DES02428,NONGTALANG,Y
B006,DES02429,PDENGSHAKP,Y
B006,DES02430,PHLINGINGIRM,Y
B006,DES02431,RALIANG,Y
B006,DES02432,SAHSNIANG,Y
B006,DES02433,SHANGPUNG,Y
B006,DES02434,SHKENPYRSIT,Y
B006,DES02435,SHKENTALANG,Y
B006,DES02436,SOHKHA,Y
B006,DES02437,SOHPHOH,Y
B006,DES02438,TAMABIL,Y
B006,DES02439,THADLASKEIN,Y
B006,DES02440,THANGBULI,Y
B006,DES02441,UMMULONG,Y
C001,DES02442,BISHNUPUR (MNP),Y
C001,DES02443,CHANDEL (MNP),Y
C001,DES02444,CHURACHANDPUR,Y
C001,DES02445,IMPHAL,Y
C001,DES02446,JIRIBUM DUMP,Y
C001,DES02447,JIRIBUM RAILWAY YARD,Y
C001,DES02448,KAKCHING,Y
C001,DES02449,KANGLATONGBI,Y
C001,DES02450,KANGLATONGBI DUMP,N
C001,DES02451,KEITHELMAMBI (MNP),Y
C001,DES02452,MOIRANG(MANIPUR),Y
C001,DES02453,NAMBOL (MNP),Y
C001,DES02454,PALLEL (MNP),Y
C001,DES02455,SENAPATI,Y
C001,DES02456,SIGNGAT,Y
C001,DES02457,THOUBAL (MNP),Y
C001,DES02458,UKHRUL,Y
C001,DES02459,YARIPOK (MNP),Y
C002,DES02460,CHANTONGIA,Y
C002,DES02461,DIMAPUR (BY ROAD),Y
C002,DES02462,DIMAPUR DUMP,Y
C002,DES02463,KOHIMA,Y
C002,DES02464,LONGTHO (NLD),Y
C002,DES02465,MON (NLD),Y
C002,DES02466,MUKUKCHUNG,Y
C002,DES02467,NAGANIMORA,Y
C002,DES02468,TIZIT(NLD),Y
C002,DES02469,TUENSANG (NLD),Y
C002,DES02470,TULI (NLD),Y
C002,DES02471,WOKHA,Y
C002,DES02472,WOKHA (FOR),Y
C002,DES02473,ZUNHEBOTO (NLD),Y
F004,DES02474,DEOGHAR (EX DEOGHAR),N
F004,DES02475,DEVIPUR (EX DEOGHAR),N
F004,DES02476,GHORMARA (EX DEOGHAR),N
F004,DES02477,MADHUPUR (EX DEOGHAR),N
F004,DES02478,SARATH (EX DEOGHAR),N
F004,DES02479,DUMKA SADAR (EX DEOGHAR),N
F004,DES02480,HANSDIHA (EX DEOGHAR),N
F004,DES02481,JARMUNDI (EX DEOGHAR),N
F004,DES02482,RAMGARH (EX DEOGHAR),N
F004,DES02483,RANESHWAR (EX DEOGHAR),N
F004,DES02484,SHIKARIPARA (EX DEOGHAR),N
F004,DES02485,BELBADAA (EX DEOGHAR),N
F004,DES02486,GODDA DISTRICT (EX DEOGHAR),N
F004,DES02487,AMRAPARA (EX DEOGHAR),N
F004,DES02488,HIRANPUR (EX DEOGHAR),N
F004,DES02489,LITTIPRA (EX DEOGHAR),N
F004,DES02490,MAHESHPUR (EX DEOGHAR),N
F004,DES02491,PAKUR SADAR (EX DEOGHAR),N
F004,DES02492,BARHARWA (EX DEOGHAR),N
F004,DES02493,SAHEBGANJ SADAR (EX DEOGHAR),N
F001,DES02494,BERMO/GOMIA (EX DHANBAD),N
F001,DES02495,CHANDANKYARI (EX DHANBAD),N
F001,DES02496,CHANDRAPURA (EX DHANBAD),N
F001,DES02497,CHAS (EX DHANBAD),N
F001,DES02498,JAINA MOD (EX DHANBAD),N
F001,DES02499,LALPANIA (EX DHANBAD),N
F001,DES02500,NAWADIH (EX DHANBAD),N
F001,DES02501,PHUSRO (EX DHANBAD),N
F001,DES02502,TOPKADIH/ANGWALI (EX DHANBAD),N
F001,DES02503,BAGHMARA (EX DHANBAD),N
F001,DES02504,GOMOH (EX DHANBAD),N
F001,DES02505,GOVINDPUR (EX DHANBAD),N
F001,DES02506,JAMADOBA/SINDRI (EX DHANBAD),N
F001,DES02507,JAMTARA (EX DHANBAD),N
F001,DES02508,KARMATAND (EX DHANBAD),N
F001,DES02509,KATRAS (EX DHANBAD),N
F001,DES02510,MAHUDA (EX DHANBAD),N
F001,DES02511,MIHIJAM (EX DHANBAD),N
F001,DES02512,NIRSA/CHIRKUNDA (EX DHANBAD),N
F001,DES02513,RAJGANJ (EX DHANBAD),N
F001,DES02514,TOPCHACHI (EX DHANBAD),N
F001,DES02515,TUNDI (EX DHANBAD),N
F001,DES02516,BAGODAR/APKA (EX DHANBAD),N
F001,DES02517,GAWAN (EX DHANBAD),N
F001,DES02518,GIRIDIH (EX DHANBAD),N
F001,DES02519,HIRODIH (EX DHANBAD),N
F001,DES02520,ISRI/DUMRI/PORDAG (EX DHANBAD),N
F001,DES02521,JAMUA (EX DHANBAD),N
F001,DES02522,KULGO/AUARA (EX DHANBAD),N
F001,DES02523,MADHUBAN MOD/ PIRTAND (EX DHANBAD),N
F001,DES02524,MAHESH MUNDA/GANDE (EX DHANBAD),N
F001,DES02525,NIMIAGHAT (EX DHANBAD),N
F001,DES02526,RAJDHANBAR (EX DHANBAD),N
F001,DES02527,SARIYA/BIRINI/KESWARI (EX DHANBAD),N
F001,DES02528,SIYATAD/CHATROO (EX DHANBAD),N
F001,DES02529,TARATAND (EX DHANBAD),N
F001,DES02530,TISRI (EX DHANBAD),N
F001,DES02531,BALHARA (EX DHANBAD),N
F001,DES02532,BARKATHA (EX DHANBAD),N
F001,DES02533,DOMCHANCH (EX DHANBAD),N
F001,DES02534,DORANDA (EX DHANBAD),N
F001,DES02535,MALHO (EX DHANBAD),N
F001,DES02536,PURNADIH (EX DHANBAD),N
F001,DES02537,SATGAWAN (EX DHANBAD),N
F003,DES02538,BARHI ( EX RANCHI),N
F003,DES02539,BARKAGAON ( EX RANCHI),N
F003,DES02540,BHURKUNDA ( EX RANCHI),N
F003,DES02541,BUNDU ( EX RANCHI),N
F003,DES02542,CHAINPUR ( EX RANCHI),N
F003,DES02543,CHANHO ( EX RANCHI),N
F003,DES02544,CHATRA ( EX RANCHI),N
F003,DES02545,CHOUPARAN ( EX RANCHI),N
F003,DES02546,DOMCHANCH ( EX RANCHI),N
F003,DES02547,GHAGRA ( EX RANCHI),N
F003,DES02548,GUMLA ( EX RANCHI),N
F003,DES02549,HAZARIBAGH ( EX RANCHI),N
F003,DES02550,ICHAK MR/ITKHORI BZR (EX RANCHI),N
F003,DES02551,KARIATPUR/GHANGRI ( EX RANCHI),N
F003,DES02552,KHELARI ( EX RANCHI),N
F003,DES02553,KHUNTI ( EX RANCHI),N
F003,DES02554,KURU ( EX RANCHI),N
F003,DES02555,LOHARDAGGA ( EX RANCHI),N
F003,DES02556,MANDAR ( EX RANCHI),N
F003,DES02557,MURHU ( EX RANCHI),N
F003,DES02558,PADMA/KARMA ( EX RANCHI),N
F003,DES02559,PETARWAR/ GOLA ( EX RANCHI),N
F003,DES02560,RAMGARH ( EX RANCHI),N
F003,DES02561,RAMPUR ( EX RANCHI),N
F003,DES02562,RANCHI SADAR ( EX RANCHI),N
F003,DES02563,SATGAWAN ( EX RANCHI),N
F003,DES02564,SILLI ( EX RANCHI),N
F003,DES02565,TILAIYA DAM/TILAIYA(EX RANCHI),N
F002,DES02566,BEHRAGHORA (EX TATA),N
F002,DES02567,CHAIBASHA (EX TATA),N
F002,DES02568,CHAKARDHARPUR (EX TATA),N
F002,DES02569,CHAKULIA (EX TATA),N
F002,DES02570,CHANDIL (EX TATA),N
F002,DES02571,CHOUKA (EX TATA),N
F002,DES02572,DALBHUMGARH (EX TATA),N
F002,DES02573,GAMHARIA/KNDRA (EX TATA),N
F002,DES02574,GAYALKERA (EX TATA),N
F002,DES02575,GHATSHILA/ MUSABANI (EX TATA),N
F002,DES02576,HATA (EX TATA),N
F002,DES02577,JAGANNATHPUR (EX TATA),N
F002,DES02578,JAMSHEDPUR TOWN (EX TATA),N
F002,DES02579,MANOHARPUR (EX TATA),N
F002,DES02580,NOWAMUNDI (EX TATA),N
F002,DES02581,PATAMDA KATING (EX TATA),N
F002,DES02582,SARIEKELA (EX TATA),N
F002,DES02583,SINNI (EX TATA),N
F002,DES02584,SONUA (EX TATA),N
F002,DES02585,TAMAR/ BUNDU (EX TATA),N
EE06,DES02586,BEGUSARAI (EX BARAUNI),Y
EE06,DES02587,BACHHWARA (EX BARAUNI),Y
EE06,DES02588,BAKHRI (EX BARAUNI),Y
EE06,DES02589,BALIA  (EX BARAUNI),Y
EE06,DES02590,BARAUNI (EX BARAUNI),Y
EE06,DES02591,BHAGWANPUR (EX BARAUNI),Y
EE06,DES02592,BIRPUR (EX BARAUNI),Y
EE06,DES02593,CHERIA (EX BARAUNI),Y
EE06,DES02594,CHHAURAHI (EX BARAUNI),Y
EE06,DES02595,DANDARI (EX BARAUNI),Y
EE06,DES02596,GARHPURA (EX BARAUNI),Y
EE06,DES02597,KHODABANDPUR (EX BARAUNI),Y
EE06,DES02598,MANSOORCHAK (EX BARAUNI),Y
EE06,DES02599,MATIHANI (EX BARAUNI),Y
EE06,DES02600,NAVKOTHI (EX BARAUNI),Y
EE06,DES02601,SAHEBPUR KAMAL (EX BARAUNI),Y
EE06,DES02602,SHAMO AKHA KURHA (EX BARAUNI),Y
EE06,DES02603,TEGHRA (EX BARAUNI),Y
EE06,DES02604,BARAHIYA (EX BARAUNI),Y
EE06,DES02605,KHAGARIA (EX BARAUNI),Y
EE06,DES02606,ALOULI (EX BARAUNI),Y
EE06,DES02607,BELDOUR (EX BARAUNI),Y
EE06,DES02608,CHOUTHAM (EX BARAUNI),Y
EE06,DES02609,GOGRI (EX BARAUNI),Y
EE06,DES02610,PARBATTA(EX BARAUNI),Y
EE06,DES02611,SAMASTIPUR(BARAUNI),Y
EE06,DES02612,TAJPUR (BARAUNI),Y
EE06,DES02613,BARAUNI RLY YARD DUMP,Y
EE06,DES02614,ALOULI (EX- BGSRI),Y
EE06,DES02615,BELDOUR (EX-BGSRI),Y
EE06,DES02616,CHOUTHAM (EX - BGSRI),Y
EE06,DES02617,GOGRI (EX- BGSRI),Y
EE06,DES02618,PARBATTA (EX- BGSRI),Y
EE06,DES02619,BARAHIYA (EX- BGSRI),Y
EE06,DES02620,BAKSAMA,Y
EE06,DES02621,BAKTHIYARPUR,Y
EE06,DES02622,CHAKOSAN,Y
EE06,DES02623,CHERAKALA,Y
EE06,DES02624,FATUWA,Y
EE06,DES02625,HAJIPUR,Y
EE06,DES02626,KANHAULI,Y
EE06,DES02627,MOKAMA (EX- BGSRI),Y
EE06,DES02628,SHAHPUR,Y
EE06,DES02629,SILOA,Y
EE06,DES02630,KHAGARIA,Y
EE06,DES02631,ALAULI,Y
EE06,DES02632,BELDAUR,Y
EE06,DES02633,CHAUTHAM,Y
EE06,DES02634,RAATAN,Y
EE06,DES02635,MARAIA BAZAR,Y
EE06,DES02636,GOGRI,Y
EE06,DES02637,SHOBHANI,Y
EE06,DES02638,MANSI,Y
EE06,DES02639,PARBATTA,Y
EE06,DES02640,KULHARIA,Y
EE06,DES02641,BACHCHWARA,Y
EE06,DES02642,BAKHRI,Y
EE06,DES02643,BALIA(BGS),Y
EE06,DES02644,BARAUNI,Y
EE06,DES02645,BEGUSARAI,Y
EE06,DES02646,HASANPUR,Y
EE06,DES02647,BIBHUTIPUR,Y
EE06,DES02648,BHAGWANPUR (BGS),Y
EE06,DES02649,BIRPUR,Y
EE06,DES02650,CHERIA BARIYARPUR,Y
EE06,DES02651,CHHAURAHI,Y
EE06,DES02652,DANDARI,Y
EE06,DES02653,GARHPURA,Y
EE06,DES02654,KHODABANDPUR,Y
EE06,DES02655,MANSOORCHAK,Y
EE06,DES02656,MATIHANI,Y
EE06,DES02657,NAWKOTHI,Y
EE06,DES02658,SAHEBPUR KAMAL,Y
EE06,DES02659,KURHA,Y
EE06,DES02660,TEGHRA,Y
EE06,DES02661,BACHWARA (EX-BGSRI),Y
EE06,DES02662,BAKHRI (EX-BGSRI),Y
EE06,DES02663,BALIA (EX- BGSRI),Y
EE06,DES02664,BARAUNI (EX- BGSRI),Y
EE06,DES02665,BEGUSARAI DUMP,Y
EE06,DES02666,BHAGWANPUR (EX- BGSRI),Y
EE06,DES02667,BIRPUR (EX- BGSRI),Y
EE06,DES02668,CHERIA (EX- BGSRI),Y
EE06,DES02669,CHHAURAHI (EX- BGSRI),Y
EE06,DES02670,DANDARI (EX- BGSRI),Y
EE06,DES02671,GARHPURA (EX- BGSRI),Y
EE06,DES02672,KHAGARIA (EX- BGSRI),Y
EE06,DES02673,KHODABANDPUR (EX- BGSRI),Y
EE06,DES02674,MANSOORCHAK (EX- BGSRI),Y
EE06,DES02675,MATIHANI (EX- BGSRI),Y
EE06,DES02676,NAVKOTHI (EX- BGSRI),Y
EE06,DES02677,SAHEBPUR KAMAL (EX- BGSRI),Y
EE06,DES02678,SHAMO AKHA KURHA (EX- BGSRI),Y
EE06,DES02679,TEGHRA (EX- BGSRI),Y
EE06,DES02680,BARAHIA,Y
EE06,DES02681,CHANAN,Y
EE06,DES02682,MANANPUR,Y
EE06,DES02683,HALSI,Y
EE06,DES02684,LAKHISARAI,Y
EE06,DES02685,PIPARIA,Y
EE06,DES02686,RAMGARH,Y
EE06,DES02687,SURYAGARHA,Y
EE06,DES02688,SAMASTIPUR,Y
EE06,DES02689,TAJPUR,Y
EE04,DES02690,JAGDISHPUR,Y
EE04,DES02691,NAUGACHIA,Y
EE04,DES02692,BANKA,Y
EE04,DES02693,BHAGALPUR,Y
EE04,DES02694,BIHPUR BAZAR,Y
EE04,DES02695,GOPALPUR,Y
EE04,DES02696,GORADIH,Y
EE04,DES02697,ISHMAILPUR,Y
EE04,DES02698,KAHALGAON,Y
EE04,DES02699,KHARIK,Y
EE04,DES02700,NARAYANPUR (BHR),Y
EE04,DES02701,NATHNAGAR,Y
EE04,DES02702,PIRPAINTY,Y
EE04,DES02703,RANGRA CHOWK,Y
EE04,DES02704,SABOUR,Y
EE04,DES02705,SANHOULA,Y
EE04,DES02706,SHAHKUND,Y
EE04,DES02707,SULTANGANJ,N
EE04,DES02708,ADAMPUR(EX BHAGALPUR),Y
EE04,DES02709,AMARPUR(EX BHAGALPUR),Y
EE04,DES02710,BADI KHANJARPUR(EX BHAGALPUR),Y
EE04,DES02711,BAHADURPUR(EX BHAGALPUR),Y
EE04,DES02712,BHAGALPUR DUMP,Y
EE04,DES02713,BANKA(EX BHAGALPUR),Y
EE04,DES02714,BAUNSI(EX BHAGALPUR),Y
EE04,DES02715,BHAGALPUR LOCAL(EX BHAGALPUR),Y
EE04,DES02716,BHIKHANPUR(EX BHAGALPUR),Y
EE04,DES02717,BIHPUR(EX BHAGALPUR),Y
