Destination Code,Destination Name,ex_for_type
DES01252,MURKONGSELEK - SIMONCHAPRI,FOR
DES01251,MURKONGSELEK - DIMOU,FOR
DES01250,MURKONGSELEK - DEKAPAM,FOR
DES01249,MORIDHAL,FOR
DES01248,MEBO - MEBO(AP),FOR
DES01247,MAZGAON (NLP),FOR
DES01246,MAJULI (SONARI CHAPURI) - SONARU CHAPURI,FOR
DES01245,MAJULI (SONARI CHAPURI) - RANGACHAHI,FOR
DES01244,MAJULI (SONARI CHAPURI) - PHULANI,FOR
DES01243,MAJULI (SONARI CHAPURI) - JENGRAIMUKH,FOR
DES01242,MAJULI (KHAJUWA) - KHAJUWA,FOR
DES01241,MAJULI (KHAJUWA) - BORDUBIBUM,FOR
DES01240,MAJULI  - KAMALABARI,FOR
DES01239,MAJULI  - GORMUR,FOR
DES01238,MAJULI  - BONGAON,FOR
DES01237,MAJULI  - BALICHAPORI,FOR
DES01236,MACHKHOWA (NLK),FOR
DES01235,MACHKHOWA - MACHKHOWA,FOR
DES01234,MACHKHOWA - KARENGACHAPORI,FOR
DES01233,LILABARI,FOR
DES01232,LEKHABALI (ASSAM),FOR
DES01231,LAKHIMPUR - SEAJULI TINIALI,FOR
DES01230,LAKHIMPUR - NORTH LAKHIMPUR,FOR
DES01229,LAKHIMPUR - CHINATOLA,FOR
DES01228,LAIMAKURI (NLP),FOR
DES01227,KULIAJAN (NLP),FOR
DES01226,KHOLIAMARI,FOR
DES01225,KARUNABARI - LALUK,FOR
DES01224,KARUNABARI - HARMUTY,FOR
DES01223,KARUNABARI - BANGALMARA,FOR
DES01222,KARUNABARI - BANDERDEWA,FOR
DES01221,JORABARI,FOR
DES01220,HATHIGARH (NLP),FOR
DES01219,HARMOTY,FOR
DES01218,HARIBOR (NLP),FOR
DES01217,GOVINDAPUR,FOR
DES01216,GHILAMARA - GHILAMARA,FOR
DES01215,GHAGUA,FOR
DES01214,GAGAN NAGAR (NLP),FOR
DES01213,DOOLAHAT (NLP),FOR
DES01212,DIMOU (NLP),FOR
DES01211,DIJMUR / DIKRAI (NLP),FOR
DES01210,DHEMAJI (BY RAIL),FOR
DES01209,DHEMAJI - TELIJAN,FOR
DES01208,DHEMAJI - NAULI,FOR
DES01207,DHEMAJI - MORIDHOL,FOR
DES01206,DHEMAJI - HATHIGARH,FOR
DES01205,DHEMAJI - GUTIPUR,FOR
DES01204,DHEMAJI - DHEMAJI,FOR
DES01203,DHALPUR,FOR
DES01202,DHAKUAKHANA - SONARI CHAPRI,FOR
DES01201,DHAKUAKHANA - KAHUJA TINIALI,FOR
DES01200,DHAKUAKHANA - DEKUAKHANA,FOR
DES01199,DHAKUAKHANA - BEBJIA,FOR
DES01198,DHAKUAKHANA,FOR
DES01197,DEOTALA (NLP),FOR
DES01196,CHINATOLA (NLP),FOR
DES01195,CHAULDHUA GHAT (NLP),FOR
DES01194,BUTIKUR,FOR
DES01193,BORDOLONI - MOHARI CAMP,FOR
DES01192,BORDOLONI - GOGAMUKH,FOR
DES01191,BORDOLONI - GERUKAMUKH,FOR
DES01190,BORDOLONI - BARDOLONI,FOR
DES01189,BORDOLONI,FOR
DES01188,BORBIL(NLP),FOR
DES01187,BOGINODI - PADUMONI DHAM,FOR
DES01186,BOGINODI - GAGAN NAGAR,FOR
DES01185,BOGINODI - CHAULDHUA GHAT,FOR
DES01184,BOGINODI - BOGINADI,FOR
DES01183,BOGINODI - BALIJAN,FOR
DES01182,BOGINODI - ANAND TINALI,FOR
DES01181,BOGINADI (NLP),FOR
DES01180,BIHUPURIA,FOR
DES01179,BIHPURIA - PATHALIPARA,FOR
DES01178,BIHPURIA - BIHPURIA,FOR
DES01177,BEBEJIA (NLP),FOR
DES01176,BANDERDEWA (ASSAM),FOR
DES01175,BALIJAN (NLP),FOR
DES01174,ANAND TINALI (NLP),FOR
DES01173,AKAJAN (NLP),FOR
DES01172,URRANG,FOR
DES01171,UDALGURI - UDALGURI,FOR
DES01170,UDALGURI - PANERI,FOR
DES01169,UDALGURI - ORANG,FOR
DES01168,UDALGURI - MAJULI TEA ESTATE,FOR
DES01167,UDALGURI - HATIGARH TEA ESTATE,FOR
DES01166,UDALGURI - HARISINGA,FOR
DES01165,UDALGURI - BHAIRAVKUND,FOR
DES01164,UDALGURI - AMBACHOWK,FOR
DES01163,TOWAKBARI (TEZ),FOR
DES01162,TOPIA (TEZ),FOR
DES01161,TOKOUBARI,FOR
DES01160,TEZPUR DUMP,EX
DES01159,TEZPUR - UNIVERSITY CHARALI,FOR
DES01158,TEZPUR - TEZPUR(UNIVERSITY SITE),FOR
DES01157,TEZPUR - TEZPUR,FOR
DES01156,TEZPUR - PORUWA CHARALI,FOR
DES01155,TEZPUR - MISSION CHARALI,FOR
DES01154,TEZPUR - DEKARGAON,FOR
DES01153,TEZPUR - B N TINALI,FOR
DES01152,TANGLA,FOR
DES01151,SOTIA,FOR
DES01150,SOOTIA - SOOTIA,FOR
DES01149,SONABIL (TEZ),FOR
DES01148,SIRAJULI,FOR
DES01147,SIPAJHAR - TUNIBARI,FOR
DES01146,SIPAJHAR - SIPAJHAR,FOR
DES01145,SIPAJHAR - SINGHIMARI CHOWK,FOR
DES01144,SIPAJHAR - SALMARA,FOR
DES01143,SIPAJHAR - RUPOHI CHOWK,FOR
DES01142,SIPAJHAR - PADAMTULI,FOR
DES01141,SIPAJHAR - NARIKOLI MANDIR,FOR
DES01140,SIPAJHAR - MUSLIMGOPPA,FOR
DES01139,SIPAJHAR - MARHOI,FOR
DES01138,SIPAJHAR - KHANUA,FOR
DES01137,SIPAJHAR - KHANDJAN,FOR
DES01136,SIPAJHAR - KHALIHOI,FOR
DES01135,SIPAJHAR - GORUKHUTI,FOR
DES01134,SIPAJHAR - GOALJHAR,FOR
DES01133,SIPAJHAR - GANESHKWARI,FOR
DES01132,SIPAJHAR - DUNI,FOR
DES01131,SIPAJHAR - DONI BORBORI,FOR
DES01130,SIPAJHAR - DIPILIA,FOR
DES01129,SIPAJHAR - COLLEGE CHOWK,FOR
DES01128,SIPAJHAR - BRHAMPUR,FOR
DES01127,SIPAJHAR - BLOCK ROAD,FOR
DES01126,SHAMTILA (DRNG),FOR
DES01125,SHAKOMATO - SHAKOMATO T.E,FOR
DES01124,SHAKOMATO - BAGHMARI,FOR
DES01123,SALMARA(TEZ),FOR
DES01122,ROWTA - ROWTA,FOR
DES01121,ROWTA - NAMKHOLA,FOR
DES01120,ROWTA - LALPUL,FOR
DES01119,ROWTA - DIMAKUCHI,FOR
DES01118,ROWTA - DHANSRIGHAT,FOR
DES01117,RAWTA CHARIALI,FOR
DES01116,RANGAPARA - RANGAPARA,FOR
DES01115,RANGAPARA - PHULOGURI,FOR
DES01114,RANGAPARA - KHELAKUTI,FOR
DES01113,RANGAPARA - BINDUGURI,FOR
DES01112,RANGAPARA - BARJULI,FOR
DES01111,RANGAPARA - BARBARITY,FOR
DES01110,PUB CHARIDUAR - HAWAJAN,FOR
DES01109,PUB CHARIDUAR - BORBORI,FOR
DES01108,POHUMARA (TEZ),FOR
DES01107,PITHAKHUA (TEZ),FOR
DES01106,PHULOGURI (TEZ),FOR
DES01105,PANERI (DRNG),FOR
DES01104,ORANG NATIONAL PARK (DRNG),FOR
DES01103,NIMERI WL SANCTURY (TEZ),FOR
DES01102,NIMERI TINALI (TEZ),FOR
DES01101,NIMERI - NIMERI WL SANCTURY,FOR
DES01100,NIMERI - NIMERI TINALI,FOR
DES01099,NATIONAL PARK TINALI (DRNG),FOR
DES01098,NARIKOLIA MANDIR (DRNG),FOR
DES01097,NAPAM,FOR
DES01096,NAMKHOLA (DRNG),FOR
DES01095,NADUAR - TOPIA,FOR
DES01094,NADUAR - NAGSANKAR,FOR
DES01093,NADUAR - MORISUTI,FOR
DES01092,NADUAR - KUSUMTOLA,FOR
DES01091,NADUAR - JAMUGURI,FOR
DES01090,NADUAR - DOLABIL,FOR
DES01089,NADUAR - DIKRAI,FOR
DES01088,NADUAR - BOKOLA,FOR
DES01087,MOIRABARI - MOIRABARI,FOR
DES01086,MAZEBAT,FOR
DES01085,MAZBAT - MAZBAT,FOR
DES01084,MAZBAT - LAMABARI TEA ESTATE,FOR
DES01083,MANGALDOI - MANGALDOI,FOR
DES01082,MANGALDOI - KALIRAM CHOWK,FOR
DES01081,MANGALDOI - JANARAMCHOWK,FOR
DES01080,MANGALDOI - INDUSTRIAL BLOCK,FOR
DES01079,MANGALDOI - HAZARIKAPARA,FOR
DES01078,MANGALDOI - DHULA,FOR
DES01077,MANGALDOI - DEVENDRADARRANG,FOR
DES01076,MANGALDOI - DEOMORNOI,FOR
DES01075,MANGALDOI - BORDOLGURI,FOR
DES01074,MANGALDOI - AULA CHOWK,FOR
DES01073,LOHARIJAN,FOR
DES01072,LAMABARI TEA ESTATE (DRNG),FOR
DES01071,LALPUL (DRNG),FOR
DES01070,LAHORIGHAT - LAHORIGHAT,FOR
DES01069,LAHORIGHAT - GORAIMARI,FOR
DES01068,LAHORIGHAT - BORSHALLA,FOR
DES01067,LAHORIGHAT - BHURBANDA,FOR
DES01066,LAHORIGHAT - BHURAGAON,FOR
DES01065,KOLABARI (TEZ),FOR
DES01064,KHOIRABARI (DRNG),FOR
DES01063,KHERUPETIA,FOR
DES01062,KHERBARI (TEZ),FOR
DES01061,KHELAKUTI (TEZ),FOR
DES01060,KENDUGURI (DRNG),FOR
DES01059,KAPILI - SORAIBARI,FOR
DES01058,KAPILI - JALUGUTI,FOR
DES01057,KALAKUCHI (TEZ),FOR
DES01056,KALAIGAON - TANGALA,FOR
DES01055,KALAIGAON - SHYAMTILA,FOR
DES01054,KALAIGAON - KHAIRABARI,FOR
DES01053,KALAIGAON - KALAIGAON,FOR
DES01052,KALAIGAON - BHERBRIA,FOR
DES01051,KALAIGAON - BALIPOTA,FOR
DES01050,KALAIGAON - ANDHERIGHAT,FOR
DES01049,JINJIA - JINJIA,FOR
DES01048,HOWAJAN,FOR
DES01047,HELAM,FOR
DES01046,HAZARIKA PARA (DRNG),FOR
DES01045,HATIGOR,FOR
DES01044,HATIGARH TEA ESTATE (DRNG),FOR
DES01043,HARISINGHA,FOR
DES01042,GORAIMARI (TEZ),FOR
DES01041,GOPALPUR (TEZ),FOR
DES01040,GOHPUR (KOLABARI) - RAJABARI,FOR
DES01039,GOHPUR (KOLABARI) - MALIPUR,FOR
DES01038,GOHPUR (KOLABARI) - KOLABARI,FOR
DES01037,GOHPUR (KOLABARI) - GOPALPUR,FOR
DES01036,GOHPUR (KOLABARI) - DUBIA,FOR
DES01035,GOHPUR (KOLABARI) - CHENGMARA,FOR
DES01034,GOHPUR - GOHPUR,FOR
DES01033,GHAIGAON - TOWAKBARI,FOR
DES01032,GHAIGAON - TETONBARI,FOR
DES01031,GHAIGAON - HALEM,FOR
DES01030,GHAIGAON - GUMERI,FOR
DES01029,GHAIGAON - GHAIGAON,FOR
DES01028,GHAIGAON - DAFLAGARH,FOR
DES01027,GHAIGAON - BRAHMAJAN,FOR
DES01026,GHAIGAON - BORANGABARI,FOR
DES01025,GHAIGAON - BORAI,FOR
DES01024,GHAGRA (DRNG),FOR
DES01023,GAURIMARI (TEZ),FOR
DES01022,GAMANI (TEZ),FOR
DES01021,DUNI (DRNG),FOR
DES01020,DIMAKUCHI (DRNG),FOR
DES01019,DIKRAI (TEZ),FOR
DES01018,DHULA (DRNG),FOR
DES01017,DHOLI,FOR
DES01016,DHOLAIBILL,FOR
DES01015,DHEKIAJULI - THELAMARA,FOR
DES01014,DHEKIAJULI - MISSAMARI,FOR
DES01013,DHEKIAJULI - GORUBANDHA,FOR
DES01012,DHEKIAJULI - DHEKIAJULLI,FOR
DES01011,DHEKIAJULI - BORGAON,FOR
DES01010,DHEKIAJULI - BORBIL,FOR
DES01009,DHEKIAJULI,FOR
DES01008,DALGAON SEALMARI - NATIONAL PARK TINALI,FOR
DES01007,DALGAON - SILBORI,FOR
DES01006,DALGAON - NEPALIBAZAR,FOR
DES01005,DALGAON - KOPATI,FOR
DES01004,DALGAON - KHARUPETHIA,FOR
DES01003,DALGAON - DALGAON,FOR
DES01002,DALGAON - BURIGAON,FOR
DES01001,DALGAON - BATABARI,FOR
DES01000,CHIKONMATI (DRNG),FOR
DES00999,CHARON BILL (DRNG),FOR
DES00998,CHARDUR,FOR
DES00997,BURIGAON (DRNG),FOR
DES00996,BRAHMAJAN (TEZ),FOR
DES00995,BORSOLA (DRNG),FOR
DES00994,BORSOLA - SERAJULLI,FOR
DES00993,BORSOLA - NARAYANPUR,FOR
DES00992,BORSOLA - BORSOLA,FOR
DES00991,BORSOLA - ALISINGA,FOR
DES00990,BORGAON (TEZ),FOR
DES00989,BORBIL (TEZ),FOR
DES00988,BORAI (TEZ),FOR
DES00987,BOKOLIA,FOR
DES00986,BOKOLA (TEZ),FOR
DES00985,BISWANATH GHAT,FOR
DES00984,BISWANATH CHARIALI,FOR
DES00983,BISHWANATH - SERELIA,FOR
DES00982,BISHWANATH - ROTUA,FOR
DES00981,BISHWANATH - KUHIARBARI,FOR
DES00980,BISHWANATH - KETELLA,FOR
DES00979,BISHWANATH - DAMANI,FOR
DES00978,BISHWANATH - BISHWANATHGHAT,FOR
DES00977,BISHWANATH - BISHWANATH CHARALI,FOR
DES00976,BISHWANATH - BIKHPUKHURI,FOR
DES00975,BIKHPUKHARI,FOR
DES00974,BIJOUTI,FOR
DES00973,BIHUGURI - PITHAKHUA,FOR
DES00972,BIHUGURI - KALAKUCHI,FOR
DES00971,BIHUGURI - KABOIMARI,FOR
DES00970,BIHUGURI - BIHUGURI,FOR
DES00969,BIHALI - RANGSALI,FOR
DES00968,BIHALI - KAURI POTHAR,FOR
DES00967,BIHALI - DALANI (DAKSHIN BEHALI),FOR
DES00966,BIHALI - BEHALI,FOR
DES00965,BIHALI - BEDETI / BIJOUTI,FOR
DES00964,BHURBANDHA - DANDUA,FOR
DES00963,BHURBANDHA - BORANGA BARI,FOR
DES00962,BHOLAJHAR (DRNG),FOR
DES00961,BHALUKPONG - BHALUKPONG,FOR
DES00960,BHAIRAVKUNDA (DRNG),FOR
DES00959,BESSIMARI (DRNG),FOR
DES00958,BEHALI (TEZ),FOR
DES00957,BEHALI - BORGANG,FOR
DES00956,BECHIMARI - ORANG NATIONAL PARK,FOR
DES00955,BECHIMARI - BESSIMARI,FOR
DES00954,BATASIPUR (TEZ),FOR
DES00953,BATADROWA - MELAKADING,FOR
DES00952,BATADROWA - DUMDUMIA,FOR
DES00951,BATADROWA - DHUPAGURI,FOR
DES00950,BATADROWA - DHING CHARIALI,FOR
DES00949,BATADROWA - DHING,FOR
DES00948,BATADROWA - BORDUA,FOR
DES00947,BATADROWA - BATADROWA (BORDUA),FOR
DES00946,BATABARI (DRNG),FOR
DES00945,BARNAGAON (DRNG),FOR
DES00944,BARDOLGURI,FOR
DES00943,BAMUNJULI,FOR
DES00942,BALLYPARA,FOR
DES00941,BALISANG - BALISANG,FOR
DES00940,BALIPUKHURI (TEZ),FOR
DES00939,BALIPARA - SOLAGAON,FOR
DES00938,BALIPARA - MANSIRI,FOR
DES00937,BALIPARA - KHONAMUKH,FOR
DES00936,BALIPARA - CHARDUAR,FOR
DES00935,BALIPARA - CENTRAL UNIVERSITY,FOR
DES00934,BALIPARA - BALIPARA,FOR
DES00933,BALIJAN (TEZ),FOR
DES00932,BAITAMARI,FOR
DES00931,BAGHMARI (TEZ),FOR
DES00930,BAGHMARA PABHOI - PABHOI,FOR
DES00929,BAGHMARA PABHOI - MISICA TEA,FOR
DES00928,BAGHMARA PABHOI - DHULI,FOR
DES00927,B N TINALI (TEZ),FOR
DES00926,AULA CHOWK (DRNG),FOR
DES00925,AMBACHOWK (DRNG),FOR
DES00924,ALICHINGA (TEZ),FOR
DES00923,URIAGAON (NGN),FOR
DES00922,UDALI - UDALI,FOR
DES00921,UDALI - KAKI-2,FOR
DES00920,UDALI - KAKI,FOR
DES00919,UDALI - DEBOSTHAN,FOR
DES00918,UDALI - BORBOHA,FOR
DES00917,TOOKTOKI (NGN),FOR
DES00916,THAIJUWARI (NGN),FOR
DES00915,TELAHI (MGN),FOR
DES00914,SULUNG (NGN),FOR
DES00913,SORAIBARI (MGN),FOR
DES00912,SITALMARI (NGN),FOR
DES00911,SENGYUNGPUR (NGN),FOR
DES00910,SENCHUA (NGN),FOR
DES00909,SARAIBHAI,FOR
DES00908,SANKARDEV NAGAR (NGN),FOR
DES00907,SAMAGURI - SAMAGURI,FOR
DES00906,SALANA (NGN),FOR
DES00905,RUPOHI (NGN),FOR
DES00904,RUPOHI - RUPOHI,FOR
DES00903,RUPOHI - LAWKHOWA,FOR
DES00902,RUPOHI - AMBAGAN,FOR
DES00901,ROHA (CHAPARMUKH) - JAJORI SIMULTOL,FOR
DES00900,ROHA (CHAPARMUKH) - CHAPARMUKH,FOR
DES00899,ROHA - THEKARAGURI,FOR
DES00898,ROHA - ROHA,FOR
DES00897,ROHA - DHARAMTUL,FOR
DES00896,"REDZOLE, HAFLONG (NCH)",FOR
DES00895,RANIPUKHURI (HOJAI),FOR
DES00894,RANGLU,FOR
DES00893,RANGBANG (NGN),FOR
DES00892,RAJAALI (NAOGON),FOR
DES00891,RAHA,FOR
DES00890,PHIDING (NCH),FOR
DES00889,PANIGAON,FOR
DES00888,PALIGURI (NGN),FOR
DES00887,NILBAGAN (NGN),FOR
DES00886,NEWSANGBAR - MAIBONG,FOR
DES00885,NAOJAN (NGN),FOR
DES00884,NAMDOBOKA (NGN),FOR
DES00883,NALTALI (NGN),FOR
DES00882,NAHKHUTI (NGN),FOR
DES00881,NAGAON 1 DUMP,EX
DES00880,MURAJHAR (NGN),FOR
DES00879,MUPA (NCH),FOR
DES00878,MULKOI (NCH),FOR
DES00877,MOIRABARI,FOR
DES00876,MIYANGKRO (NCH),FOR
DES00875,MISA,FOR
DES00874,"MIGRENDISA, HAFLONG (NCH)",FOR
DES00873,MELAKADING (NGN),FOR
DES00872,MAYONG (MORIGAON) - TELAHI,FOR
DES00871,MAYONG (MORIGAON) - MORIGAON,FOR
DES00870,MAYONG (MORIGAON) - MAYANG,FOR
DES00869,MAYONG (MORIGAON) - JHARGAON,FOR
DES00868,MAYONG (MORIGAON) - CHARON BILL,FOR
DES00867,MAYONG (MORIGAON) - BACHARA GHAT,FOR
DES00866,MAYONG - NELLI,FOR
DES00865,MAYONG - JAGI ROAD,FOR
DES00864,MAYONG - HP MILL,FOR
DES00863,MANJA (NGN),FOR
DES00862,MANDERDISHA - MANDERDISHA,FOR
DES00861,MAILOO (NGN),FOR
DES00860,MAIBONG (NCH),FOR
DES00859,MAHUR (NCH),FOR
DES00858,LUMDING - LUMDING,FOR
DES00857,LUMBAJAON - MANJA,FOR
DES00856,LUMBAJAON - DIPHU,FOR
DES00855,LANGTING (NCH),FOR
DES00854,LAMDING,FOR
DES00853,LAICHONG (NGN),FOR
DES00852,LAHORIGHAT,FOR
DES00851,KUTHARI,FOR
DES00850,KOPAHARA (NGN),FOR
DES00849,KHERONI (NGN),FOR
DES00848,KHAGORIJAN (NAGAON) - UDAMARI,FOR
DES00847,KHAGORIJAN (NAGAON) - SENSUA,FOR
DES00846,KHAGORIJAN (NAGAON) - NAGAON,FOR
DES00845,KHAGORIJAN (NAGAON) - KOPAHARA,FOR
DES00844,KHAGORIJAN (NAGAON) - HAIBORGAON,FOR
DES00843,KHAGORIJAN (NAGAON) - DIMORUGURI (ITAKHOLI),FOR
DES00842,KHAGORIJAN (NAGAON) - BARAPUJIA,FOR
DES00841,KHAGORIJAN - PHULGURI,FOR
DES00840,KHAGORIJAN - DEMOW,FOR
DES00839,KHAGORIJAN - BABEJIA,FOR
DES00838,KATHIATOLI(RAJAGAON) - SIMALGURI,FOR
DES00837,KATHIATOLI(RAJAGAON) - RAJAGAON,FOR
DES00836,KATHIATOLI(RAJAGAON) - LUTUMARI,FOR
DES00835,KATHIATOLI(RAJAGAON) - KACHUA,FOR
DES00834,KATHIATOLI (NGN),FOR
DES00833,KATHIATOLI - RANGBANG,FOR
DES00832,KATHIATOLI - RANGALOO,FOR
DES00831,KATHIATOLI - RAJAALI,FOR
DES00830,KATHIATOLI - KATHIATOLI,FOR
DES00829,KATHIATOLI - KAMPUR,FOR
DES00828,KARIKHONA (NGN),FOR
DES00827,KARAIJHAR (NGN),FOR
DES00826,KAMPUR (HOJAI),FOR
DES00825,KALIBOR (HARMATI) - NAOJAN,FOR
DES00824,KALIBOR (HARMATI) - HARMATI,FOR
DES00823,KALIBOR (HARMATI) - BAGORI,FOR
DES00822,KALIBOR (AMGURI) - FALUGURI,FOR
DES00821,KALIBOR - RANGGHAR,FOR
DES00820,KALIABOR (HARMATI) - KUTHORI,FOR
DES00819,KALIABOR - SILGHAT,FOR
DES00818,KALIABOR - NALTALI,FOR
DES00817,KALIABOR - KOLIABOR TINALI,FOR
DES00816,KALIABOR - KOLIABOR,FOR
DES00815,KALIABOR - JAKHALABANDHA,FOR
DES00814,KALIABOR - HATBOR,FOR
DES00813,KALIABOR - BARPATHIA,FOR
DES00812,KALIABOR,FOR
DES00811,KALAIBOR (AMGURI) - AMGURI,FOR
DES00810,KAKI (NGN),FOR
DES00809,KACHUA (NGN),FOR
DES00808,KACHARIBASTI (NGN),FOR
DES00807,KACHARIBARAI (NGN),FOR
DES00806,JURIA - RAIDONGIA,FOR
DES00805,JURIA - JURIA CHARALI,FOR
DES00804,JURIA - DOGAON BAZAR,FOR
DES00803,JURIA - BALUCHAR BAZAR,FOR
DES00802,JUGIJAN - RANIPUKHURI,FOR
DES00801,JUGIJAN - ISLAM NAGAR,FOR
DES00800,JUGIJAN - HOJAI,FOR
DES00799,JUGIJAN - BHALUKMARI,FOR
DES00798,JUGIJAN,FOR
DES00797,JORAPUKHURI (NGN),FOR
DES00796,JHARGAON (MNG),FOR
DES00795,JATINGA VELLEY - PHIDING,FOR
DES00794,JATINGA VELLEY - MAHUR,FOR
DES00793,JATINGA VELLEY - DAOTOHAJA,FOR
DES00792,JATINGA (NCH),FOR
DES00791,JAPHRAJAN (NCH),FOR
DES00790,JAMUNAMUKH (NGN),FOR
DES00789,JALUGUTI,FOR
DES00788,JAKHLABANDHA,FOR
DES00787,JAJORI SIMULTAL (NGN),FOR
DES00786,JAGIROAD,FOR
DES00785,ISLAM NAGAR (NGN),FOR
DES00784,HP MILL (MGN),FOR
DES00783,HOWRAGHAT,FOR
DES00782,HATIGAON (NAGAON),FOR
DES00781,HARANGAJAO - RADZOL,FOR
DES00780,HARANGAJAO - MIYANGKRO,FOR
DES00779,HARANGAJAO - JATINGA,FOR
DES00778,HARANGAJAO - HARENGAJAO,FOR
DES00777,HAMRENG (NGN),FOR
DES00776,HAMREN - HAMREN,FOR
DES00775,HALFLONG - HALFLONG,FOR
DES00774,HAFLONG (NCH),FOR
DES00773,GERUA (NGN),FOR
DES00772,GAGALMARI (NGN),FOR
DES00771,DUTTAHAZAR (NGN),FOR
DES00770,DOOMDOOMIA (NGN),FOR
DES00769,DONKAMOKAM (NGN),FOR
DES00768,DOKMOKA (NGN),FOR
DES00767,DOGAON BAZAR (NGN),FOR
DES00766,DOGAON,FOR
DES00765,DIYUNG VELLEY 1 - LANTING,FOR
DES00764,DIYUNG VELLEY - MUPA,FOR
DES00763,DIYUNG VELLEY - MULKOI,FOR
DES00762,DIYUNG VELLEY - MIGRINDESHA,FOR
DES00761,DIYUNG VELLEY - DIAKHO,FOR
DES00760,DIMORIA L - TOPATOLI,FOR
DES00759,DIMORIA L - DIMORIA,FOR
DES00758,DIMORIA L - DHUBGURI,FOR
DES00757,DIMORIA 2 - ULUNI,FOR
DES00756,DHUPAGURI (NGN),FOR
DES00755,DHING,FOR
DES00754,DHALPUKHURI (LANKA) - NAKHUTI,FOR
DES00753,DHALPUKHURI (LANKA) - LASKAR PATHAR,FOR
DES00752,DHALPUKHURI (LANKA) - LANKA,FOR
DES00751,DHALPUKHURI (LANKA) - KHERONI,FOR
DES00750,DHALPUKHURI (LANKA) - KARIKHONA,FOR
DES00749,DHALPUKHURI (LANKA) - DAYANGMUKH,FOR
DES00748,DHALPUKHURI - KAPASBARI,FOR
DES00747,DHALPUKHURI - DHALPUKHURI,FOR
DES00746,DERAPATHAR (NGN),FOR
DES00745,DEMULGURI (ITAKHOLI),FOR
DES00744,DAYANG (NGN),FOR
DES00743,DATWAJHA (NGN),FOR
DES00742,DANDUA (MGN),FOR
DES00741,DAKHINPAT (NGN),FOR
DES00740,CHOWDHURY BAZAR (NGN),FOR
DES00739,CHAPARMUKH (NGN),FOR
DES00738,CHALCHALI (NGN),FOR
DES00737,BORSHALLA (NGN),FOR
DES00736,BORPUJIA (MGN),FOR
DES00735,BORDUA (NGN),FOR
DES00734,BORANGA BARI (MGN),FOR
DES00733,BORAHUR (NGN),FOR
DES00732,BOKOLIA (NGN),FOR
DES00731,BOKOLIA (DENGAON) - PARKHOA,FOR
DES00730,BOKOLIA (DENGAON) - LENGING,FOR
DES00729,BOKOLIA (DENGAON) - DENGAON,FOR
DES00728,BOKOLIA - HOWRA GHAT TINALI,FOR
DES00727,BOKOLIA - HOWRA GHAT,FOR
DES00726,BOKOLIA - BOKOLIA,FOR
DES00725,BINNAKANDI ( JOGIJAN) - SANKARDEV NAGAR,FOR
DES00724,BINNAKANDI ( JOGIJAN) - JORAPUKHURI,FOR
DES00723,BINNAKANDI ( JOGIJAN) - JOGIJAN,FOR
DES00722,BINNAKANDI ( JOGIJAN) - JAMUNAMUKH,FOR
DES00721,BINNAKANDI - NILBAGAN,FOR
DES00720,BINNAKANDI - NAMDOBOKA,FOR
DES00719,BINNAKANDI - MURAJHAR,FOR
DES00718,BINNAKANDI - JAYNAGAR,FOR
DES00717,BINNAKANDI - DOBOKA,FOR
DES00716,BINNAKANDI - CHOUDHURY BAZAR,FOR
DES00715,BINNAKANDI  (JOGIJAN) - BARHAWAR,FOR
DES00714,BIDAMBARA (NGN),FOR
DES00713,BHURBANDHA (MGN),FOR
DES00712,BHURAGAON,FOR
DES00711,BHALUKMARI (NGN),FOR
DES00710,BHAKAT GAON (MGN),FOR
DES00709,BELTOLI BAZAR (NGN),FOR
DES00708,BECHAMARI (NGN),FOR
DES00707,BEBEJIA,FOR
DES00706,BATLANGSU,FOR
DES00705,BARHAMPUR - URIAGAON,FOR
DES00704,BARHAMPUR - SARUPATHAR,FOR
DES00703,BARHAMPUR - PURANIGODAM,FOR
DES00702,BARHAMPUR - NONOI,FOR
DES00701,BARHAMPUR - CHALCHALI,FOR
DES00700,BARBOHA (NGN),FOR
DES00699,BARAKHOWA (NGN),FOR
DES00698,BAJIAGAON - SALANA,FOR
DES00697,BAJIAGAON - MISSA,FOR
DES00696,BAJIAGAON - AMONI,FOR
DES00695,BAITHALAGSU - DONKAMOKAM,FOR
DES00694,BAITHALAGSU - BAITHLANGSU,FOR
DES00693,BAGHARA (MGN),FOR
DES00692,BASANA GHAT (MGN),FOR
DES00691,AMTRENG (NGN),FOR
DES00690,AMLIGHAT (NGN),FOR
DES00689,AMBAGAN (NGN),FOR
DES00688,AMANI,FOR
DES00687,AAHATGURI,FOR
DES00686,ZIKZAK - ZIKZAK,FOR
DES00685,WILLIAMNAGAR - WILLIAMNAGAR,FOR
DES00684,WILLIAM NAGAR,FOR
DES00683,TURA - TURA,FOR
DES00682,TIKRIKILLA(MEG),FOR
DES00681,TIKRIKILA - TIKRIKILA,FOR
DES00680,TIKRIKILA - PAHAM,FOR
DES00679,TIKRIKILA - NIDANPUR,FOR
DES00678,SONGSAK - SONGSAK,FOR
DES00677,SIZU - SIZU,FOR
DES00676,SINGHIMARI - SINGHIMARI,FOR
DES00675,SINGHIMARI - SELSELLA,FOR
DES00674,SAMANDA - SAMANDA,FOR
DES00673,RONGRAM - RONGRAM,FOR
