depot code ,destination code ,freight,acedns,date
A106,DES01266,,,
A106,DES01267,,,
A106,DES01268,,,
A106,DES01269,,,
A106,DES01270,,,
A106,DES01271,,,
A106,DES01272,,,
A106,DES01273,,,
A106,DES01274,,,
A106,DES01275,,,
A106,DES01276,,,
A106,DES01277,,,
A106,DES01278,,,
A106,DES01279,,,
A106,DES01280,,,
A106,DES01281,,,
A106,DES01282,,,
A106,DES01283,,,
A106,DES01284,,,
A106,DES01285,,,
A106,DES01286,,,
A106,DES01287,,,
A106,DES01288,,,
A106,DES01289,,,
A106,DES01290,,,
A107,DES01291,,,
A107,DES01292,,,
A107,DES01293,,,
A107,DES01294,,,
A107,DES01295,,,
A107,DES01296,,,
A107,DES01297,,,
A108,DES01298,,,
A108,DES01299,,,
A108,DES01300,,,
A108,DES01301,,,
A108,DES01302,,,
A108,DES01303,,,
A108,DES01304,,,
A108,DES01305,,,
A108,DES01306,,,
A108,DES01307,,,
A108,DES01308,,,
A109,DES01309,,,
A109,DES01310,,,
A109,DES01311,,,
A109,DES01312,,,
A110,DES01313,,,
A110,DES01314,,,
A110,DES01315,,,
A110,DES01316,,,
A110,DES01317,,,
A110,DES01318,,,
A110,DES01319,,,
A110,DES01320,,,
A112,DES01321,,,
A112,DES01322,,,
A112,DES01323,,,
A112,DES01324,,,
A112,DES01325,,,
A112,DES01326,,,
A112,DES01327,,,
A112,DES01328,,,
A112,DES01329,,,
A112,DES01330,,,
A112,DES01331,,,
A112,DES01332,,,
A112,DES01333,,,
A112,DES01334,,,
A112,DES01335,,,
A112,DES01336,,,
A112,DES01337,,,
A112,DES01338,,,
A112,DES01339,,,
A112,DES01340,,,
A112,DES01341,,,
A112,DES01342,,,
A112,DES01343,,,
A112,DES01344,,,
A112,DES01345,,,
A112,DES01346,,,
A112,DES01347,,,
A112,DES01348,,,
A112,DES01349,,,
A112,DES01350,,,
A112,DES01351,,,
A112,DES01352,,,
A112,DES01353,,,
A112,DES01354,,,
A112,DES01355,,,
A112,DES01356,,,
A112,DES01357,,,
A112,DES01358,,,
A112,DES01359,,,
A112,DES01360,,,
A112,DES01361,,,
A112,DES01362,,,
A112,DES01363,,,
A112,DES01364,,,
A112,DES01365,,,
A112,DES01366,,,
A112,DES01367,,,
A112,DES01368,,,
A112,DES01369,,,
A112,DES01370,,,
A112,DES01371,,,
A112,DES01372,,,
A112,DES01373,,,
A112,DES01374,,,
A112,DES01375,,,
A112,DES01376,,,
A112,DES01377,,,
A112,DES01378,,,
A112,DES01379,,,
A112,DES01380,,,
A112,DES01381,,,
A112,DES01382,,,
A112,DES01383,,,
A112,DES01384,,,
A112,DES01385,,,
A112,DES01386,,,
A112,DES01387,,,
A112,DES01388,,,
A112,DES01389,,,
A112,DES01390,,,
A112,DES01391,,,
A112,DES01392,,,
A112,DES01393,,,
A112,DES01394,,,
A113,DES01395,,,
A113,DES01396,,,
A113,DES01397,,,
A113,DES01398,,,
A113,DES01399,,,
A113,DES01400,,,
A113,DES01401,,,
A113,DES01402,,,
A113,DES01403,,,
A113,DES01404,,,
A113,DES01405,,,
A113,DES01406,,,
A113,DES01407,,,
A113,DES01408,,,
A113,DES01409,,,
A113,DES01410,,,
A113,DES01411,,,
A113,DES01412,,,
A113,DES01413,,,
A113,DES01414,,,
A113,DES01415,,,
A114,DES01416,,,
A114,DES01417,,,
A114,DES01418,,,
A114,DES01419,,,
A114,DES01420,,,
A114,DES01421,,,
A114,DES01422,,,
A114,DES01423,,,
A114,DES01424,,,
A114,DES01425,,,
A114,DES01426,,,
A114,DES01427,,,
A114,DES01428,,,
A114,DES01429,,,
A114,DES01430,,,
A114,DES01431,,,
A114,DES01432,,,
A114,DES01433,,,
A114,DES01434,,,
A114,DES01435,,,
A114,DES01436,,,
A114,DES01437,,,
A114,DES01438,,,
A114,DES01439,,,
A114,DES01440,,,
A114,DES01441,,,
A114,DES01442,,,
A114,DES01443,,,
A114,DES01444,,,
A114,DES01445,,,
A114,DES01446,,,
A114,DES01447,,,
A114,DES01448,,,
A114,DES01449,,,
A114,DES01450,,,
A114,DES01451,,,
A114,DES01452,,,
A114,DES01453,,,
A114,DES01454,,,
A114,DES01455,,,
A114,DES01456,,,
A114,DES01457,,,
A114,DES01458,,,
A114,DES01459,,,
A114,DES01460,,,
A114,DES01461,,,
A114,DES01462,,,
A114,DES01463,,,
A114,DES01464,,,
A114,DES01465,,,
A114,DES01466,,,
A114,DES01467,,,
A114,DES01468,,,
A114,DES01469,,,
A114,DES01470,,,
A114,DES01471,,,
A114,DES01472,,,
A114,DES01473,,,
A114,DES01474,,,
A114,DES01475,,,
A115,DES01476,,,
A115,DES01477,,,
A115,DES01478,,,
A115,DES01479,,,
A115,DES01480,,,
A115,DES01481,,,
A115,DES01482,,,
A115,DES01483,,,
A115,DES01484,,,
A115,DES01485,,,
A115,DES01486,,,
A115,DES01487,,,
A115,DES01488,,,
A115,DES01489,,,
A115,DES01490,,,
A115,DES01491,,,
A115,DES01492,,,
A115,DES01493,,,
A115,DES01494,,,
A115,DES01495,,,
A115,DES01496,,,
A115,DES01497,,,
A115,DES01498,,,
A115,DES01499,,,
A115,DES01500,,,
A115,DES01501,,,
A115,DES01502,,,
A115,DES01503,,,
A115,DES01504,,,
A115,DES01505,,,
A115,DES01506,,,
A115,DES01507,,,
A115,DES01508,,,
A115,DES01509,,,
A115,DES01510,,,
A115,DES01511,,,
A115,DES01512,,,
A115,DES01513,,,
A115,DES01514,,,
A115,DES01515,,,
A115,DES01516,,,
A115,DES01517,,,
A115,DES01518,,,
A115,DES01519,,,
A115,DES01520,,,
A115,DES01521,,,
A115,DES01522,,,
A115,DES01523,,,
A115,DES01524,,,
A115,DES01525,,,
A115,DES01526,,,
A115,DES01527,,,
A115,DES01528,,,
A115,DES01529,,,
A115,DES01530,,,
A115,DES01531,,,
A115,DES01532,,,
A115,DES01533,,,
A115,DES01534,,,
A115,DES01535,,,
A115,DES01536,,,
A115,DES01537,,,
A115,DES01538,,,
A115,DES01539,,,
A115,DES01540,,,
A115,DES01541,,,
A115,DES01542,,,
A115,DES01543,,,
A115,DES01544,,,
A115,DES01545,,,
A115,DES01546,,,
A115,DES01547,,,
A115,DES01548,,,
A115,DES01549,,,
A115,DES01550,,,
A115,DES01551,,,
A115,DES01552,,,
A115,DES01553,,,
A115,DES01554,,,
A115,DES01555,,,
A115,DES01556,,,
A115,DES01557,,,
A115,DES01558,,,
A115,DES01559,,,
A115,DES01560,,,
A115,DES01561,,,
A115,DES01562,,,
A115,DES01563,,,
A115,DES01564,,,
A115,DES01565,,,
A115,DES01566,,,
A115,DES01567,,,
A115,DES01568,,,
A115,DES01569,,,
A115,DES01570,,,
A115,DES01571,,,
A115,DES01572,,,
A115,DES01573,,,
A115,DES01574,,,
A115,DES01575,,,
A115,DES01576,,,
A115,DES01577,,,
A115,DES01578,,,
A115,DES01579,,,
A115,DES01580,,,
A115,DES01581,,,
A115,DES01582,,,
A115,DES01583,,,
A115,DES01584,,,
A115,DES01585,,,
A115,DES01586,,,
A115,DES01587,,,
A115,DES01588,,,
A115,DES01589,,,
A115,DES01590,,,
A115,DES01591,,,
A115,DES01592,,,
A115,DES01593,,,
A115,DES01594,,,
B001,DES01595,,,
B001,DES01596,,,
B001,DES01597,,,
B001,DES01598,,,
B001,DES01599,,,
B001,DES01600,,,
B001,DES01601,,,
B001,DES01602,,,
B001,DES01603,,,
B001,DES01604,,,
B001,DES01605,,,
B001,DES01606,,,
B001,DES01607,,,
B001,DES01608,,,
B001,DES01609,,,
B001,DES01610,,,
B001,DES01611,,,
B001,DES01612,,,
B001,DES01613,,,
B001,DES01614,,,
B001,DES01615,,,
B001,DES01616,,,
B002,DES01617,,,
B002,DES01618,,,
B002,DES01619,,,
B002,DES01620,,,
B002,DES01621,,,
B002,DES01622,,,
B002,DES01623,,,
B002,DES01624,,,
B002,DES01625,,,
B002,DES01626,,,
B002,DES01627,,,
B002,DES01628,,,
B002,DES01629,,,
B002,DES01630,,,
B002,DES01631,,,
B002,DES01632,,,
B002,DES01633,,,
B002,DES01634,,,
B002,DES01635,,,
B002,DES01636,,,
B002,DES01637,,,
B002,DES01638,,,
B002,DES01639,,,
B002,DES01640,,,
B003,DES01641,,,
B003,DES01642,,,
B003,DES01643,,,
B003,DES01644,,,
B003,DES01645,,,
B003,DES01646,,,
B003,DES01647,,,
B003,DES01648,,,
B003,DES01649,,,
B003,DES01650,,,
B003,DES01651,,,
B003,DES01652,,,
B003,DES01653,,,
B003,DES01654,,,
B003,DES01655,,,
B003,DES01656,,,
B003,DES01657,,,
B003,DES01658,,,
B003,DES01659,,,
B003,DES01660,,,
B003,DES01661,,,
B003,DES01662,,,
B003,DES01663,,,
B003,DES01664,,,
B003,DES01665,,,
B003,DES01666,,,
B003,DES01667,,,
B003,DES01668,,,
B003,DES01669,,,
B003,DES01670,,,
B003,DES01671,,,
B003,DES01672,,,
B003,DES01673,,,
B003,DES01674,,,
B003,DES01675,,,
B003,DES01676,,,
B003,DES01677,,,
B003,DES01678,,,
B003,DES01679,,,
B003,DES01680,,,
B003,DES01681,,,
B003,DES01682,,,
B003,DES01683,,,
B003,DES01684,,,
B003,DES01685,,,
B003,DES01686,,,
B003,DES01687,,,
B003,DES01688,,,
B003,DES01689,,,
B003,DES01690,,,
B003,DES01691,,,
B003,DES01692,,,
B003,DES01693,,,
B004,DES01694,,,
B004,DES01695,,,
B004,DES01696,,,
B004,DES01697,,,
B004,DES01698,,,
B004,DES01699,,,
B004,DES01700,,,
B004,DES01701,,,
B004,DES01702,,,
B004,DES01703,,,
B004,DES01704,,,
B004,DES01705,,,
B004,DES01706,,,
B004,DES01707,,,
B004,DES01708,,,
B004,DES01709,,,
B004,DES01710,,,
B004,DES01711,,,
B004,DES01712,,,
B004,DES01713,,,
B004,DES01714,,,
B004,DES01715,,,
B004,DES01716,,,
B004,DES01717,,,
B004,DES01718,,,
B004,DES01719,,,
B004,DES01720,,,
B004,DES01721,,,
B004,DES01722,,,
B004,DES01723,,,
B004,DES01724,,,
B004,DES01725,,,
B004,DES01726,,,
B004,DES01727,,,
B004,DES01728,,,
B004,DES01729,,,
B004,DES01730,,,
B004,DES01731,,,
B004,DES01732,,,
B004,DES01733,,,
B004,DES01734,,,
B004,DES01735,,,
B004,DES01736,,,
B004,DES01737,,,
B004,DES01738,,,
B004,DES01739,,,
B004,DES01740,,,
B004,DES01741,,,
B004,DES01742,,,
B004,DES01743,,,
B004,DES01744,,,
B004,DES01745,,,
B004,DES01746,,,
B004,DES01747,,,
B004,DES01748,,,
B004,DES01749,,,
B004,DES01750,,,
B004,DES01751,,,
B004,DES01752,,,
B004,DES01753,,,
B004,DES01754,,,
B004,DES01755,,,
B004,DES01756,,,
B004,DES01757,,,
B004,DES01758,,,
B004,DES01759,,,
B004,DES01760,,,
B004,DES01761,,,
B004,DES01762,,,
B004,DES01763,,,
B004,DES01764,,,
B004,DES01765,,,
B004,DES01766,,,
B004,DES01767,,,
B004,DES01768,,,
B004,DES01769,,,
B004,DES01770,,,
B004,DES01771,,,
B004,DES01772,,,
B004,DES01773,,,
B004,DES01774,,,
B004,DES01775,,,
B004,DES01776,,,
B004,DES01777,,,
B004,DES01778,,,
B004,DES01779,,,
B004,DES01780,,,
B004,DES01781,,,
B004,DES01782,,,
B004,DES01783,,,
B004,DES01784,,,
B004,DES01785,,,
B004,DES01786,,,
B004,DES01787,,,
B004,DES01788,,,
B004,DES01789,,,
B004,DES01790,,,
B004,DES01791,,,
B004,DES01792,,,
B004,DES01793,,,
B004,DES01794,,,
B004,DES01795,,,
B004,DES01796,,,
B004,DES01797,,,
B004,DES01798,,,
B004,DES01799,,,
B004,DES01800,,,
B004,DES01801,,,
B004,DES01802,,,
B004,DES01803,,,
B004,DES01804,,,
B004,DES01805,,,
B004,DES01806,,,
B004,DES01807,,,
B004,DES01808,,,
B004,DES01809,,,
B004,DES01810,,,
B004,DES01811,,,
B004,DES01812,,,
B004,DES01813,,,
B004,DES01814,,,
B004,DES01815,,,
B004,DES01816,,,
B004,DES01817,,,
B004,DES01818,,,
B004,DES01819,,,
B004,DES01820,,,
B004,DES01821,,,
B004,DES01822,,,
B004,DES01823,,,
B004,DES01824,,,
B004,DES01825,,,
B004,DES01826,,,
B004,DES01827,,,
B004,DES01828,,,
B004,DES01829,,,
B004,DES01830,,,
B004,DES01831,,,
B004,DES01832,,,
B004,DES01833,,,
B004,DES01834,,,
B004,DES01835,,,
B004,DES01836,,,
B004,DES01837,,,
B004,DES01838,,,
B004,DES01839,,,
B004,DES01840,,,
B004,DES01841,,,
B004,DES01842,,,
B004,DES01843,,,
B004,DES01844,,,
B004,DES01845,,,
B004,DES01846,,,
B004,DES01847,,,
B004,DES01848,,,
B004,DES01849,,,
B004,DES01850,,,
B004,DES01851,,,
B004,DES01852,,,
B004,DES01853,,,
B004,DES01854,,,
B004,DES01855,,,
B004,DES01856,,,
B004,DES01857,,,
B004,DES01858,,,
B004,DES01859,,,
B004,DES01860,,,
B004,DES01861,,,
B004,DES01862,,,
B004,DES01863,,,
B004,DES01864,,,
B004,DES01865,,,
B004,DES01866,,,
B004,DES01867,,,
B004,DES01868,,,
B004,DES01869,,,
B004,DES01870,,,
B004,DES01871,,,
B004,DES01872,,,
B004,DES01873,,,
B004,DES01874,,,
B004,DES01875,,,
B004,DES01876,,,
B004,DES01877,,,
B004,DES01878,,,
B004,DES01879,,,
B004,DES01880,,,
B004,DES01881,,,
B004,DES01882,,,
B004,DES01883,,,
B004,DES01884,,,
B004,DES01885,,,
B004,DES01886,,,
B004,DES01887,,,
B004,DES01888,,,
B004,DES01889,,,
B004,DES01890,,,
B004,DES01891,,,
B004,DES01892,,,
B004,DES01893,,,
B004,DES01894,,,
B004,DES01895,,,
B004,DES01896,,,
B004,DES01897,,,
B004,DES01898,,,
B004,DES01899,,,
B004,DES01900,,,
B004,DES01901,,,
B004,DES01902,,,
B004,DES01903,,,
B004,DES01904,,,
B004,DES01905,,,
B004,DES01906,,,
B004,DES01907,,,
B004,DES01908,,,
B004,DES01909,,,
B004,DES01910,,,
B004,DES01911,,,
B004,DES01912,,,
B004,DES01913,,,
B004,DES01914,,,
B004,DES01915,,,
B004,DES01916,,,
B004,DES01917,,,
B004,DES01918,,,
B004,DES01919,,,
B004,DES01920,,,
B004,DES01921,,,
B004,DES01922,,,
B004,DES01923,,,
B004,DES01924,,,
B004,DES01925,,,
B004,DES01926,,,
B004,DES01927,,,
B004,DES01928,,,
B004,DES01929,,,
B004,DES01930,,,
B004,DES01931,,,
B004,DES01932,,,
B004,DES01933,,,
B004,DES01934,,,
B004,DES01935,,,
B004,DES01936,,,
B004,DES01937,,,
B004,DES01938,,,
B004,DES01939,,,
B004,DES01940,,,
B004,DES01941,,,
B004,DES01942,,,
B004,DES01943,,,
B004,DES01944,,,
B004,DES01945,,,
B004,DES01946,,,
B004,DES01947,,,
B004,DES01948,,,
B004,DES01949,,,
B004,DES01950,,,
B004,DES01951,,,
B004,DES01952,,,
B004,DES01953,,,
B004,DES01954,,,
B004,DES01955,,,
B004,DES01956,,,
B004,DES01957,,,
B004,DES01958,,,
B004,DES01959,,,
B004,DES01960,,,
B004,DES01961,,,
B004,DES01962,,,
B004,DES01963,,,
B004,DES01964,,,
B004,DES01965,,,
B004,DES01966,,,
B004,DES01967,,,
B004,DES01968,,,
B004,DES01969,,,
B004,DES01970,,,
B004,DES01971,,,
B004,DES01972,,,
B004,DES01973,,,
B004,DES01974,,,
B004,DES01975,,,
B004,DES01976,,,
B004,DES01977,,,
B004,DES01978,,,
B004,DES01979,,,
B004,DES01980,,,
B004,DES01981,,,
B004,DES01982,,,
B004,DES01983,,,
B004,DES01984,,,
B004,DES01985,,,
B004,DES01986,,,
B004,DES01987,,,
B004,DES01988,,,
B004,DES01989,,,
B004,DES01990,,,
B004,DES01991,,,
B004,DES01992,,,
B004,DES01993,,,
B004,DES01994,,,
B004,DES01995,,,
B004,DES01996,,,
B004,DES01997,,,
B004,DES01998,,,
B004,DES01999,,,
B004,DES02000,,,
B004,DES02001,,,
B004,DES02002,,,
B004,DES02003,,,
B004,DES02004,,,
B004,DES02005,,,
B004,DES02006,,,
B004,DES02007,,,
B004,DES02008,,,
B004,DES02009,,,
B004,DES02010,,,
B004,DES02011,,,
B004,DES02012,,,
B004,DES02013,,,
B004,DES02014,,,
B004,DES02015,,,
B004,DES02016,,,
B004,DES02017,,,
B004,DES02018,,,
B004,DES02019,,,
B004,DES02020,,,
B004,DES02021,,,
B004,DES02022,,,
B004,DES02023,,,
B004,DES02024,,,
B004,DES02025,,,
B004,DES02026,,,
B004,DES02027,,,
B004,DES02028,,,
B004,DES02029,,,
B004,DES02030,,,
B004,DES02031,,,
B004,DES02032,,,
B004,DES02033,,,
B004,DES02034,,,
B004,DES02035,,,
B004,DES02036,,,
B004,DES02037,,,
B004,DES02038,,,
B004,DES02039,,,
B004,DES02040,,,
B004,DES02041,,,
B004,DES02042,,,
B004,DES02043,,,
B004,DES02044,,,
B004,DES02045,,,
B004,DES02046,,,
B004,DES02047,,,
B004,DES02048,,,
B004,DES02049,,,
B004,DES02050,,,
B004,DES02051,,,
B004,DES02052,,,
B004,DES02053,,,
B004,DES02054,,,
B004,DES02055,,,
B004,DES02056,,,
B004,DES02057,,,
B004,DES02058,,,
B004,DES02059,,,
B004,DES02060,,,
B004,DES02061,,,
B004,DES02062,,,
B004,DES02063,,,
B004,DES02064,,,
B004,DES02065,,,
B004,DES02066,,,
B004,DES02067,,,
B004,DES02068,,,
B004,DES02069,,,
B004,DES02070,,,
B004,DES02071,,,
B004,DES02072,,,
B004,DES02073,,,
B004,DES02074,,,
B004,DES02075,,,
B004,DES02076,,,
B004,DES02077,,,
B004,DES02078,,,
B004,DES02079,,,
B004,DES02080,,,
B004,DES02081,,,
B004,DES02082,,,
B004,DES02083,,,
B004,DES02084,,,
B004,DES02085,,,
B004,DES02086,,,
B004,DES02087,,,
B004,DES02088,,,
B004,DES02089,,,
B004,DES02090,,,
B004,DES02091,,,
B004,DES02092,,,
B004,DES02093,,,
B004,DES02094,,,
B004,DES02095,,,
B004,DES02096,,,
B004,DES02097,,,
B004,DES02098,,,
B004,DES02099,,,
B004,DES02100,,,
B004,DES02101,,,
B004,DES02102,,,
B004,DES02103,,,
B004,DES02104,,,
B004,DES02105,,,
B004,DES02106,,,
B004,DES02107,,,
B004,DES02108,,,
B004,DES02109,,,
B004,DES02110,,,
B004,DES02111,,,
B004,DES02112,,,
B004,DES02113,,,
B004,DES02114,,,
B004,DES02115,,,
B004,DES02116,,,
B004,DES02117,,,
B004,DES02118,,,
B004,DES02119,,,
B004,DES02120,,,
B004,DES02121,,,
B004,DES02122,,,
B004,DES02123,,,
B004,DES02124,,,
B004,DES02125,,,
B004,DES02126,,,
B004,DES02127,,,
B004,DES02128,,,
B004,DES02129,,,
B004,DES02130,,,
B004,DES02131,,,
B004,DES02132,,,
B005,DES02133,,,
B005,DES02134,,,
B005,DES02135,,,
B005,DES02136,,,
B005,DES02137,,,
B005,DES02138,,,
B005,DES02139,,,
B005,DES02140,,,
B005,DES02141,,,
B005,DES02142,,,
B005,DES02143,,,
B005,DES02144,,,
B005,DES02145,,,
B005,DES02146,,,
B005,DES02147,,,
B005,DES02148,,,
B005,DES02149,,,
B005,DES02150,,,
B005,DES02151,,,
B005,DES02152,,,
B005,DES02153,,,
B005,DES02154,,,
B005,DES02155,,,
B005,DES02156,,,
B005,DES02157,,,
B005,DES02158,,,
B005,DES02159,,,
B005,DES02160,,,
B005,DES02161,,,
B005,DES02162,,,
B005,DES02163,,,
B005,DES02164,,,
B005,DES02165,,,
B005,DES02166,,,
B005,DES02167,,,
B005,DES02168,,,
B005,DES02169,,,
B005,DES02170,,,
B005,DES02171,,,
B005,DES02172,,,
B005,DES02173,,,
B005,DES02174,,,
B005,DES02175,,,
B005,DES02176,,,
B005,DES02177,,,
B005,DES02178,,,
B005,DES02179,,,
B005,DES02180,,,
B005,DES02181,,,
B005,DES02182,,,
B005,DES02183,,,
B005,DES02184,,,
B005,DES02185,,,
B005,DES02186,,,
B005,DES02187,,,
B005,DES02188,,,
B005,DES02189,,,
B005,DES02190,,,
B005,DES02191,,,
B005,DES02192,,,
B005,DES02193,,,
B005,DES02194,,,
B005,DES02195,,,
B005,DES02196,,,
B005,DES02197,,,
B005,DES02198,,,
B005,DES02199,,,
B005,DES02200,,,
B005,DES02201,,,
B005,DES02202,,,
B005,DES02203,,,
B005,DES02204,,,
B005,DES02205,,,
B005,DES02206,,,
B005,DES02207,,,
B005,DES02208,,,
B005,DES02209,,,
B005,DES02210,,,
B005,DES02211,,,
B005,DES02212,,,
B005,DES02213,,,
B005,DES02214,,,
B005,DES02215,,,
B005,DES02216,,,
B005,DES02217,,,
B005,DES02218,,,
B005,DES02219,,,
B005,DES02220,,,
B005,DES02221,,,
B005,DES02222,,,
B005,DES02223,,,
B005,DES02224,,,
B005,DES02225,,,
B005,DES02226,,,
B005,DES02227,,,
B005,DES02228,,,
B005,DES02229,,,
B005,DES02230,,,
B005,DES02231,,,
B005,DES02232,,,
B005,DES02233,,,
B005,DES02234,,,
B005,DES02235,,,
B005,DES02236,,,
B005,DES02237,,,
B005,DES02238,,,
B005,DES02239,,,
B005,DES02240,,,
B005,DES02241,,,
B005,DES02242,,,
B005,DES02243,,,
B005,DES02244,,,
B005,DES02245,,,
B005,DES02246,,,
B005,DES02247,,,
B005,DES02248,,,
B005,DES02249,,,
B005,DES02250,,,
B005,DES02251,,,
B005,DES02252,,,
B005,DES02253,,,
B005,DES02254,,,
B005,DES02255,,,
B005,DES02256,,,
B005,DES02257,,,
B005,DES02258,,,
B005,DES02259,,,
B005,DES02260,,,
B005,DES02261,,,
B005,DES02262,,,
B005,DES02263,,,
B005,DES02264,,,
B005,DES02265,,,
B005,DES02266,,,
B005,DES02267,,,
B005,DES02268,,,
B005,DES02269,,,
B005,DES02270,,,
B005,DES02271,,,
B005,DES02272,,,
B005,DES02273,,,
B005,DES02274,,,
B005,DES02275,,,
B005,DES02276,,,
B005,DES02277,,,
B005,DES02278,,,
B005,DES02279,,,
B005,DES02280,,,
B005,DES02281,,,
B005,DES02282,,,
B005,DES02283,,,
B005,DES02284,,,
B005,DES02285,,,
B005,DES02286,,,
B005,DES02287,,,
B005,DES02288,,,
B005,DES02289,,,
B005,DES02290,,,
B005,DES02291,,,
B005,DES02292,,,
B005,DES02293,,,
B005,DES02294,,,
B005,DES02295,,,
B005,DES02296,,,
B005,DES02297,,,
B005,DES02298,,,
B005,DES02299,,,
B005,DES02300,,,
B005,DES02301,,,
B005,DES02302,,,
B005,DES02303,,,
B005,DES02304,,,
B005,DES02305,,,
B005,DES02306,,,
B005,DES02307,,,
B005,DES02308,,,
B005,DES02309,,,
B005,DES02310,,,
B005,DES02311,,,
B005,DES02312,,,
B005,DES02313,,,
B005,DES02314,,,
B005,DES02315,,,
B005,DES02316,,,
B005,DES02317,,,
B005,DES02318,,,
B005,DES02319,,,
B005,DES02320,,,
B005,DES02321,,,
B005,DES02322,,,
B005,DES02323,,,
B005,DES02324,,,
B005,DES02325,,,
B005,DES02326,,,
B005,DES02327,,,
B005,DES02328,,,
B005,DES02329,,,
B005,DES02330,,,
B005,DES02331,,,
B005,DES02332,,,
B005,DES02333,,,
B005,DES02334,,,
B005,DES02335,,,
B005,DES02336,,,
B005,DES02337,,,
B005,DES02338,,,
B005,DES02339,,,
B005,DES02340,,,
B005,DES02341,,,
B005,DES02342,,,
B005,DES02343,,,
B005,DES02344,,,
B005,DES02345,,,
B005,DES02346,,,
B005,DES02347,,,
B005,DES02348,,,
B005,DES02349,,,
B005,DES02350,,,
B005,DES02351,,,
B005,DES02352,,,
B005,DES02353,,,
B005,DES02354,,,
B005,DES02355,,,
B005,DES02356,,,
B005,DES02357,,,
B005,DES02358,,,
B005,DES02359,,,
B005,DES02360,,,
B005,DES02361,,,
B005,DES02362,,,
B005,DES02363,,,
B005,DES02364,,,
B005,DES02365,,,
B005,DES02366,,,
B005,DES02367,,,
B005,DES02368,,,
B005,DES02369,,,
B005,DES02370,,,
B005,DES02371,,,
B005,DES02372,,,
B005,DES02373,,,
B005,DES02374,,,
B005,DES02375,,,
B005,DES02376,,,
B005,DES02377,,,
B005,DES02378,,,
B005,DES02379,,,
B005,DES02380,,,
B005,DES02381,,,
B005,DES02382,,,
B005,DES02383,,,
B005,DES02384,,,
B005,DES02385,,,
B005,DES02386,,,
B005,DES02387,,,
B005,DES02388,,,
B005,DES02389,,,
B005,DES02390,,,
B005,DES02391,,,
B005,DES02392,,,
B005,DES02393,,,
B005,DES02394,,,
B005,DES02395,,,
B005,DES02396,,,
B005,DES02397,,,
B005,DES02398,,,
B005,DES02399,,,
B005,DES02400,,,
B005,DES02401,,,
B005,DES02402,,,
B005,DES02403,,,
B005,DES02404,,,
B005,DES02405,,,
B005,DES02406,,,
B005,DES02407,,,
B005,DES02408,,,
B006,DES02409,,,
B006,DES02410,,,
B006,DES02411,,,
B006,DES02412,,,
B006,DES02413,,,
B006,DES02414,,,
B006,DES02415,,,
B006,DES02416,,,
B006,DES02417,,,
B006,DES02418,,,
B006,DES02419,,,
B006,DES02420,,,
B006,DES02421,,,
B006,DES02422,,,
B006,DES02423,,,
B006,DES02424,,,
B006,DES02425,,,
B006,DES02426,,,
B006,DES02427,,,
B006,DES02428,,,
B006,DES02429,,,
B006,DES02430,,,
B006,DES02431,,,
B006,DES02432,,,
B006,DES02433,,,
B006,DES02434,,,
B006,DES02435,,,
B006,DES02436,,,
B006,DES02437,,,
B006,DES02438,,,
B006,DES02439,,,
B006,DES02440,,,
B006,DES02441,,,
C001,DES02442,,,
C001,DES02443,,,
C001,DES02444,,,
C001,DES02445,,,
C001,DES02446,,,
C001,DES02447,,,
C001,DES02448,,,
C001,DES02449,,,
C001,DES02450,,,
C001,DES02451,,,
C001,DES02452,,,
C001,DES02453,,,
C001,DES02454,,,
C001,DES02455,,,
C001,DES02456,,,
C001,DES02457,,,
C001,DES02458,,,
C001,DES02459,,,
C002,DES02460,,,
C002,DES02461,,,
C002,DES02462,,,
C002,DES02463,,,
C002,DES02464,,,
C002,DES02465,,,
C002,DES02466,,,
C002,DES02467,,,
C002,DES02468,,,
C002,DES02469,,,
C002,DES02470,,,
C002,DES02471,,,
C002,DES02472,,,
C002,DES02473,,,
F004,DES02474,,,
F004,DES02475,,,
F004,DES02476,,,
F004,DES02477,,,
F004,DES02478,,,
F004,DES02479,,,
F004,DES02480,,,
F004,DES02481,,,
F004,DES02482,,,
F004,DES02483,,,
F004,DES02484,,,
F004,DES02485,,,
F004,DES02486,,,
F004,DES02487,,,
F004,DES02488,,,
F004,DES02489,,,
F004,DES02490,,,
F004,DES02491,,,
F004,DES02492,,,
F004,DES02493,,,
F001,DES02494,,,
F001,DES02495,,,
F001,DES02496,,,
F001,DES02497,,,
F001,DES02498,,,
F001,DES02499,,,
F001,DES02500,,,
F001,DES02501,,,
F001,DES02502,,,
F001,DES02503,,,
F001,DES02504,,,
F001,DES02505,,,
F001,DES02506,,,
F001,DES02507,,,
F001,DES02508,,,
F001,DES02509,,,
F001,DES02510,,,
F001,DES02511,,,
F001,DES02512,,,
F001,DES02513,,,
F001,DES02514,,,
F001,DES02515,,,
F001,DES02516,,,
F001,DES02517,,,
F001,DES02518,,,
F001,DES02519,,,
F001,DES02520,,,
F001,DES02521,,,
F001,DES02522,,,
F001,DES02523,,,
F001,DES02524,,,
F001,DES02525,,,
F001,DES02526,,,
F001,DES02527,,,
F001,DES02528,,,
F001,DES02529,,,
F001,DES02530,,,
F001,DES02531,,,
F001,DES02532,,,
F001,DES02533,,,
F001,DES02534,,,
F001,DES02535,,,
F001,DES02536,,,
