Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit,Prod size,Lead time,Buffer level,Max level marketing,UOM4,UOM5,Gross weight,FG_RM,Oil category,Alias,HSN/SAC,Packing Realization,Statename,Prod Full Form,Category,SP Login,Dealer Login
A103,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A104,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A104,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A105,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A105,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A106,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A106,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A107,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A107,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A108,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A108,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A109,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A109,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A110,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A110,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A112,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A112,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A113,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A113,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A114,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A114,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A115,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A115,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B001,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B001,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B002,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B002,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B003,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B003,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B003,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B004,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B004,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B004,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B005,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B005,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B005,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B006,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B006,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B006,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
C001,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
C001,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
C001,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
C002,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
C002,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN10,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN10,TGS0000008,STAR CEMENT PSC(ADSTAR),CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN11,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN11,TGS0000008,STAR CEMENT PSC(ADSTAR),CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A116,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A116,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS01,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS02,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS03,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS04,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS05,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS06,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS07,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS08,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS09,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS10,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS11,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS12,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS13,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
NTNE,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
NTNE,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
NTNE,F000000102,STAR CEMENT OPC 53 TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
NTWB,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
NTWB,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
NTWB,F000000102,STAR CEMENT OPC 53,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B001,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN10,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN11,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN10,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN11,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A101,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN05,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS14,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS14,TGS0000008,STAR CEMENT PSC(ADSTAR),CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS14,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS15,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS15,TGS0000008,STAR CEMENT PSC(ADSTAR),CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DS15,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A117,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A117,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE09,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE09,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE09,TGS0000008,STAR CEMENT PSC(ADSTAR),CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE09,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE10,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE10,F000000146,STAR CEMENT PPC(ADSTAR),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE10,TGS0000008,STAR CEMENT PSC(ADSTAR),CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE10,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A118,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A118,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
,TGS0000008,STAR CEMENT PSC(ADSTAR),CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
,14000088,STAR CEMENT OPC 43 TRADE,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN12,14000087,STAR CEMENT PPC TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN12,14000092,STAR CEMENT PPC (ADSTAR) TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN12,14000090,STAR ANTIRUST CEMENT  TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN13,14000087,STAR CEMENT PPC TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN13,14000092,STAR CEMENT PPC (ADSTAR) TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
DN13,14000090,STAR ANTIRUST CEMENT  TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B007,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B007,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B007,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B008,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B008,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B008,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B009,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B009,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B009,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A119,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A119,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A120,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A120,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B010,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B010,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B010,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A121,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A121,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A122,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A122,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A122,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A123,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A123,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A123,F000000002,STAR CEMENT OPC 43,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A124,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A124,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A125,F000000001,STAR CEMENT PPC,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A125,F000000103,STAR CEMENT ANTIRUST,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE29,14000090,STAR ANTIRUST CEMENT  TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE29,14000092,STAR CEMENT PPC (ADSTAR) TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE29,14000087,STAR CEMENT PPC TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE28,14000090,STAR ANTIRUST CEMENT  TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EE28,14000092,STAR CEMENT PPC (ADSTAR) TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
,14000092,STAR CEMENT PPC (ADSTAR) TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
,14000087,STAR CEMENT PPC TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
,14000142,STAR CEMENT TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
,14000156,STAR CEMENT ADSTAR TRADE,CEMENT,,,0,N,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
EW01,14000090,STAR ANTIRUST CEMENT  TRADE,CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A104,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A105,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A106,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A107,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A108,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A109,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A110,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A112,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A113,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A114,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A115,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A116,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A117,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A118,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A119,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A120,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A121,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A122,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A123,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A124,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
A125,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B001,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B002,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B003,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
B005,14000194,STAR WEATHER SHIELD (TRADE),CEMENT,,,0,Y,N,,MT,BAGS,0.05,,,,0,,0,,,,,,,,,,,,,0,,,,Y,Y
