Route Code,Route Name
DA02005,"BASOPATTI"
DUM0029,"BASTI"
WA01818,"BASTI BIGHA"
BUR0134,"BASUDA"
MU01401,"BASUDEVPUR"
OTH0154,"BASUGAON"
DA02127,"BASUKI BIHARI"
DA02129,"BASUKI CHOWK"
DE03043,"BASUKINATH"
DE03042,"BASUKINATH MORE"
DA01664,"BASURIA"
JAL0003,"BATABARI"
OTH0134,"BATADRAVA"
DIB0006,"BATAMARA TINIALI"
BUR0065,"BATANAL"
DA01269,"BATASI"
DRP0011,"BATASI"
BI00088,"BATASPUR"
GA02310,"BATHANI"
MU02198,"BATHNAHA"
ARA0006,"BATHNAHA"
KIS0011,"BATHNAHA"
BIR0008,"BATIK"
UT01726,"BATNA SOLPARA"
DA01648,"BAUL"
DA01629,"BAULA"
KO00419,"BAURIA"
SHA0020,"BAURIA"
DA01674,"BAWL"
AIZ8804,"BAWNGKAWN"
AIZ4101,"BAWNGKAWN LUNGLEI ROAD"
AIZ0301,"BAWNGKAWN NEAR PETROL PUMP"
AIZ1001,"BAWNKAWN"
AL01528,"BAXI-BHANUKUMARI"
CO01518,"BAXI-BHANUKUMARI"
NTWB016,"BAXIRHAT"
GA02417,"BAYPASS BODHGAYA"
GA02436,"BAZAR SAMITI"
AIZ1501,"BAZAR VENG"
SIL5401,"BAZARICHERA"
SILK0007,"BAZARICHERA"
OTH0601,"BAZARICHERRA (SILCHAR - KARIMGANJ)"
KR00723,"BAZITPUR"
WA01916,"BAZRA CHAK"
NGN1801,"BEBEJIA"
TEZ1001,"BECHIMARI"
GA02434,"BEDAUL"
SIB0301,"BEDBARI"
TEZ0901,"BEDETI"
KO10028,"BEDON STREET"
KO00499,"BEGHARIA"
KO20056,"BEGHARIA"
MA01190,"BEGUN,BHALUKA"
BE02529,"BEGUSARAI"
EE06DUM01,"BEGUSARAI"
KA00319,"BEHALA"
TEZ0201,"BEHALI"
BISW0005,"BEHALI"
OTH0555,"BEHALI (TEZPUR)"
SILC0055,"BEHARA"
OTH0174,"BEHARBARI"
OTH0477,"BEHARBARI (GUWAHATI URBAN)"
NTWB122,"BEHRAMPORE"
MU01452,"BEHRAMPORE"
OTH0670,"BEJONGDOBA (TURA HILLS)"
KO20011,"BEKI"
KO00614,"BEKIBAZAR"
GA02520,"BELA"
KA02597,"BELA"
DE03008,"BELA BAGAN"
SA02758,"BELA CHOWK"
DA02006,"BELA SHANKAR"
GA02327,"BELAGANJ"
DA02100,"BELAHI"
JAL0041,"BELAKOBA"
SA02759,"BELAMEG"
SHA0083,"BELARI"
DAN0026,"BELARI"
DE03074,"BELBADDA"
DIB0047,"BELBARI"
AGR0021,"BELBARI"
EA00295,"BELDA"
WE00963,"BELDA"
MU01402,"BELDANGA"
NTWB143,"BELDANGA"
CH02646,"BELDI"
TAT0006,"BELDIH"
KR00724,"BELE"
KO00500,"BELGACHIA"
KO00485,"BELGACHIA"
SHA0075,"BELGACHIA"
DA02078,"BELHA"
DA02089,"BELHA PHULPHARAS"
BH01775,"BELHAR"
GA02352,"BELHARIA"
KO00615,"BELIAGHATA"
KO10030,"BELIAGHATA"
KO00575,"BELIAGHATA"
BA00008,"BELIATORE"
SHA0080,"BELLURE"
DAN0016,"BELLURE"
MO00842,"BELMURI"
UDI1801,"BELONIA"
OTH0122,"BELONIA"
OTH0550,"BELONIA (UDAIPUR)"
MUZ0003,"BELSAND"
SA02812,"BELSANDI TARA"
SA02839,"BELSAR"
LNA0401,"BELSOR"
LOWT0008,"BELSOR"
GUWU0008,"BELTOLA"
GHY4301,"BELTOLA"
OTH0497,"BELTOLA CHARIALI (GUWAHATI URBAN)"
KO00420,"BELUR"
SHA0021,"BELUR"
KI02739,"BELWA"
RA00917,"BENACHITY"
WES0046,"BENADIHA"
DH03113,"BENGABAD"
NTWB011,"BENGDUBI"
NTWB090,"BENGDUBI, DARJEELING"
OTH0732,"BENGTOL (LOWER ASSAM 1)"
DA02007,"BENIPATTI"
DA02008,"BENIPUR"
DA02009,"BENTA"
KO00616,"BERACHAMPA"
KO20054,"BERACHAPA"
SIL0001,"BERENGA"
SILC0005,"BERENGA"
DH03099,"BERGI"
MU01403,"BERHAMPORE"
DE03082,"BERHETT"
SIK0009,"BERMIOK"
PUR0077,"BERO"
OTH0564,"BERUBARI (JALPAIGURI)"
TURH0028,"BETASING"
AIZ8301,"BETHLEHEM"
KR00725,"BETHUADAHARY"
8757476518,"BH01786"
MA01011,"BHABA"
BIR0056,"BHABANANDAPUR"
DUM0008,"BHABHUA"
BEG0005,"BHADASH"
GA02304,"BHADASI"
WA01903,"BHADAUNI"
GA02324,"BHADEJA"
BIR0060,"BHADISWAR"
MA01089,"BHADO"
DIB0601,"BHADOI PAANCHALI"
UTT0006,"BHADRAKALI"
BI00089,"BHADRAPUR"
MOG0003,"BHADRESWAR"
DNK0003,"BHADRESWAR"
KO00421,"BHADRESWAR"
PUR0050,"BHADSA MORE"
WES0024,"BHADUTALA"
DH03144,"BHAGA"
PUR0053,"BHAGABANDH"
EA00246,"BHAGABANPUR"
MAL014,"BHAGABANPUR"
DEO0002,"BHAGAIYA"
RDL005,"BHAGALPUR"
EE04DUM01,"BHAGALPUR"
BH01776,"BHAGALPUR"
OTH0361,"BHAGALPUR"
GA02358,"BHAGALPUR ROAD"
WA01895,"BHAGANBIGHA"
MUR0001,"BHAGAWANGOLA"
MUR0010,"BHAGAWANGOLA"
GA02377,"BHAGIRATH BIGAHA"
MU01404,"BHAGIRATHPUR"
DH03149,"BHAGMARA"
SA02800,"BHAGTPUR"
GA02305,"BHAGWANGANJ"
SI02711,"BHAGWANPUR"
SA02857,"BHAGWANPUR"
SI02682,"BHAGWANPUR"
DA02189,"BHAGWANPUR."
BE02589,"BHAGWANPUR.."
DA02010,"BHAGWATIPUR"
PAT0002,"BHAGWATNAGAR"
OTH0071,"BHAIROVI"
OTH0111,"BHAIROVI (MIZORAM)"
TURP0002,"BHAITBARI"
TUR0101,"BHAITBARI"
BE02562,"BHAKRI"
DRP0063,"BHAKTI NAGAR"
DRH0063,"BHAKTI NAGAR"
DA01321,"BHAKTI NAGAR"
DRJ0028,"BHAKTINAGAR"
DRP0157,"BHAKTINAGAR"
NTWB101,"BHAKTINAGAR"
MA01177,"BHAKURIA"
GA02306,"BHALUA"
WA01870,"BHALUAHI"
KR00829,"BHALUKA"
MA00998,"BHALUKA"
MA01012,"BHALUKA BAZAR"
MA01108,"BHALUKA,MASOLDAH BAZAR"
BHA0101,"BHALUKPONG"
OTH0030,"BHALUKPONG"
OTH0519,"BHALUKPONG (AP - BANDERDEWA)"
OTH0104,"BHALUKPONG (AP-NT)"
A109DUM01,"BHALUKPONG (GGU + SCL)"
OTH0723,"BHALUKPONG - AS (TEZPUR)"
DA02058,"BHANDAR CHOWK"
MO00843,"BHANDERHATI"
SILK0008,"BHANGA"
SIL0501,"BHANGA"
GHY0019,"BHANGAGARH"
GUWU0009,"BHANGAGARH"
OTH0112,"BHANGAGARH"
OTH0474,"BHANGAGARH (GUWAHATI URBAN)"
KO00502,"BHANGAR"
KO00501,"BHANGAR"
KO10033,"BHANGORE"
PUR0035,"BHANGRA"
OTH0657,"BHARALUMUKH (GUWAHATI URBAN)"
DAK0010,"BHARANDA"
UDI4801,"BHARAT CHANDRA NAGAR"
BU00166,"BHARATPUR"
ARA0011,"BHARGAMA"
KIS0013,"BHARGAMA"
MA01074,"BHARTITARY"
DA02011,"BHARWARA"
KA00320,"BHASA"
KO20048,"BHASILA"
MO00844,"BHASTARA"
WA01831,"BHAT BIGHA"
WA01914,"BHATAHAR"
BUR0111,"BHATAKUL"
BU00167,"BHATAR"
CO01461,"BHATIBARI"
AL01543,"BHATIBARI-KAMAKHAGURI"
KR00726,"BHATJANLA"
MU01405,"BHATSALA"
WA01819,"BHATTA"
DAN0017,"BHATTANAGAR"
SHA0081,"BHATTANAGAR"
SA02803,"BHATTI CHOWK"
KR00727,"BHATURIA"
MU02201,"BHAVDEPUR"
PUR0016,"BHAWANIPUR"
KA02598,"BHAWANIPUR"
DAN0012,"BHAWANIPUR"
LOWT0009,"BHAWANIPUR"
LBA0601,"BHAWANIPUR"
MA01029,"BHEBA"
KO00617,"BHEBIA"
BU00168,"BHEDIA"
BUR0101,"BHENPUR"
LBA0501,"BHERBHRI"
LOWT0010,"BHERBHRI"
TEZ3801,"BHERGAON"
DA01270,"BHIDHANNAGAR"
DA01641,"BHIKAHAR"
EA00247,"BHIMESWARI"
DH03150,"BHIMKANALI"
SUP0042,"BHIMNAGAR"
SA02290,"BHIMNAGAR"
KR00728,"BHIMPUR"
BIR0076,"BHIMPUR"
SAH0002,"BHIMPUR"
DA02098,"BHITTI"
KO10039,"BHOGILA"
KO00503,"BHOJERHAT"
SIB2601,"BHOJO"
DUM0015,"BHOJPUR"
OTH0268,"BHOKSONG"
NTWB115,"BHOLARDABRI"
SA02825,"BHOOTNTH CHOWK"
SI02683,"BHORE"
JA01602,"BHOTEPATTY"
JAL0023,"BHOTPOTTY"
DH03130,"BHUDA"
TA03367,"BHUIADIH"
DA01326,"BHUKTI"
DH03136,"BHULI"
OTH0767,"BHURGAON (MORIGAON)"
RA02938,"BHURKUNDA"
BNK0014,"BHURKUNDA"
GA02307,"BHUSUNDA"
WA01820,"BHUTAHI"
SA02837,"BHUTAHI"
OTH0002,"BHUTAN"
DRJ0006,"BHUTKI"
MA01087,"BHUTNI"
BNK0010,"BHUTSAHAR"
DA01342,"BHUTTABARI"
KIS0064,"BIBIGANJ"
GA02342,"BIBIPUR"
KA00321,"BIBIRHAT"
NTWB154,"BIDHAN MARKET ROAD"
DA01388,"BIDHANNAGAR"
DA01387,"BIDHANNAGAR"
DRP0129,"BIDHANNAGAR"
DRH0129,"BIDHANNAGAR"
KR00828,"BIDHANNAGAR"
RA00918,"BIDHANNAGAR"
KO00504,"BIDON STREET"
SA02840,"BIDUPUR"
BU00169,"BIDYANAGAR"
EA00248,"BIDYAPITH"
LBO0301,"BIDYAPUR"
LOWO0004,"BIDYAPUR"
WAR0005,"BIHAR SHARIF"
OTH0462,"BIHARA BAZAR (SILCHAR - CACHAR)"
SA02794,"BIHARA ROAD"
SUP0003,"BIHARIGANJ"
SA02251,"BIHARIGANJ"
BE02530,"BIHAT"
OTH0270,"BIHDIYA"
BH01777,"BIHPUR"
NLP1801,"BIHPURIA"
OTH0704,"BIHPURIA (LAKHIMPUR)"
SA02820,"BIHRA ROAD"
PA02715,"BIHTA"
SIB1401,"BIHUBOR"
TEZ2701,"BIHUGURI - TEZ"
NTWB118,"BIJANBARI"
DRJ0029,"BIJANBARI"
DRH0158,"BIJANBARI"
GUWR0008,"BIJAYNAGAR"
GHY1801,"BIJAYNAGAR"
WA01911,"BIJHU BIGHA"
LBO0401,"BIJNI"
LOWO0005,"BIJNI"
NTNE005,"BIJNI"
DRH0013,"BIJONBARI"
DRP0013,"BIJONBARI"
DA01271,"BIJONBARI"
BUR0108,"BIJOYRAM"
RA02934,"BIJUPARA"
BA00009,"BIKNA"
PA02716,"BIKRAM"
BA00010,"BIKRAMPUR"
SA02826,"BIKRAMPUR BANDA"
DE03014,"BILASI TOWN"
LDH0201,"BILASIPARA"
OTH0314,"BILASIPARA"
LOWO0006,"BILASIPARA"
OTH0394,"BILASIPARA (LOWER ASSAM 1)"
UT01707,"BILASPUR"
OTH0234,"BILGAON"
AIZ4301,"BILKHAWTHLIR"
PUR0072,"BILTORA"
UT01708,"BINDOL"
JA01575,"BINNAGURI"
OTH0541,"BINNAGURI (JALPAIGURI)"
SILC0006,"BINNAKANDI"
SIL6401,"BINNAKANDI"
DAK0011,"BINSIRA"
BIR0020,"BINURIA"
BI00090,"BIPRATIKURI"
UT01709,"BIPRIT"
KO00618,"BIRATI"
KO10013,"BIRATI"
KO00576,"BIRATI"
PUR0010,"BIRAULI"
KA02599,"BIRAULI"
NTWB084,"BIRBHUM"
BI00091,"BIRCHANDRAPUR"
MA01253,"BIRNAGAR"
KR00729,"BIRNAGAR"
DH03108,"BIRNI"
KR00730,"BIROHI"
NTWB051,"BIRPARA"
ALI0015,"BIRPARA"
JA01576,"BIRPARA"
KR00731,"BIRPUR"
BE02587,"BIRPUR"
RA02892,"BIRSA CHOWK"
TA03362,"BIRSANAGAR"
SA02760,"BIRWALLI"
BE02556,"BISANPUR"
DA02105,"BISFI"
BUR0123,"BISHAHARIDANGA"
UDI3201,"BISHALGARH"
AGR0015,"BISHALGARH"
OTH0289,"BISHALGARH"
SA02761,"BISHANPUR"
KIS0056,"BISHANPUR"
KO10037,"BISHARPARA"
GA02338,"BISHNUGANJ"
RA02958,"BISHNUGARH"
BA00011,"BISHNUPUR"
GHY7601,"BISHNUPUR"
EA00290,"BISHNUPUR"
BI00154,"BISHNUPUR"
BIR0050,"BISHNUPUR"
MAN4901,"BISHNUPUR"
KR00820,"BISHNUPUR ."
OTH0552,"BISHRAMGANJ (UDAIPUR)"
GA02355,"BISHUNGANJ"
GA02386,"BISHUNGANJ"
GA02450,"BISHUNGANJ ROAD"
GA02431,"BISHUNPUR"
DA02086,"BISHUNPUR LAUKHI"
OTH0099,"BISHWANATH CHARALI (NT)"
OTH0559,"BISHWANATH CHARALI (TEZPUR)"
TIN0004,"BISMILE,CHABUA"
DIB0034,"BISMILE,CHABUA"
TEZ0011,"BISWANATH"
BISW0003,"BISWANATH"
TEZ0401,"BISWANATH"
OTH0147,"BISWANATH CHARALI"
NTNE006,"BISWANATH CHARIALI"
RA02916,"BIT MORE"
BE02531,"BITHAN,HARIPUR,ALOLI"
KO20058,"BITHARI"
KO00505,"BITHARI"
DA02051,"BITHAULI"
GA02424,"BITHO"
UT01710,"BIVORE"
KO00422,"BOALIA"
SHA0022,"BOALIA"
DA01663,"BOARDANGI"
MUZ0004,"BOCHAHA (MFP)"
GA02339,"BODH GAYA"
BUR0160,"BODHPUR"
OTH0178,"BOGIBILL"
OTH0308,"BOGIBILL"
GOL0011,"BOGIJAN"
GOL11,"BOGIJAN"
NLP1901,"BOGINADI"
RA00919,"BOGRA CHATI"
BUR0040,"BOHAR"
DIB2001,"BOIMATHIRAG"
MO00845,"BOINCHEE"
LBO0501,"BOITAMARI"
LOWO0007,"BOITAMARI"
OTH0100,"BOITAMARI (NT)"
SI01553,"BOJHOGARI"
UDI3601,"BOKAFA"
OTH0115,"BOKAJAN"
NGN0003,"BOKAJAN"
NDL005,"BOKAJAN"
KARB0004,"BOKAJAN"
OTH0585,"BOKAJAN (NAGAON)"
OTH0259,"BOKAKHAT"
GOL0701,"BOKAKHAT (BAGORI)"
GOL0801,"BOKAKHAT TOWN"
GOL0901,"BOKAKHAT(DOIGURUNG)"
DH03217,"BOKARO"
MUZ0005,"BOKHRA"
OTH0172,"BOKO"
GHY1101,"BOKO"
NDL006,"BOKO"
GUWR0009,"BOKO"
OTH0733,"BOKO (GUWAHATI RURAL)"
OTH0597,"BOKOLIA (NAGAON)"
DIB0001,"BOKULONI"
SHA0023,"BOKULTOLA"
KO00423,"BOKULTOLA"
MA01166,"BOLATULI"
MA01111,"BOLATULI, MALDA"
LIK0901,"BOLENG"
BU00170,"BOLGONA"
DA01672,"BOLLA"
BI00092,"BOLPUR"
OTH0144,"BOMDILA"
BHA0201,"BOMDILA"
OTH0132,"BOMDILA (AP)"
DE03015,"BOMPASS TOWN"
BUR0004,"BONBIBITALA"
GUWU0010,"BONDA"
GHY2301,"BONDA"
OTH0386,"BONDA (GUWAHATI URBAN)"
KO10035,"BONDEL"
KO160,"BONDEL GATE"
KO10060,"BONDEL GATE"
LBO0601,"BONGAIGAON"
NTNE007,"BONGAIGAON"
LOWO0008,"BONGAIGAON"
OTH0372,"BONGAIGAON (LOWER ASSAM 1)"
NLP0101,"BONGALMARA"
KO00619,"BONGAO"
BU00171,"BONKAPASI"
KO20027,"BONPUR"
MO00846,"BOOINCHEE GRAM"
EA00296,"BOOINCHEE GRAM"
RA02905,"BOOTY MORE"
GUWU0011,"BORAGAON"
GHY5501,"BORAGAON"
MU01406,"BORAKULI"
KAL0011,"BORAL"
TA03392,"BORAM"
DIB2101,"BORBARUA"
DAN0030,"BORDABAR"
WE00964,"BORDACHAUKHAN"
NLP0801,"BORDOLONI"
DHEM0003,"BORDOLONI"
NTWB189,"BORDONG- SIKKIM"
TIN0005,"BORDUBI"
TIN0601,"BORDUBI"
OTH0560,"BORDUMSA - AS (TINSUKIA)"
OTH0202,"BORDUMSHA"
TIN0701,"BORGURI"
TIN0006,"BORGURI"
OTH0231,"BORHAT"
SIB2701,"BORHUT"
TEZ0002,"BORICHOWKA"
TEZ2201,"BORICHOWKA"
OTH0108,"BORJHAR (NT)"
OTH0498,"BORJHAR - KAMRUP (GUWAHATI URBAN)"
GUWR0010,"BORKA"
GHY3601,"BORKA"
SILC0059,"BORKHOLA"
OTH0391,"BORKHOLA - CACHAR (SILCHAR - CACHAR)"
SIL6501,"BORKHOLA 1"
SILC0007,"BORKHOLA 1"
SILC0008,"BORKHOLA 2"
SIL6601,"BORKHOLA 2"
SIL6801,"BORKHOLA 3"
SILC0009,"BORKHOLA 3"
TURP0003,"BORKONA"
TUR0201,"BORKONA"
BU00172,"BORO"
LBO0701,"BORO BAZAR"
LOWO0009,"BORO BAZAR"
OTH0409,"BORO MULKOI (N C HILLS)"
KR00732,"BOROANDULIA"
KR00733,"BOROATAGI"
PUR0056,"BOROGRAM"
GUWR0011,"BOROMBOI"
GHY0601,"BOROMBOI"
GOL0101,"BORPATHAR"
OTH0232,"BORPATHAR"
OTH0760,"BORPATHAR (GOLAGHAT)"
TUR4001,"BORTOLATINALI"
RA02920,"BORYA"
GUWU0012,"BOTHAKHULI"
GHY5301,"BOTHAKHULI"
DA01272,"BOTTLE COLONY"
DA01311,"BOTTLE COMPANY"
DRP0053,"BOTTLE COMPANY"
DAK0004,"BOTUNGRAM"
JA01577,"BOULBARI"
BH01778,"BOUNSI"
UDI0201,"BOXANAGAR"
BNK0008,"BOXI"
NTWB128,"BOXIRHAT"
DN01DUM01,"BOXIRHAT"
KA00322,"BRAHMAPUR"
KO00684,"BRAHMAPUR"
RA02928,"BRAMBE"
OTH0758,"BRHAMPUR (DARANG)"
WA01919,"BRITH"
MA01013,"BS ROAD"
KO10043,"BT ROAD"
BU00173,"BUDBUD"
KA00323,"BUDGE BUDGE"
DE03017,"BUDHAI"
GA02326,"BUDHGERE"
MA01175,"BUDHIA"
BIR0039,"BUDIGRAM"
RA02924,"BUKRU"
MA01014,"BULBULCHANDI"
BU00174,"BULBULITALA"
RA03000,"BUNDU"
TA03355,"BUNDU"
AIZ5701,"BUNGTLANG"
DA01630,"BUNIADPUR"
NTWB073,"BUNIYADPUR"
MA01134,"BURABURITOLA"
DRP0045,"BURDHMAN ROAD"
DA01303,"BURDHMAN ROAD"
BUR0162,"BURDWAN"
NTWB035,"BURDWAN"
BU00175,"BURDWAN (M)"
DS02DUM01,"BURDWAN-1"
UT01743,"BURIDANGI"
KO20018,"BURIRHAT"
RA02931,"BURMU"
RA00920,"BURNPUR"
WA01892,"BUS STAND"
NLP0901,"BUTIKUR"
DUM0016,"BUXAR"
DE03088,"BY PASS"
WA01836,"BY PASS"
BIR0021,"BYPASS"
BI00093,"BYPASS, BOLPUR"
NDL007,"BYRNIHAT"
OTH0264,"BYRNIHAT"
B005DUM01,"BYRNIHAT (SCL)"
OTH0605,"BYRNIHAT (SHILLONG)"
NTNE076,"CACHAR"
AIZ0004,"CAMP"
AIZ6801,"CAMP"
KO10026,"CANAL EAST ROAD"
KO10042,"CANAL WEST ROAD"
MAN0101,"CANCHIPUR"
APT0001,"CANGLANG"
KA00382,"CANNING"
KO00620,"CANNING"
KAL0008,"CANNING"
DA02048,"CENTER CHOWK"
9431450296,"CH02647"
9572007373,"CH02650"
9835376130,"CH02661"
9199857500,"CH02665"
WA01900,"CHABILAPUR"
DIB2201,"CHABUA"
OTH0309,"CHABUA"
OTH0668,"CHABUA (DIBRUGARH)"
TIN0036,"CHABUA - TINSUKIA"
BUR0118,"CHACHAI"
DA02012,"CHACHRAHA"
WA01915,"CHACHU BIGHA"
GA02344,"CHADHA"
SA02852,"CHAHRAKALA"
LA03266,"CHAI, JHAJHA"
TA03377,"CHAIBASA"
TEZ0701,"CHAIDUAR"
BISW0004,"CHAIDUAR"
EA00249,"CHAITANYAPUR"
DA02087,"CHAJNA PHULPHARAS"
WA01855,"CHAJUMOHALLA"
BHL0001,"CHAKAI"
GA02346,"CHAKAND"
DA01631,"CHAKBAHANI"
LBA0701,"CHAKCHAKA"
LOWT0011,"CHAKCHAKA"
NTWB148,"CHAKCHAKA"
KR00734,"CHAKDAH"
DA01378,"CHAKKERMARI"
DRP0120,"CHAKKERMARI"
SA02762,"CHAKMASSI"
SA02786,"CHAKNITWA"
TA03399,"CHAKULIA"
TAT0005,"CHAKULIA"
UT01729,"CHAKULIA"
NTWB097,"CHAKULIA"
UT01736,"CHAKULIA HATIMARA"
SA02763,"CHAKVELLI"
JAL0046,"CHALHATI"
RA02994,"CHALKUSHA"
JA01578,"CHALSA"
KO10007,"CHALTA BERIA"
AIZ1401,"CHALTLANG"
MA01015,"CHAMAGRAM"
NTWB162,"CHAMAGRAM"
GA02392,"CHAMAN BIGHA"
DNK0009,"CHAMPADANGA"
KO00482,"CHAMPADANGA"
BU00176,"CHAMPADANGA"
MO00902,"CHAMPADANGA"
KA00383,"CHAMPAHATI"
KO00621,"CHAMPAHATI"
KAL0005,"CHAMPAHATI"
OTH0064,"CHAMPAI"
BH01779,"CHAMPANAGAR"
DA01273,"CHAMPASARI"
DRP0015,"CHAMPASARI"
DRH0015,"CHAMPASARI"
NTWB022,"CHAMPASARI"
DRJ0007,"CHAMPASARI ANCHAL"
MOG0006,"CHAMPDANI"
AIZ2101,"CHAMPHAI"
OTH0780,"CHAMPHAI (MIZORAM)"
KO00424,"CHAMRAIL"
SHA0024,"CHAMRAIL"
JA01579,"CHAMURCHI"
NTWB065,"CHANCHAL"
MA01016,"CHANCHAL"
MA010161,"CHANCHAL-I"
MA010051,"CHANCHAL-II"
CH02668,"CHANCHURA"
RA00921,"CHANDA"
KRI0013,"CHANDA BAZAR"
TURH0005,"CHANDABOI"
TUR2201,"CHANDABOI"
TUR0301,"CHANDAMARI"
TURH0019,"CHANDAMARI"
BHL0034,"CHANDAN"
WA01852,"CHANDANI CHOWK"
DH03208,"CHANDANKIYARI"
MO00847,"CHANDANNAGAR"
EA00297,"CHANDANNAGAR"
KO00483,"CHANDANNAGAR."
LA03225,"CHANDANPURA"
UT01738,"CHANDARMANI"
DUM0022,"CHANDAULI"
GA02429,"CHANDAUTI MORE"
MAN5001,"CHANDEL"
LA03295,"CHANDERDIP JAMUI"
WA01837,"CHANDI"
TA03393,"CHANDIL"
EA00250,"CHANDIPUR"
DHA0017,"CHANDIPUR"
DNK0015,"CHANDITALA"
DAN0013,"CHANDITALA"
KO00425,"CHANDITOLA"
DNK0004,"CHANDITOLA"
SI01549,"CHANDMARI"
KO00487,"CHANDMARI"
GA02362,"CHANDOUTI MORE"
KO00622,"CHANDPARA"
BI00155,"CHANDPARA"
KO00568,"CHANDPARA"
BIR0035,"CHANDPARA"
MA01128,"CHANDRA PARA BAZAR"
MA01048,"CHANDRA PUR"
BHL0018,"CHANDRADIP JAMUI"
WE00965,"CHANDRAKONA"
WES0002,"CHANDRAKONA TOWN"
OTH0265,"CHANDRAPUR"
GHY2501,"CHANDRAPUR"
BU00177,"CHANDRAPUR"
BI00156,"CHANDRAPUR"
GUWU0013,"CHANDRAPUR"
OTH0530,"CHANDRAPUR - KAMRUP (GUWAHATI URBAN)"
DH03209,"CHANDRAPURA"
SA02283,"CHANDRAYAN"
RA02915,"CHANDWAI"
SA02764,"CHANDWALI"
RA02986,"CHANDWARA"
GUWR0012,"CHANGCHARI"
GHY0005,"CHANGCHARI"
JAL0024,"CHANGMARI"
OTH0227,"CHANGSARI"
NDL008,"CHANGSARI"
A101DUM01,"CHANGSARI (GGU + SCL)"
OTH0406,"CHANGSARI (GUWAHATI RURAL)"
NAG0501,"CHANGTONGIA"
OTH0721,"CHANGTONGIA (NAGALAND)"
RA02933,"CHANHO"
SIL5301,"CHANKHIRA"
SILK0009,"CHANKHIRA"
AIZ0201,"CHANMARI"
BHL0019,"CHANNAN"
BUR0001,"CHAPADANGA"
OTH0742,"CHAPAGURI (LOWER ASSAM 1)"
TIN1901,"CHAPAKHOWA"
KO00623,"CHAPAPUKUR"
LDH0301,"CHAPAR"
LOWO0010,"CHAPAR"
LOWO0011,"CHAPAR, NAGPARA"
LDH0401,"CHAPAR, NAGPARA"
LDH0501,"CHAPAR-PALPARA"
LDH0601,"CHAPAR-SALKOCHA"
LOWO0012,"CHAPAR-SALKOCHA"
OTH0751,"CHAPARMUKH (NAGAON)"
MOG0008,"CHAPARUI"
KO00426,"CHAPMARI"
SHA0025,"CHAPMARI"
KR00735,"CHAPRA"
CH02647,"CHAPRA SADAR"
MA01118,"CHAQNDPUR"
MA01186,"CHAR SUJAPUR"
NGN1501,"CHARAIBAHI"
MOR0001,"CHARAIBAHI - MORIGAON"
OTH0736,"CHARDUAR (TEZPUR)"
RA02961,"CHARHI"
MA01168,"CHARI ANANTO PUR"
UDI3001,"CHARILAM"
JOR1301,"CHARING"
SIB0001,"CHARING"
KIS0014,"CHARIYA HAT"
BUR0045,"CHARMAIL"
PUR0055,"CHARPATYA"
DH03177,"CHAS"
MA01149,"CHAS PARA"
DH03140,"CHASNALA"
RA02935,"CHATARMANDU"
DA01274,"CHATERHAT"
DRP0016,"CHATERHAT"
DRH0016,"CHATERHAT"
DRH0104,"CHATHAT"
DRP0104,"CHATHAT"
DA01362,"CHATHAT"
MA01025,"CHATIAMORE"
TUR0401,"CHATIBHUI"
TURP0004,"CHATIBHUI"
AIZ7801,"CHATLANG"
RA02960,"CHATRA"
BIR0057,"CHATRA"
GA02347,"CHATRA ROAD"
RA02959,"CHATRA TOWN"
DH03116,"CHATROO"
KIS0025,"CHATTARGACHH"
DA01275,"CHATTERHAT"
KO00427,"CHATTERJEEHAT"
SHA0026,"CHATTERJEEHAT"
PUR0048,"CHATUMADAR"
SA02805,"CHAUARI"
OTH0072,"CHAULDHUA GHAT"
DIB0023,"CHAULKHOWA"
DIB23,"CHAULKHOWA"
BHL0013,"Chausa"
BE025321,"CHAUTHAM"
AIZ4001,"CHAWLHHMUN"
OTH0527,"CHAWMANU (DHARMANAGAR)"
AIZ2401,"CHAWNGTE"
JA01601,"CHAYANPARA"
GUWR0013,"CHAYGAON"
GHY1601,"CHAYGAON"
DA01329,"CHEACK NPOST"
DRP0137,"CHECK POST"
DRH0137,"CHECK POST"
DRJ0008,"CHECK POST"
MA01017,"CHECKPOST ITAHAR"
OTH0603,"CHEERAPUNJEE (SHILLONG)"
SA02841,"CHEHARAKALA"
SIL8001,"CHEMELA BAZAR"
LBA0801,"CHENGA"
LOWT0012,"CHENGA"
KO00428,"CHENGAIL"
SHA0027,"CHENGAIL"
NTWB218,"CHENGMARI- SILIGURI"
OTH0091,"CHERAPUNJEE"
BE02560,"CHERIA"
BE02565,"CHERIYABARIYARPUR"
GA02379,"CHERKI"
AIZ8201,"CHHANGURKAWN"
SUP0004,"CHHATAPUR"
SA02252,"CHHATAPUR"
KIS0060,"CHHATARGACHH"
KIS0017,"CHHATERGACHH"
BA00012,"CHHATNA"
OTH0271,"CHHAYGAON"
OTH0453,"CHHAYGAON (GUWAHATI RURAL)"
KR00736,"CHHHATO NALDAHA"
AIZ8701,"CHHIAHTLANG"
AIZ6501,"CHHINGCHHIP"
BU00178,"CHHORA"
GA02309,"CHHOTKI NAWADA"
BU00179,"CHHOTO BOINAN"
TURP0005,"CHIBINANG"
TUR0501,"CHIBINANG"
