Route Code,Route Name
SA02785,"GANGAPUR"
DA01651,"GANGARAMPORE"
DA01636,"GANGARAMPUR"
NTWB072,"GANGARAMPUR"
RDL006,"GANGARAMPUR"
DAK0009,"GANGARAMPUR"
DN06DUM02,"GANGARAMPUR"
KA00333,"GANGASAGAR"
DA02022,"GANGAUR"
KIS0027,"GANGI HAT"
BU00185,"GANGPUR"
LA03301,"GANGTA"
NTWB013,"GANGTOK"
SI01557,"GANGTOK"
OTH0735,"GANGTOK (SIKKIM)"
NTWB125,"GANGTOK,SIKKIM"
NTWB175,"GANGTOK- SIKKIM"
DA02023,"GANGWARA"
DA02024,"GANJ"
SA02838,"GANJ CHOWK"
MU01414,"GANKAR"
GA02422,"GANKPUR"
SAH0001,"GANPATGANJ"
SUP0048,"GANPATGANJ"
BI00097,"GANPUR"
BU00186,"GANTAR"
WE00970,"GARBETA"
LA03223,"GARHI"
LA03302,"GARHI JAMUI"
MAN2701,"GARI"
GOL0015,"GARI GAON"
GOL15,"GARI GAON"
PUR0034,"GARI KHANA"
KA00384,"GARIA"
KO00628,"GARIA"
DRH0117,"GARIDHURA"
DA01375,"GARIDHURA"
DRP0117,"GARIDHURA"
CH02653,"GARKHA"
CH02652,"GARKHA"
TURP0006,"GAROBADHA"
TUR0601,"GAROBADHA"
OTH0489,"GAROBADHA (TURA PLAIN)"
BE02533,"GARPURA"
KO20059,"GARULIYA"
KO00517,"GARULIYA"
JA01588,"GARURBATHAN"
TURH0025,"GASUAPARA"
SA02768,"GAUPUR"
MA01088,"GAUR ROAD"
CH02654,"GAURA"
DA02142,"GAURINATH NAGAR"
OTH0272,"GAURIPUR"
LDH1001,"GAURIPUR"
LOWO0022,"GAURIPUR"
OTH0454,"GAURIPUR (LOWER ASSAM 1)"
SIB0701,"GAURISAGAR"
JOR1501,"GAURISAGAR"
DA02026,"GAUSAGHAT"
GA02391,"GAUSGANJ"
SUP0005,"GAWALPARA"
SA02253,"GAWALPARA"
DH03122,"GAWAN"
MUZ0013,"GAY GHAT (MFP)"
DUM0004,"GAYA"
WA01899,"GAYA ROAD"
MA01027,"GAYESHPUR"
KO20001,"GAYESHPUR"
KO20036,"GAYESHPUR CHECKPOST"
NTWB203,"GAYZING- SIKKIM"
NTWB004,"GAZOL"
NTWB126,"GAZOL, MALDA"
NTWB068,"GAZOLE"
MA01132,"GAZOLE"
NTWB190,"GAZOLE- MALDA"
DIB0033,"GELA-PUKHURI"
TIN0013,"GELA-PUKHURI"
OTH0197,"GELEKY"
SIB0801,"GELEKY"
OTH0562,"GELEKY (SIBSAGAR)"
BA00016,"GELIA"
KAT0002,"GERABARI"
KA02604,"GERABARI"
OTH0051,"GERUKAMUKH"
OTH0050,"GERUKAMUKH (A.P - NT)"
NTWB102,"GEYZING"
GOL14,"GF ROAD"
GOL0014,"GF ROAD"
NDL028,"GGU PLANT"
OTH0300,"GHAGHARAPARA"
OTH0785,"GHAGHARAPARA (LOWER ASSAM 2)"
PUR0038,"GHAGRA"
WES0025,"GHAGRA,GOALTORE"
TA03360,"GHAMARIA"
SUP0006,"GHAMARIYA"
SA02254,"GHAMARIYA"
BUR0120,"GHANASHYAMPUR"
DA02027,"GHANSHYAMPUR"
SIL8101,"GHARMURA"
SILH0003,"GHARMURA"
SILC0014,"GHARMURA"
KO00518,"GHATAKPUKUR"
WE00971,"GHATAL"
TA03385,"GHATSHILA"
TAT0008,"GHATSILA"
DUM0023,"GHAZIPUR"
SUP0041,"GHELARDH"
SA02289,"GHELARDH"
NLP2101,"GHILAMARA"
DHEM0009,"GHILAMARA"
DAR0010,"GHOGARDIHA"
DA02028,"GHOGHARDIHA"
DA01283,"GHOGHOMALI"
OTH0301,"GHOGRAPAR"
CO01484,"GHOKSADANGA"
BU00237,"GHOLA"
KO00519,"GHOLA"
KO10012,"GHOLA"
KR00753,"GHOLA BAZAR"
GA02311,"GHOLA BAZAR"
KR00822,"GHOLA."
DA01284,"GHOOM"
DRH0026,"GHOOM"
DRP0026,"GHOOM"
JAL0043,"GHOOM"
TA03363,"GHORABANDHA"
KA00334,"GHORADAL"
DIB0801,"GHORAMARA"
LA03281,"GHORGHATBARIYARPUR"
ALI0009,"GHORGHORIA"
DE03006,"GHORMARA"
RA02989,"GHORTHAMBHA"
DRP0027,"GHOSHPUKUR"
DA01285,"GHOSHPUKUR"
BUR0071,"GHOSHPUR"
GA02457,"GHOSI"
GA02456,"GHOSI"
GA02375,"GHOSI MORE"
NTWB059,"GHOSKADANGA"
KIS0021,"GHSIKURA"
LA03303,"GHUGHULDIH"
DRP0051,"GHUGHUMALI"
DA01309,"GHUGHUMALI"
DRJ0016,"GHUGOMALI"
DRP0145,"GHUGOMALI"
COO0011,"GHUGURMARI"
KO00629,"GHUNI"
KIS0040,"GHURNA"
SHA0038,"GHUSURI"
KO00440,"GHUSURI"
SI02686,"GHUTHANI"
KI02753,"GHUTHANI"
GA02451,"GHUTTA ROAD"
TEZ3701,"GHY ROAD"
LA03304,"GIDHOUR JAMUI"
LA03261,"GIDHOUR JHAJHA  ROAD JAMUI"
DRJ0017,"GIELLE BHANJAYANG"
LA03305,"GINAHARA JAMUI"
DH03090,"GIRIDIH"
WA01920,"GIRIYAK"
MA01157,"GITA MORE"
COO0019,"GITALDAH"
COO0006,"GITALDAH ROAD"
CO01495,"GITALDHA"
CO01473,"GITALDHA ROAD"
KIS0010,"GITWASH"
ARA0004,"GITWASH"
OTH0022,"GMC 1"
OTH0101,"GMC 1 (NT)"
OTH0063,"GMC 2"
UT01718,"GOAGAON"
DA01660,"GOALKHARI"
NTNE020,"GOALPARA"
UT01719,"GOALPARA"
LGL0401,"GOALPARA"
LA30013,"GOALPARA"
LOWO0023,"GOALPARA"
OTH0500,"GOALPARA (LOWER ASSAM 1)"
UT01730,"GOALPOKHER"
KO10022,"GOALPOTA"
UT017261,"GOALPUKUR-I"
UT017091,"GOALPUKUR-II"
WE00972,"GOALTORE"
DA01286,"GOALTULI"
MU01415,"GOAS"
PUR0076,"GOBAG"
KO20052,"GOBARDANGA"
LBA0901,"GOBARDHANA1"
LOWT0014,"GOBARDHANA1"
LOWT0015,"GOBARDHANA2"
LBA1001,"GOBARDHANA2"
LBA1801,"GOBARDHANA3"
LOWT0016,"GOBARDHANA3"
BA00017,"GOBINDANAGAR"
BIR0023,"GOBINDAPUR"
KRI0004,"GOBINDAPUR"
KO00577,"GOBORDANGA"
KO00630,"GOBORDANGA"
DNK0021,"GOBRA"
DAN0024,"GOBRA"
MA01196,"GOBRAHAT"
KR00754,"GOBRAPOTHA"
KA00335,"GOCHARAN"
TEZ3601,"GODAMGHAT"
DE03078,"GODDA"
DA02122,"GODIYANI"
NLP2101,"GOGAMUKH"
NLP0001,"GOGAMUKH"
OTH0228,"GOGAMUKH"
OTH0652,"GOGAMUKH (LAKHIMPUR)"
DAN0021,"GOGARMORE"
DNK0018,"GOGARMORE"
BUR0166,"GOGHAT"
UTT0004,"GOHARRAH"
TEZ0801,"GOHPUR"
OTH0015,"GOHPUR"
BISW0008,"GOHPUR"
OTH0533,"GOHPUR (TEZPUR)"
TA03380,"GOILKERA"
TA03358,"GOINDPUR"
MU01416,"GOKARNA"
KO20043,"GOKULPUR BAZAR"
RA02937,"GOLA"
SA02769,"GOLA ROAD"
GOL0201,"GOLAGHAT"
NTNE021,"GOLAGHAT"
OTH0455,"GOLAGHAT (GOLAGHAT)"
UDI0301,"GOLAGHATI"
BUR0094,"GOLAHAT"
OTH0125,"GOLAKGANJ"
LOWO0067,"GOLAKGANJ"
OTH0418,"GOLAKGANJ (LOWER ASSAM 1)"
LDH1101,"GOLAKGANJ 1"
LOWO0024,"GOLAKGANJ 1"
LOWO0025,"GOLAKGANJ 2"
LDH1201,"GOLAKGANJ 2"
LDH1301,"GOLAKGANJ 3"
LOWO0026,"GOLAKGANJ 3"
MA01028,"GOLAMORE"
MA01197,"GOLAPGANJ"
WA01912,"GOLDAN CHOK"
KA00336,"GOLF GREEN"
MA01155,"GOLGHAR , MALDA"
TA03366,"GOLMURI"
WES0012,"GOLOGRAM"
BUR0092,"GOLSI"
TUR0701,"GOMAIJHORA"
LBA1101,"GOMAPHULBARI"
LOWT0017,"GOMAPHULBARI"
DH03203,"GOMIA"
DH03162,"GOMOH"
NTNE073,"GOMOTI"
WA01991,"GONAWA"
OTH0285,"GONDACHERA"
OTH0584,"GONDACHERA (DHARMANAGAR)"
WA01921,"GONDAPAR"
BUR0064,"GONESHPUR"
BI00098,"GONPUR"
GA02393,"GONPURA"
BUR0041,"GONTHAR"
MA01139,"GOPAL PUR"
SI02687,"GOPALGANJ"
DUM0011,"GOPALGANJ"
RA00927,"GOPALMATH"
KO00699,"GOPALNAGAR"
KR00755,"GOPALNGAR"
MU01453,"GOPALPUR"
UT01723,"GOPALPUR"
PUR0052,"GOPALPUR"
LA03306,"GOPALPUR  JAMUI"
UT01724,"GOPALPUR KOLLAPARA"
BH01805,"GOPALPUR."
GA02328,"GOPI MORE"
WES0050,"GOPIBALLABPUR"
WE00973,"GOPIBALLAVPUR"
WE00974,"GOPIGANJ"
DE03060,"GOPIKANDAR"
MOG0009,"GOPINATHPUR"
DRP0029,"GORA MORE"
DA01287,"GORA MORE"
DAR0002,"GORABURAM"
BH01784,"GORADIH"
BU00187,"GORAGACHA"
GUWR0017,"GORAIMARI"
OTH0256,"GORAIMARI"
GHY1301,"GORAIMARI"
OTH0422,"GORAIMARI - SONITPUR (TEZPUR)"
DUM0027,"GORAKHPUR"
MUZ0045,"GORAUL"
SA02843,"GORAUL"
WES0027,"GORBETA"
GUWU0018,"GORCHUK"
GHY2001,"GORCHUK"
OTH0411,"GORCHUK (GUWAHATI URBAN)"
OTH0315,"GORESWAR"
GHY3301,"GORESWAR"
GUWR0018,"GORESWAR"
OTH0486,"GORESWAR (GUWAHATI RURAL)"
KA02641,"GORIYAKOTHI"
SI02688,"GORIYAKOTHI"
OTH0610,"GORMUR - MAJULI (JORHAT)"
GHY0016,"GOROIMARI"
JA015881,"GORUBATHAN"
JOR0004,"GORUMARA"
BUR0091,"GOSAIPARA"
KO20010,"GOSAIPUR"
NTWB048,"GOSANIMARI"
MAL017,"GOSAYHAT"
BE02577,"GOSHALA RAOD"
OTH0077,"GOSSAIGAON"
LOWO0027,"GOSSAIGAON"
LBO1001,"GOSSAIGAON"
OTH0540,"GOSSAIGAON (LOWER ASSAM 1)"
LOWO0070,"GOSSAINGAON"
CO01474,"GOSSANI ROAD"
CO01475,"GOSSANIMARI"
COO0003,"GOSSANIMARI ROAD"
BUR0067,"GOTHAN"
RA00928,"GOUBAZAR"
BE02534,"GOUCHARI"
MA01198,"GOUR ROAD"
WE00975,"GOURA"
RNJ0002,"GOURANDI"
BUR0070,"GOURHATI"
BUR0028,"GOURIBATI"
DHA0016,"GOURNAGAR"
DHA0901,"GOURNAGAR"
BE02535,"GOUSHALA ROAD"
WA01922,"GOVINDPUR"
DH03220,"GOVINDPUR"
KR00756,"GOYESPUR"
DA02055,"GRAM SEEMA NH-57"
BU00188,"GT ROAD & LOCAL"
SA02814,"GUDHARGHAT"
TUR0801,"GUDIBELA"
TURP0007,"GUDIBELA"
TIN0014,"GUIJAAN"
DIB0035,"GUIJAAN"
DIB0030,"GUIJAN,TINSUKIA"
TIN0015,"GUIJAN,TINSUKIA"
DIB30,"GUIJAN,TINSUKIA"
PUR0007,"GULAB BAGH"
KA02605,"GULAB BAGH"
GA02459,"GULAB GANJ"
DA02029,"GULLUWARA"
WA01923,"GULNI"
KO00631,"GUMA"
EA00301,"GUMA"
TUR3101,"GUMAIJHORA"
TURP0008,"GUMAIJHORA"
RDL011,"GUNJARIA"
UT01725,"GUNJORIA"
MO00853,"GUPTIPARA"
EA00302,"GURAP"
MO00854,"GURAP"
GA02460,"GURARU"
GA02461,"GURPA"
KO10064,"GUSHIGHATA"
BU00189,"GUSKARA"
NTNE083,"GUWAHATI"
OTH0080,"GUWAHATI CITY (GMC NH) NT"
OTH0093,"GUWAHATI CITY (GMC NH) NT, PASCHIM BORAGAON"
OTH0421,"GUWAHATI HIGHCOURT (GUWAHATI URBAN)"
OTH0340,"GUWAHATI RURAL"
OTH0341,"GUWAHATI URBAN"
GHY8101,"GUWAHTI OFFICE"
GUWU0019,"GUWAHTI OFFICE"
OTH0003,"GUWAHTI OFFICE"
GA02364,"GWALBIGHA"
SIK0001,"GYALSING"
DUM0045,"GYANPUR"
LA03307,"H. KHARAGPUR"
MA01199,"H.C.PUR"
MA01079,"H.CPUR STATION ROAD"
DIB4601,"H.S.ROAD"
APT0701,"HAAIYLUNG"
KR00757,"HABBIBPUR"
MA01122,"HABIB PUR"
DA02030,"HABIBHAUR"
MA01084,"HABIBPUR"
KO00632,"HABRA"
DE03021,"HADHADIA POOL"
NGN2901,"HAFLONG"
OTH0181,"HAFLONG"
NCHI0001,"HAFLONG"
OTH0492,"HAFLONG (N C HILLS)"
OTH0321,"HAIBORGAON"
NGN2101,"HAIBORGAON"
DA01288,"HAIDERPARA"
DRP0030,"HAIDERPARA"
NDL013,"HAILAKANDI"
SILH0016,"HAILAKANDI"
NTNE022,"HAILAKANDI"
OTH0369,"HAILAKANDI (SILCHAR - HAILAKANDI)"
SILH0004,"HAILAKANDI 1"
SILC0015,"HAILAKANDI 1"
SIL4201,"HAILAKANDI 1"
SIL4501,"HAILAKANDI 2"
SILH0005,"HAILAKANDI 2"
SILH0006,"HAILAKANDI 3"
SIL4601,"HAILAKANDI 3"
SIL4701,"HAILAKANDI 4"
SILH0007,"HAILAKANDI 4"
SA028441,"HAJIPUR"
SA02844,"HAJIPUR"
GUWR0019,"HAJO"
GHY0101,"HAJO"
OTH0282,"HAJO"
OTH0332,"HAJO CHOWK"
OTH0651,"HAJO CHOWK (GUWAHATI RURAL)"
OTH0572,"HAKCHANG (NAGALAND)"
KI02741,"HALDI KHODA"
EA00256,"HALDIA"
NTWB037,"HALDIA"
EA00257,"HALDIA"
JA01589,"HALDIBARI"
CO01512,"HALDIBARI"
NTWB009,"HALDIBARI"
OTH0565,"HALDIBARI (COOCHBEHAR)"
DRH0169,"HALDIBARI - DARJEELING"
DRJ0038,"HALDIBARI - DARJEELING"
DRP0169,"HALDIBARI - DARJEELING"
JA01590,"HALDIBARI ROAD"
NTWB089,"HALDIBARI, COOCHBEHAR"
NTWB186,"HALDIBARI- COOCHBEHAR"
NTWB205,"HALDIBARI- JALPAIGURI"
KRI0008,"HALENCHA"
OTH0025,"HALFLONG"
KO20053,"HALISAHAR"
KO00520,"HALISAHAR"
TURP0009,"HALLIDAGANJ"
TUR3201,"HALLIDAGANJ"
LA03308,"HALSHI"
SIB0901,"HALUATING"
JOR1601,"HALUATING"
OTH0058,"HALUATING"
KO20061,"HAMADAMA BAZAR"
KO00521,"HAMADAMA BAZAR"
GOL13,"HAMDOIPATHAR"
GOL0013,"HAMDOIPATHAR"
ALI0010,"HAMILTANGANJ"
OTH0184,"HAMREN"
OTH0761,"HAMREN (NAGAON)"
DA01654,"HAMZAPUR"
DE03048,"HANJIL ROAD"
EA00258,"HANSCHORA"
DE03065,"HANSDIHA"
KR00758,"HANSHADANGA"
KR00759,"HANSKHALI"
KR00760,"HANSPUKUR MORE"
DRP0031,"HANSQUA"
DA01289,"HANSQUA"
BUR0062,"HANUA"
GA02398,"HANUMAN NAGAR RAJA BAJAR"
TIN1001,"HAPJAN"
UTT0007,"HAPTIAGACHH"
MO00855,"HARAL"
NCHI0002,"HARANGAJAO"
OTH0180,"HARANGAJAO"
NGN3601,"HARANGAJAO"
PUR0019,"HARDA"
WA01990,"HARDA"
KA02606,"HARDA"
OTH0029,"HARENGAJAO"
OTH0713,"HARENGAJAO (N C HILLS)"
BIR0059,"HARIDASPUR"
KA00337,"HARIDEBPUR"
MU01417,"HARIHARPARA"
DH03148,"HARINA"
KO00633,"HARINGHATA"
KR00824,"HARINGHATA"
KO00578,"HARINGHATA."
DAN0005,"HARINKHOLA"
MO00856,"HARIPAL"
DA02094,"HARIPUR"
BE02581,"HARIPUR,ALOLI"
DA02090,"HARIRAHA LAUKHI"
DA01637,"HARIRAMPUR"
UT01769,"HARIRAMPUR"
MA011351,"HARISCHANDRAPUR-I"
MAL0201,"HARISCHANDRAPUR-II"
MA012452,"HARISCHANDRAPUR-II"
NTWB019,"HARISHCHANDRAPUR"
MA01200,"HARISHCHANDRAPUR"
NTWB123,"HARISHCHANDRAPUR, MALDA"
DAR0003,"HARISINGHA"
MO00857,"HARIT"
DE03049,"HARKIPUR MODE"
DA02031,"HARLAKHI"
NLP2201,"HARMOTI"
RA02865,"HARMU ROAD"
OTH0183,"HARMUTI"
OTH0525,"HARMUTY (LAKHIMPUR)"
BHL0020,"HARNAHA"
LA03309,"HARNAHA CHOWK JAMUI"
LA03263,"HARNARAYANPUR"
WA01924,"HARNAUT"
KO00634,"HAROA"
KO10014,"HAROA"
KO00579,"HAROA"
KO00522,"HAROA ROAD"
KO00691,"HAROA ROAD"
SA02770,"HARPUR"
BUR0056,"HARUYA"
MAL012,"HARZARA"
BIR0054,"HASANMORE"
SAM0008,"HASANPUR"
LA03278,"HASANPUR KATARIA"
BE02569,"HASANPUR ROAD"
SI02689,"HASANPURA"
KO00441,"HASHKHALI"
SHA0039,"HASHKHALI"
KR00761,"HASHPUKUR"
NTWB017,"HASIMARA"
JA01591,"HASIMARA"
OTH0737,"HASIMARA (ALIPURDUAR)"
NTWB198,"HASIMARA- ALIPURDUAR"
KO00635,"HASNABAD"
KO00580,"HASNABAD"
MO00858,"HASNAN"
TA03376,"HATA"
BNK0005,"HATAGRAM"
BUR0135,"HATGOBINDAPUR"
SI02690,"HATHUA"
SA02789,"HATHWARIKOTHI"
GA02462,"HATI MOD"
RA02894,"HATIA"
DA01290,"HATIADANGA"
GOL18,"HATIAKHOWA"
DIB4201,"HATIALI"
TIN0037,"HATIALI - TINSUKIA"
KO10003,"HATIARA"
LOWO0028,"HATIDURA"
LBO1101,"HATIDURA"
GHY3901,"HATIGAON"
GUWU0020,"HATIGAON"
OTH0554,"HATIGAON - KAMRUP (GUWAHATI URBAN)"
UT01721,"HATIMARA"
LBO1201,"HATIMUTRA"
KO00523,"HATISALA"
WA01834,"HATIYA CHOK"
UT01739,"HATKALIAGANJ"
GA02452,"HATLIYAR, MOHANPUR"
BI00099,"HATSARANDI"
LA30010,"HATSINGIMARI"
OTH0294,"HATSINGIMARI"
LOWO0075,"HATSINGIMARI"
OTH0612,"HATSINGIMARI - AS (LOWER ASSAM 1)"
OTH0775,"HATSINGIMARI - MEG (TURA PLAIN)"
MAN2801,"HATTA"
MAN2901,"HATTA BAZAR"
BUR0109,"HATUDEWAN"
AIZ5801,"HAULAWNG"
TUR2401,"HAWA KHANA"
TURH0008,"HAWA KHANA"
OTH0499,"HAWAJAN (TEZPUR)"
SA02771,"HAWASPUR"
DAR0004,"HAYGHAT"
BI00100,"HAZARATPUR"
RA02997,"HAZARIBAGH"
RA02972,"HAZARIBAGH"
RA02968,"HAZARIBAGH TOWN"
DAN0022,"HAZRA MORE"
DNK0019,"HAZRA MORE"
RA02869,"HB ROAD"
DA02138,"HEAD POST OFFICE CHOWK"
SIK0002,"HEE GAON"
OTH0021,"HELAM"
BUR0054,"HELAN"
JAL0026,"HELAPAKHRI"
KO00636,"HELENCHA"
BUR0140,"HEMATPUR"
JOR1701,"HEMLAI"
UT01740,"HEMTABAD"
GHY5001,"HENGRABARI"
GUWU0021,"HENGRABARI"
EA00259,"HERIA"
RA02992,"HERODIH"
PUR0061,"HESLA"
NTWB159,"HILI"
DA01638,"HILI"
NTWB156,"HILL CART ROAD, SILIGURI"
WA01982,"HILSA"
PA02722,"HILSA"
KIS0048,"HIMMATNAGAR"
LA03279,"HINDWARE"
KO00637,"HINGALGUNJ"
KO00581,"HINGALGUNJ"
RA02898,"HINOO"
DH03160,"HIRAKROAD"
DH03154,"HIRAKROAD,BASANTBIHAR"
DE03069,"HIRANPUR"
DH03129,"HIRAPUR"
BA00018,"HIRBANDH"
WA01925,"HISUA"
WA01865,"HISUA ROAD"
BI00101,"HIYATNAGAR"
OTH0408,"HLIAPPUI (MIZORAM)"
AIZ2601,"HNAHTHIAL"
RA02919,"HOCHER"
OTH0127,"HOJAI"
NDL029,"HOJAI"
NGN0301,"HOJAI"
HOJA0003,"HOJAI"
OTH0476,"HOJAI (NAGAON)"
OTH0086,"HOJAI (NT)"
NGN0006,"HOJAI OFFICE"
OTH0701,"HOLLONGI (AP - BANDERDEWA)"
OTH0249,"HOLONGI"
TUR2501,"HOLY CROSS HOSPITAL"
TURH0009,"HOLY CROSS HOSPITAL"
MO00859,"HOOGHLY"
BIR0071,"HOSENPUR"
KR00762,"HOSSENPUR"
KA00338,"HOTUGUNGE"
OTH0176,"HOWLY"
LOWT0018,"HOWLY"
LBA1201,"HOWLY"
OTH0260,"HOWRA GHAT"
OTH0521,"HOWRA GHAT (NAGAON)"
HOJA0013,"HOWRAGHAT"
NGN0401,"HOWRAGHAT"
NTWB038,"HOWRAH"
SHA0040,"HOWRAH"
KO00442,"HOWRAH"
KO10049,"HOWRAH"
MO00860,"HOYERA"
KO20062,"HRIDAYPUR"
KO10046,"HRIDAYPUR"
KO00582,"HRIDOYPUR"
KO00638,"HRIDOYPUR"
UDI1901,"HRISHYAMUKH"
GA02463,"HULASGANJ"
TA03365,"HULDUM"
WES0019,"HUMHGHAR"
RA02967,"HUNTERGANJ"
RA02963,"HUNTERGANJ"
AIZ0007,"HUNTHAR"
AIZ0011,"HUNTHAR"
SI02691,"HUSSAINGANJ"
RA00929,"HUTTAN ROAD"
PUR0045,"ICHAG"
RA02981,"ICHAK"
KO20046,"ICHAPORE"
KO00639,"ICHAPUR"
KO00583,"ICHAPUR"
KO20038,"ICHAPUR CHOWMATHA"
RA00930,"ICHHAPUR"
BIR0066,"ILLAMBAJAR"
BI00102,"ILLAMBAZAR"
WA01822,"IMADPUR"
GA02464,"IMAMGANJ"
NTNE023,"IMPHAL"
NDL014,"IMPHAL"
MAN0301,"IMPHAL (BAZAR)"
C001DUM01,"IMPHAL (GGU + SCL)"
OTH0365,"IMPHAL (MANIPUR)"
MAN0401,"IMPHAL (OUTER)"
MAN0501,"IMPHAL EAST"
NTNE024,"IMPHAL WEST"
PUR0063,"IMUNDIH"
MO00861,"INCHURA"
SI01552,"INDIRA BYPASS"
BA00019,"INDPUR"
WA01860,"INDRA CHOWK"
GA02415,"INDRPUR"
BU00233,"INDUS"
BA00020,"INDUS"
TIN0016,"IOC"
DIB0037,"IOC"
RA02914,"IRBA"
OTH0325,"IRONGMARA"
OTH0757,"IRONGMARA (SILCHAR - CACHAR)"
DRP0033,"ISCON ROAD"
DA01291,"ISCON ROAD"
DH03102,"ISHRI"
DH03103,"ISHRI/DUMRI"
CH02655,"ISHUPUR"
UT01741,"ISLAMPUR"
WA01980,"ISLAMPUR"
MAL007,"ISLAMPUR"
MU01454,"ISLAMPUR"
NTBH007,"ISLAMPUR"
NTWB039,"ISLAMPUR"
GA02516,"ISLAMPUR."
RNJ0004,"ISMILE"
KO20023,"ISWARIGACHA"
EA00260,"ITABERIA"
MO00862,"ITACHUNA"
BI00103,"ITAGARIA"
UT01742,"ITAHAR"
NTWB070,"ITAHAR"
KO10029,"ITALGACHA"
BAN0201,"ITANAGAR"
NTNE070,"ITANAGAR"
OTH0576,"ITANAGAR(AP) (AP - BANDERDEWA)"
BUR0146,"ITHA"
BUR0114,"ITHER MORE"
AIZ6101,"ITI"
KO20012,"ITINDAGHAT"
RA02979,"ITKHORI"
RA02883,"ITKI ROAD"
GA02320,"ITWAN"
BUR0149,"JABAGRAM"
KO00640,"JADAVPUR"
KA00385,"JADAVPUR"
TUR4201,"JADI"
TURH0010,"JADI"
MA01201,"JADU PUR"
TA03388,"JADUGODA"
KO20029,"JADURATI"
MU01418,"JAFARGANJ"
GA02514,"JAFARGANJ"
BA00021,"JAGADALLA"
KO00524,"JAGADDAL"
KO20057,"JAGADDAL"
KO00443,"JAGADISHPUR"
SHA0041,"JAGADISHPUR"
WA01884,"JAGAI"
DA01292,"JAGANNATHPUR"
LOWT0019,"JAGARA"
LNA0601,"JAGARA"
TA03381,"JAGARNATHPUR"
DAN0032,"JAGATBALLAVPUR"
SHA0088,"JAGATBALLAVPUR"
KO00525,"JAGATPUR"
PAT0005,"JAGDEO PATH"
KO00444,"JAGDISHPUR"
BH01804,"JAGDISHPUR"
BUR0032,"JAGGRAM"
OTH0210,"JAGI ROAD"
OTH0383,"JAGI ROAD (MORIGAON)"
GHY0017,"JAGIROAD"
NGN1601,"JAGIROAD"
MOR0009,"JAGIROAD"
GA02315,"JAGJIVAN COLLAGE"
TAT0004,"JAGNATHPUR"
UTT0011,"JAGTAGAON"
KR00827,"JAGULI"
KO00641,"JAGULI"
MO00863,"JAGULIA"
OTH0226,"JAGUN"
TIN2001,"JAGUN"
TIN0017,"JAGUN"
WES0007,"JAHALDA"
BUR0121,"JAHANAGAR"
JAL0058,"JAIGAON"
PUR0014,"JAIL CHOWK"
KA02607,"JAIL CHOWK"
WA01926,"JAIL ROAD"
DH03191,"JAINA MORE"
RA02993,"JAINAGAR"
DH03189,"JAINAMORE"
OTH0356,"JAINTIA HILLS"
DIB0901,"JAIPUR"
OTH0457,"JAIPUR (DIBRUGARH)"
OTH0694,"JAIRAMPUR (AP - TINSUKIA)"
SIB2001,"JAISAGAR"
TA03382,"JAITGHAR"
SIB0002,"JAJI"
SIL4001,"JAJI"
BIR0049,"JAJIGRAM"
NGN2201,"JAKHLABANDHA"
LNA0701,"JALAH"
LOWT0020,"JALAH"
MA01202,"JALAL PUR"
PUR0028,"JALALGADH"
KA02608,"JALALGADH"
SILC0016,"JALALPUR"
SIL0011,"JALALPUR"
MA01056,"JALALPUR"
MU01419,"JALANGI"
MU01420,"JALANGI JORTALA"
CH02656,"JALAPUR"
DA02032,"JALE"
LOWO0029,"JALESWAR"
LGL0501,"JALESWAR"
LA30007,"JALESWAR"
DRP0035,"JALPAI MORE"
DA01293,"JALPAI MORE"
JA01617,"JALPAIGURI"
RDL019,"JALPAIGURI"
OTH0354,"JALPAIGURI"
NTWB025,"JALPAIGURI"
CO01513,"JALPAIGURI ONE"
JA01592,"JALPAIGURI ONE"
JA01593,"JALPAIGURI TOWN"
JA01594,"JALPAIGURI TWO"
NTWB207,"JALPAIGURI- JALPAIGURI"
BU00190,"JALUIDANGA"
OTH0010,"JALUK BARI"
OTH0437,"JALUK BARI (GUWAHATI URBAN)"
GUWU0022,"JALUKBARI"
GHY5701,"JALUKBARI"
OTH0575,"JALUKIE (NAGALAND)"
NAG0006,"JALUKIE TOWN"
DH03138,"JAMADOBA"
NTWB083,"JAMALDAHA"
CO01476,"JAMALDHA"
ALI0021,"JAMALDHA-ALIPURDUAR"
LA03349,"JAMALPUR"
BHL0021,"JAMALPUR"
BU00191,"JAMALPUR"
BE02585,"JAMALPUR."
PUR0041,"JAMBADH"
KA00339,"JAMES LONG SARANI"
GA02448,"JAMHETA"
DIB0012,"JAMIRAH"
OTH0198,"JAMIRAH"
DIB12,"JAMIRAH"
MOG0013,"JAMNA"
UDI3101,"JAMPUIJALA"
AGR0018,"JAMPUIJALA"
TA03396,"JAMSHEDPUR"
KO00686,"JAMTALA"
KA00340,"JAMTALA"
DH03213,"JAMTARA"
DH03119,"JAMUA"
GA02350,"JAMUAWAN"
OTH0060,"JAMUGURI"
OTH0662,"JAMUGURI - SONITPUR (TEZPUR)"
DUM0009,"JAMUI"
LA03310,"JAMUI"
BHL0022,"JAMUI"
LA03311,"JAMUI MORE"
LA03312,"JAMUI ROAD,LAKHI"
NGN0501,"JAMUNAMUKH"
HOJA0007,"JAMUNAMUKH"
RA00931,"JAMURIA"
WES0003,"JANABAR"
