Customer Code,Customer Name,April,April Achv.,April prev year,April prev year Achv.,May,May Achv.,May prev year,May prev year Achv.,June,June Achv.,June prev year.,June prev year Achv.,July,July Achv.,July prev year,July prev year Achv.,August,August Achv.,August prev year,August prev year Achv.,September,September Achv.,September prev year,September prev year Achv.,October,October Achv.,October prev year,October prev year Achv.,November,November Achv.,November prev year,November prev year Achv.,December,December Achv.,December prev year,December prev year Achv.,January,January Achv.,January  prev year,January prev year Achv.,February,February Achv.,February  prev year,February  prev year Achv.,March,March Achv.,March prev year,March prev year Achv.
SDRE07665,SHREE RAM BUILDER (RSDS1195),0,325.9,0,0,0,375.75,0,0,0,255.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02441,PUJA HARDWARE(RSDP419),0,30,0,0,0,25,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06053,SHANTIMAYI HARDWARE (RSDS308),0,65,0,0,0,74,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02517,SAHA HARDWARE (MATHABHANGA)(RSDS741),0,30,0,0,0,31,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02627,TITALI HARDWARDS (RSDT315),0,55,0,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02399,NISHANT HARDWARE(RSDN279),0,24,0,0,0,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07700,SAHIDUL HARDWARE (RSDS1225),0,14,0,0,0,22,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE08037,TAKLING HARDWARE (RSDT1464),0,14.9,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE05235,DINESH PRASAD TRADERS(RSRD045),0,50,0,0,0,40,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE03801,MAA DURGA ENTERPRISE (RSDM250),0,75,0,0,0,50,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBD097,DREAM HOUSE ENTERPRISE,0,0,75,43,0,0,70,45,0,0,45,31,0,0,30,7,0,0,55,25,0,0,35,35,0,0,45,21,0,0,40,10,0,0,20,20,0,0,20,15,0,0,60,55,0,0,60,70
WBM319,MONDAL TRADERS,0,0,80,0,0,0,80,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,320,0
WBE026,ESHAN TRADERS,0,0,60,35,0,0,60,0,0,0,60,12,0,0,30,15,0,0,50,10,0,0,40,20,0,0,40,20,0,0,35,0,0,0,20,0,0,0,25,0,0,0,80,0,0,0,90,0
BHP049,PANKAJ KUMAR CHAUDHARI,0,0,25,35,0,0,30,0,0,0,25,10,0,0,25,5,0,0,50,0,0,0,15,0,0,0,0,0,0,0,25,10,0,0,25,5,0,0,25,0,0,0,20,10,0,0,50,10
WBA160,ABDUL CONSTRUCTION,0,0,25,85,0,0,50,64,0,0,40,60,0,0,50,65,0,0,50,65,0,0,40,52,0,0,50,48,0,0,50,39,0,0,50,50,0,0,50,70,0,0,50,146.5,0,0,70,152.5
WBA159,AJ ASHRAFI TRADERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKH002,HEENA ENTERPRISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHA100,AJAY TRADERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHK064,KARUNA ENTERPRISES,0,0,25,0,0,0,30,0,0,0,0,25,0,0,25,25,0,0,50,25,0,0,25,0,0,0,30,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,50,0
SKI001,IRA ENTERPRISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,0,0,25,24,0,0,25,17,0,0,25,18.5,0,0,25,25.25,0,0,30,11,0,0,25,8.25,0,0,25,14.5,0,0,25,4.5
SDRE03817,PAUL ENTERPRISE (COOCHBIHAR) (RSDP241),0,50,0,0,0,74,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06558,SAHIDUL HOQUE BYAPARI(RSDS585),0,45,0,0,0,25.5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07782,NUR HARDWARE - JHARSALBARI (RSDN1314),0,18,0,0,0,19,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06927,KAMAL HARDWARE SHOP(RSDK794),0,27.05,0,0,0,21,0,0,0,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02360,MOHAN HARDWARE (RSDM1437),0,51,0,0,0,56.25,0,0,0,40.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE05431,MAA LAXMI HARDWARES (RSDM334),0,5,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02630,TUFANGANJ HARDWARE(RSDT168),0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06423,PAUL HARDWARE (TUFANGANJ)(RSDP528),0,20,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHO010,OM SHIV MAHAKALI LAXMI TRADERS,0,0,50,30,0,0,50,25,0,0,50,30,0,0,50,0,0,0,100,25,0,0,50,25,0,0,100,0,0,0,150,25,0,0,150,0,0,0,100,0,0,0,150,0,0,0,250,0
NEO045,OSMAN HARDWARE,0,0,110,185,0,0,90,70,0,0,25,100,0,0,110,185,0,0,110,300,0,0,100,105,0,0,150,265,0,0,130,175,0,0,175,460,0,0,270,455,0,0,235,740,0,0,230,510
NES754,SETHIA ENTERPRISES,0,0,50,25,0,0,50,0,0,0,50,20,0,0,20,20,0,0,20,20,0,0,20,0,0,0,20,0,0,0,20,20,0,0,20,20,0,0,20,0,0,0,20,0,0,0,20,20
NEC141,CHOUDHURY ENTERPRISE,0,0,33,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02211,JYOTI CYCLE AND HARDWARE(RSDJ082),0,22,0,0,0,32,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07679,TARAFDAR HARDWARE (RSDT1204),0,17,0,0,0,13,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHG050,GANPATI TRADERS - BUDHMA,0,0,50,30,0,0,50,25,0,0,25,30,0,0,50,50,0,0,50,30,0,0,50,25,0,0,50,25,0,0,25,50,0,0,50,55,0,0,50,15,0,0,25,25,0,0,25,25
NEM453,MOMTAZ HARDWARE,0,0,100,125,0,0,100,100,0,0,100,100,0,0,100,75,0,0,100,50,0,0,100,100,0,0,175,75,0,0,100,100,0,0,100,100,0,0,100,125,0,0,150,100,0,0,150,150
NED253,DEKA ENTERPRISE (BOKO),0,0,50,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NES755,SRINATH ENTERPRISE,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NES752,SEDES ENTERPRISE,0,0,115,180,0,0,0,206,0,0,125,154,0,0,180,259,0,0,150,263,0,0,270,180,0,0,270,194,0,0,270,284,0,0,305,98,0,0,250,281,0,0,300,204,0,0,360,308
NEO044,OM SAI HARDWARE,0,0,70,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEJ193,J.K. HARDWARE STORE,0,0,105,35,0,0,105,0,0,0,35,0,0,0,35,0,0,0,35,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEK223,KOLKATA IRON AND STEEL,0,0,155,0,0,0,110,53,0,0,50,0,0,0,115,0,0,0,200,0,0,0,0,0,0,0,74.75,0,0,0,0,35,0,0,110,0,0,0,60,35,0,0,264,70,0,0,115.75,0
NES757,SHREE KANHAIYA HARDWARE STORE,0,0,30,13,0,0,20,11.5,0,0,40,10,0,0,20,0,0,0,20,0,0,0,0,0,0,0,40,10,0,0,20,3,0,0,30,10,0,0,30,3,0,0,20,3,0,0,0,0
WBB164,BASUNDHARA CONSTRUCTION,0,0,0,0,0,0,0,36,0,0,50,60,0,0,50,54,0,0,50,30,0,0,50,24,0,0,60,46,0,0,60,60,0,0,60,66,0,0,70,70,0,0,100,10,0,0,100,92
NET208,THUANS HARDWARE,0,0,0,0,0,0,60,152,0,0,100,95,0,0,160,225.5,0,0,260,242,0,0,150,213,0,0,206.5,212,0,0,200,310.5,0,0,160,162.5,0,0,160,209,0,0,192,163.5,0,0,211.5,183.5
BHS264,SARASWATI TRADERS,0,0,45,90,0,0,50,60,0,0,50,55,0,0,50,51,0,0,50,0,0,0,50,50,0,0,50,0,0,0,50,0,0,0,150,0,0,0,50,0,0,0,150,0,0,0,250,0
NEA494,A R ENTERPRISE,0,0,0,0,0,0,500,52,0,0,66,72,0,0,67.2,80,0,0,100,60,0,0,80,60,0,0,86,53,0,0,110,20,0,0,110,13,0,0,50,26,0,0,80,33,0,0,80,40
NEP310,POHOR ENTERPRISE,0,0,0,0,0,0,0,25,0,0,25,0,0,0,25,25,0,0,25,0,0,0,25,25,0,0,25,0,0,0,25,65,0,0,30,25,0,0,25,25,0,0,25,50,0,0,35,25
NEA495,AR ES HARDWARE STORE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,50,118.5,0,0,50,0,0,0,50,77,0,0,50,26.5,0,0,50,106,0,0,100,53,0,0,100,134,0,0,100,51
SDRE08039,ROY ENTERPRISE - TARBANDA (RSDR1467),0,200,0,0,0,200,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07914,R.K TRADERS & SUPPLIERS (RSRR0254),0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06867,ROUTH HARDWARE(RSDR679),0,51,0,0,0,41,0,0,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02030,A.S.ENTERPRISE(RSDA133),0,25,0,0,0,33,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06474,FALAK TRADERS(RSRF070),0,12.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE03030,Z & S ENTERPRISES (RSRZ0139),0,50,0,0,0,50,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE05581,DADA BHAI HARDWARE (RSDD296),0,20,0,0,0,10,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07019,MAHAMAYA HARDWARE (RSDM979),0,247.5,0,0,0,164,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06509,DE HARDWARE(RSDD558),0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02515,SAHA BUILDERS (RSDS206),0,50,0,0,0,40,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02949,ALFALAH TRADERS (RSRA0159),0,90,0,0,0,70,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06248,HAQUE STORES (RSDH448),0,70,0,0,0,40,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06899,REZIA ENTERPRISE(RSDR687),0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02412,PANDU HARDWARE (RSDP442),0,7.5,0,0,0,42.75,0,0,0,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06855,SITUMA ENTERPRISE(RSDS667),0,55,0,0,0,103.5,0,0,0,125.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSRE04380,MALLICK HARDWARE(RSDM748),0,12,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE03918,MITRA HARDWARE(RSDM127),0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSRE18328,BANI BUILDERS (RSDB903),0,130,0,0,0,113,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEI052,INDIAN TRADING,0,0,27.5,47,0,0,30,20,0,0,30,21.5,0,0,22,0,0,0,0,82,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06464,MINANGSI HARDWARE (RSDM996),0,376.5,0,0,0,245.15,0,0,0,343.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02432,CHARUBALA HARDWARE (RSDC354),0,79,0,0,0,81,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07641,AMARENDRA NATH ADHIKARY (RSDA1178),0,31,0,0,0,48,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07759,HEMAL BARMAN (RSDH1299),0,36,0,0,0,44,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07644,HARKANTA BARMAN (RSDH1182),0,48,0,0,0,60,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE03899,MAA DURGA TRADERS(RSDM530),0,32,0,0,0,25,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07711,SURAJ TRADERS (RSRS0181),0,290,0,0,0,260,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06005,A ONE TRADERS (RSRA0163),0,45,0,0,0,60,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06113,BABU HARDWARE(RSRB041),0,168,0,0,0,103,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE03865,GOYAL HARDWARE(RSDG073),0,18.25,0,0,0,37.75,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S341,SARADA HARDWARE (RSDS1072),0,12,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE05850,PRADEEP HARDWARE(RSRP030),0,72,0,0,0,73,0,0,0,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06344,G.M.K.HARDWARE (RSDG472),0,196,0,0,0,231.5,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06067,MAA KALI HARDWARE (COOCHBIHAR)(RSDM356),0,45,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07447,DRISTI HARDWARE (RSDD1022),0,46,0,0,0,74,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE08114,SAYANTI ENTERPRISE (RSDS1481),0,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02407,OM PRAKASH GUPTA (RSDO417),0,12,0,0,0,48,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE05575,BENGAL HARDWARE (RSDB1090),0,12,0,0,0,36,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSRE17729,MD MERAJ ALAM (RSRM0158),0,35,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02671,SUDHAN BHOWMIK (RSDS223),0,62,0,0,0,66,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07590,M A TRADERS (RSRM0172),0,10,0,0,0,45,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHM158,MAA LAXMI ENTERPRISES,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER335,ROTHIN BARMAN,0,0,110,170,0,0,120,75,0,0,85,75,0,0,85,105,0,0,110,25,0,0,60,25,0,0,115,85,0,0,85,25,0,0,35,0,0,0,85,25,0,0,110,60,0,0,76,0
NEB378,BALAJI TRADERS,0,0,50,30,0,0,40,47,0,0,30,36,0,0,40,75,0,0,40,32.5,0,0,50,29.5,0,0,35,22.5,0,0,30,26.5,0,0,60,36.5,0,0,50,25,0,0,40,40,0,0,40,52.5
NEO043,OM HARDWARE,0,0,25,0,0,0,25,25,0,0,25,0,0,0,25,25,0,0,25,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,25,32.5,0,0,25,7.5,0,0,25,39,0,0,25,12
NEE064,EKBAL HARDWARE,0,0,55,100,0,0,100,50,0,0,44,27.5,0,0,30,76,0,0,22,90.5,0,0,27.5,12.5,0,0,55,0,0,0,94.25,0,0,0,100,0,0,0,115.5,0,0,0,75,0,0,0,0,0
NES760,SANGAM ENTERPRISE,0,0,70,60,0,0,50,81.5,0,0,300,104,0,0,100,75,0,0,100,55,0,0,80,42.5,0,0,60,67.5,0,0,80,100,0,0,100,135,0,0,120,130,0,0,120,170,0,0,200,153.5
NEA469,ABRAR STEEL,0,0,33,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,100,50,0,0,100,5
NEA470,ANGELAS ENTERPRISE,0,0,20,4,0,0,20,8.25,0,0,20,0.25,0,0,30,6.5,0,0,15,4,0,0,20,0,0,0,30,0,0,0,10,0,0,0,12,0,0,0,0,2,0,0,10,0,0,0,10,4
NEW015,WOODLAND CONSTRUCTION,0,0,20,29,0,0,100,42.25,0,0,30,49.5,0,0,30,21.5,0,0,20,15.5,0,0,30,38.25,0,0,50,43.5,0,0,30,40.5,0,0,30,31.5,0,0,40,15.25,0,0,50,27,0,0,30,22.5
NEP296,PAONA ENTERPRISES,0,0,100,50,0,0,110,55,0,0,50,0,0,0,115,92,0,0,160,0,0,0,150,28,0,0,63,123,0,0,200,73,0,0,105,114,0,0,110,0,0,0,90,54,0,0,75.75,51
NEJ192,JOY MAA HARDWARE AND SANITARY,0,0,80,250,0,0,400,400,0,0,400,310,0,0,350,565,0,0,400,290,0,0,270,155,0,0,450,405.5,0,0,480,283.5,0,0,560,430,0,0,600,500,0,0,600,475,0,0,800,548.85
NER334,RS HARDWARE & SUPPLIER,0,0,50,60.5,0,0,45,50,0,0,50,95,0,0,50,65,0,0,70,100,0,0,80,25,0,0,75,80,0,0,80,85,0,0,75,85,0,0,90,75,0,0,100,105,0,0,130,145
NES756,SARSWATI ENTERPRISES,0,0,230,238.5,0,0,150,216,0,0,300,224.5,0,0,270,187.25,0,0,250,118,0,0,200,133.5,0,0,120,125.5,0,0,200,319,0,0,360,271,0,0,500,331.5,0,0,470,517.5,0,0,800,538
SDRE07837,NIRMALA ENTERPRISE (RSDN1375),0,47,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02028,PAUL ENTERPRISE(RSDP161),0,22,0,0,0,24,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02281,MA KALI STORES(RSDM026),0,61,0,0,0,53,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02403,NURJAMAL MIYA (RSDN220),0,86,0,0,0,82,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE07300,TOUSHIF HARDWARE (RSRT0126),0,16,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE02081,JAGANNATH HARDWARE (RSDJ203),0,85,0,0,0,57,0,0,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE04391,GITANJALI HARDWARE AND FURNITURE(RSDG055),0,80,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06549,PAUL CONCRETE INDUSTRIES(RSDP572),0,25,0,0,0,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE01990,ABUL KASHEM MIYA (RSDA452),0,274,0,0,0,167,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDRE06866,RAHAMAN ENTERPRISE(RSDR678),0,25,0,0,0,35,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
