Group name,Branch Code,Brand,Acedns
,UP10,DELTA,yes
,UP10,ULTRATECH SUPER,yes
,UP10,MCCL,yes
,UP10,AMBUJA,yes
,UP10,STAR CEMENT PPC,yes
,UP10,RJ CEMENT,yes
,UP10,JAINTIA CEMENT,yes
,UP10,SURYA GOLD,yes
,UP10,STAR CEMENT OPC 43,yes
,UP10,SURAKSHA,yes
,UP10,CCI,yes
,UP10,AMRIT,yes
,UP10,STAR CEMENT PSC(ADSTAR),no
,UP10,RHINO,yes
,UP10,STRONG BOND,yes
,UP10,MAX,yes
,UP10,TOPCEM SDC,yes
,UP10,CROWN,yes
,UP10,ACC HPC,yes
,UP10,AMBUJA PLUS,yes
,UP10,ACC,no
,UP10,BLACK TIGER,yes
,UP10,ULTRATECH,yes
,UP10,BIRLA GOLD,no
,UP10,RAMCO,yes
,UP10,DRAGON,yes
,UP10,ULTRATECH PREMIUM,yes
,UP10,HOLCEM,yes
,UP10,SHREE,yes
,UP10,JSW,yes
,UP10,VIRGO,yes
,UP10,BIRLA SAMRAT,no
,UP10,7RING,yes
,UP10,BANGUR,yes
,UP10,DALMIA DSP,yes
,UP10,BEST,yes
,UP10,NUVOCO DOUBLE BULL,yes
,UP10,PREMIUM,yes
,UP10,ACC F2R,yes
,UP10,NUVOCO DURAGUARD,yes
,UP10,TAJ,yes
,UP10,KONARK DALMIA,no
,UP10,TIGER,yes
,UP11,SURAKSHA,yes
,UP11,CCI,yes
,UP11,AMRIT,yes
,UP11,STAR CEMENT PSC(ADSTAR),no
,UP11,RHINO,yes
,UP11,STRONG BOND,yes
,UP11,MAX,yes
,UP11,TOPCEM SDC,yes
,UP11,CROWN,yes
,UP11,ACC HPC,yes
,UP11,AMBUJA PLUS,yes
,UP11,ACC,no
,UP11,BLACK TIGER,yes
,UP11,ULTRATECH,yes
,UP11,BIRLA GOLD,no
,UP11,RAMCO,yes
,UP11,DRAGON,yes
,UP11,ULTRATECH PREMIUM,yes
,UP11,HOLCEM,yes
,UP11,SHREE,yes
,UP11,JSW,yes
,UP11,VIRGO,yes
,UP11,BIRLA SAMRAT,no
,UP11,7RING,yes
,UP11,BANGUR,yes
,UP11,DALMIA DSP,yes
,UP11,BEST,yes
,UP11,NUVOCO DOUBLE BULL,yes
,UP11,PREMIUM,yes
,UP11,ACC F2R,yes
,UP11,NUVOCO DURAGUARD,yes
,UP11,TAJ,yes
,UP11,KONARK DALMIA,no
,UP11,TIGER,yes
,UP11,DALMIA,yes
,UP11,STAR CEMENT PPC(ADSTAR),yes
,UP11,ATIBAL,yes
,UP11,NUVOCO CONCRETO,yes
,UP11,VALLEY STRONG,yes
,UP11,TOPCEM,yes
,UP11,STAR CEMENT ANTIRUST,yes
,UP11,DELTA,yes
,UP11,ULTRATECH SUPER,yes
,UP11,MCCL,yes
,UP11,AMBUJA,yes
,UP11,STAR CEMENT PPC,yes
,UP11,RJ CEMENT,yes
,UP11,JAINTIA CEMENT,yes
,UP11,SURYA GOLD,yes
,UP11,STAR CEMENT OPC 43,yes
,UP12,BIRLA GOLD,no
,UP12,RAMCO,yes
,UP12,ULTRATECH PREMIUM,yes
,UP12,DRAGON,yes
,UP12,HOLCEM,yes
,UP12,SHREE,yes
,UP12,JSW,yes
,UP12,BIRLA SAMRAT,no
,UP12,VIRGO,yes
,UP12,7RING,yes
,UP12,BANGUR,yes
,UP12,DALMIA DSP,yes
,UP12,NUVOCO DOUBLE BULL,yes
,UP12,BEST,yes
,UP12,PREMIUM,yes
,UP12,ACC F2R,yes
,UP12,NUVOCO DURAGUARD,yes
,UP12,KONARK DALMIA,no
,UP12,TAJ,yes
,UP12,TIGER,yes
,UP12,DALMIA,yes
,UP12,STAR CEMENT PPC(ADSTAR),yes
,UP12,NUVOCO CONCRETO,yes
,UP12,ATIBAL,yes
,UP12,VALLEY STRONG,yes
,UP12,TOPCEM,yes
,UP12,STAR CEMENT ANTIRUST,yes
,UP12,ULTRATECH SUPER,yes
,UP12,DELTA,yes
,UP12,MCCL,yes
,UP12,STAR CEMENT PPC,yes
,UP12,AMBUJA,yes
,UP12,RJ CEMENT,yes
,UP12,JAINTIA CEMENT,yes
,UP12,STAR CEMENT OPC 43,yes
,UP12,SURYA GOLD,yes
,UP12,SURAKSHA,yes
,UP12,CCI,yes
,UP12,STAR CEMENT PSC(ADSTAR),no
,UP12,AMRIT,yes
,UP12,RHINO,yes
,UP12,STRONG BOND,yes
,UP12,TOPCEM SDC,yes
,UP12,MAX,yes
,UP12,CROWN,yes
,UP12,ACC HPC,yes
,UP12,AMBUJA PLUS,yes
,UP12,BLACK TIGER,yes
,UP12,ACC,no
,UP12,ULTRATECH,yes
,UP13,TAJ,yes
,UP13,KONARK DALMIA,no
,UP13,TIGER,yes
,UP13,DALMIA,yes
,UP13,STAR CEMENT PPC(ADSTAR),yes
,UP13,ATIBAL,yes
,UP13,NUVOCO CONCRETO,yes
,UP13,VALLEY STRONG,yes
,UP13,TOPCEM,yes
,UP13,STAR CEMENT ANTIRUST,yes
,UP13,DELTA,yes
,UP13,ULTRATECH SUPER,yes
,UP13,MCCL,yes
,UP13,AMBUJA,yes
,UP13,STAR CEMENT PPC,yes
,UP13,RJ CEMENT,yes
,UP13,JAINTIA CEMENT,yes
,UP13,SURYA GOLD,yes
,UP13,STAR CEMENT OPC 43,yes
,UP13,SURAKSHA,yes
,UP13,CCI,yes
,UP13,AMRIT,yes
,UP13,STAR CEMENT PSC(ADSTAR),no
,UP13,RHINO,yes
,UP13,STRONG BOND,yes
,UP13,MAX,yes
,UP13,TOPCEM SDC,yes
,UP13,CROWN,yes
,UP13,ACC HPC,yes
,UP13,AMBUJA PLUS,yes
,UP13,ACC,no
,UP13,BLACK TIGER,yes
,UP13,ULTRATECH,yes
,UP13,BIRLA GOLD,no
,UP13,RAMCO,yes
,UP13,DRAGON,yes
,UP13,ULTRATECH PREMIUM,yes
,UP13,HOLCEM,yes
,UP13,SHREE,yes
,UP13,JSW,yes
,UP13,VIRGO,yes
,UP13,BIRLA SAMRAT,no
,UP13,7RING,yes
,UP13,BANGUR,yes
,UP13,DALMIA DSP,yes
,UP13,BEST,yes
,UP13,NUVOCO DOUBLE BULL,yes
,UP13,PREMIUM,yes
,UP13,ACC F2R,yes
,UP13,NUVOCO DURAGUARD,yes
,UP14,JAINTIA CEMENT,yes
,UP14,SURYA GOLD,yes
,UP14,STAR CEMENT OPC 43,yes
,UP14,SURAKSHA,yes
,UP14,CCI,yes
,UP14,AMRIT,yes
,UP14,STAR CEMENT PSC(ADSTAR),no
,UP14,RHINO,yes
,UP14,STRONG BOND,yes
,UP14,MAX,yes
,UP14,TOPCEM SDC,yes
,UP14,CROWN,yes
,UP14,ACC HPC,yes
,UP14,AMBUJA PLUS,yes
,UP14,ACC,no
,UP14,BLACK TIGER,yes
,UP14,ULTRATECH,yes
,UP14,BIRLA GOLD,no
,UP14,RAMCO,yes
,UP14,DRAGON,yes
,UP14,ULTRATECH PREMIUM,yes
,UP14,HOLCEM,yes
,UP14,SHREE,yes
,UP14,JSW,yes
,UP14,VIRGO,yes
,UP14,BIRLA SAMRAT,no
,UP14,7RING,yes
,UP14,BANGUR,yes
,UP14,DALMIA DSP,yes
,UP14,BEST,yes
,UP14,NUVOCO DOUBLE BULL,yes
,UP14,PREMIUM,yes
,UP14,ACC F2R,yes
,UP14,NUVOCO DURAGUARD,yes
,UP14,TAJ,yes
,UP14,KONARK DALMIA,no
,UP14,TIGER,yes
,UP14,DALMIA,yes
,UP14,STAR CEMENT PPC(ADSTAR),yes
,UP14,ATIBAL,yes
,UP14,NUVOCO CONCRETO,yes
,UP14,VALLEY STRONG,yes
,UP14,TOPCEM,yes
,UP14,STAR CEMENT ANTIRUST,yes
,UP14,DELTA,yes
,UP14,ULTRATECH SUPER,yes
,UP14,MCCL,yes
,UP14,AMBUJA,yes
,UP14,STAR CEMENT PPC,yes
,UP14,RJ CEMENT,yes
,UP15,ACC,no
,UP15,BLACK TIGER,yes
,UP15,ULTRATECH,yes
,UP15,BIRLA GOLD,no
,UP15,RAMCO,yes
,UP15,DRAGON,yes
,UP15,ULTRATECH PREMIUM,yes
,UP15,HOLCEM,yes
,UP15,SHREE,yes
,UP15,JSW,yes
,UP15,VIRGO,yes
,UP15,BIRLA SAMRAT,no
,UP15,7RING,yes
,UP15,BANGUR,yes
,UP15,DALMIA DSP,yes
,UP15,BEST,yes
,UP15,NUVOCO DOUBLE BULL,yes
,UP15,PREMIUM,yes
,UP15,ACC F2R,yes
,UP15,NUVOCO DURAGUARD,yes
,UP15,TAJ,yes
,UP15,KONARK DALMIA,no
,UP15,TIGER,yes
,UP15,DALMIA,yes
,UP15,STAR CEMENT PPC(ADSTAR),yes
,UP15,ATIBAL,yes
,UP15,NUVOCO CONCRETO,yes
,UP15,VALLEY STRONG,yes
,UP15,TOPCEM,yes
,UP15,STAR CEMENT ANTIRUST,yes
,UP15,DELTA,yes
,UP15,ULTRATECH SUPER,yes
,UP15,MCCL,yes
,UP15,AMBUJA,yes
,UP15,STAR CEMENT PPC,yes
,UP15,RJ CEMENT,yes
,UP15,JAINTIA CEMENT,yes
,UP15,SURYA GOLD,yes
,UP15,STAR CEMENT OPC 43,yes
,UP15,SURAKSHA,yes
,UP15,CCI,yes
,UP15,AMRIT,yes
,UP15,STAR CEMENT PSC(ADSTAR),no
,UP15,RHINO,yes
,UP15,STRONG BOND,yes
,UP15,MAX,yes
,UP15,TOPCEM SDC,yes
,UP15,CROWN,yes
,UP15,ACC HPC,yes
,UP15,AMBUJA PLUS,yes
,UP16,PREMIUM,yes
,UP16,ACC F2R,yes
,UP16,NUVOCO DURAGUARD,yes
,UP16,TAJ,yes
,UP16,KONARK DALMIA,no
,UP16,TIGER,yes
,UP16,DALMIA,yes
,UP16,STAR CEMENT PPC(ADSTAR),yes
,UP16,ATIBAL,yes
,UP16,NUVOCO CONCRETO,yes
,UP16,VALLEY STRONG,yes
,UP16,TOPCEM,yes
,UP16,STAR CEMENT ANTIRUST,yes
,UP16,DELTA,yes
,UP16,ULTRATECH SUPER,yes
,UP16,MCCL,yes
,UP16,AMBUJA,yes
,UP16,STAR CEMENT PPC,yes
,UP16,RJ CEMENT,yes
,UP16,JAINTIA CEMENT,yes
,UP16,SURYA GOLD,yes
,UP16,STAR CEMENT OPC 43,yes
,UP16,SURAKSHA,yes
,UP16,CCI,yes
,UP16,AMRIT,yes
,UP16,STAR CEMENT PSC(ADSTAR),no
,UP16,RHINO,yes
,UP16,STRONG BOND,yes
,UP16,MAX,yes
,UP16,TOPCEM SDC,yes
,UP16,CROWN,yes
,UP16,ACC HPC,yes
,UP16,AMBUJA PLUS,yes
,UP16,ACC,no
,UP16,BLACK TIGER,yes
,UP16,ULTRATECH,yes
,UP16,BIRLA GOLD,no
,UP16,RAMCO,yes
,UP16,DRAGON,yes
,UP16,ULTRATECH PREMIUM,yes
,UP16,HOLCEM,yes
,UP16,SHREE,yes
,UP16,JSW,yes
,UP16,VIRGO,yes
,UP16,BIRLA SAMRAT,no
,UP16,7RING,yes
,UP16,BANGUR,yes
,UP16,DALMIA DSP,yes
,UP16,BEST,yes
,UP16,NUVOCO DOUBLE BULL,yes
,UP17,STAR CEMENT PPC(ADSTAR),yes
,UP17,AMBUJA,yes
,UP17,ATIBAL,yes
,UP17,NUVOCO CONCRETO,yes
,UP17,VALLEY STRONG,yes
,UP17,STAR CEMENT ANTIRUST,yes
,UP17,SURYA GOLD,yes
,UP17,DELTA,yes
,UP17,ULTRATECH SUPER,yes
,UP17,MCCL,yes
,UP17,STAR CEMENT PPC,yes
,UP17,AMRIT,yes
,UP17,RJ CEMENT,yes
,UP17,JAINTIA CEMENT,yes
,UP17,STAR CEMENT OPC 43,yes
,UP17,MAX,yes
,UP17,SURAKSHA,yes
,UP17,CCI,yes
,UP17,ACC HPC,yes
,UP17,STAR CEMENT PSC(ADSTAR),no
,UP17,RHINO,yes
,UP17,STRONG BOND,yes
,UP17,BIRLA GOLD,no
,UP17,TOPCEM SDC,yes
,UP17,CROWN,yes
,UP17,AMBUJA PLUS,yes
,UP17,SHREE,yes
,UP17,ACC,no
,UP17,BLACK TIGER,yes
,UP17,ULTRATECH,yes
,UP17,RAMCO,yes
,UP17,BANGUR,yes
,UP17,DRAGON,yes
,UP17,ULTRATECH PREMIUM,yes
,UP17,HOLCEM,yes
,UP17,JSW,yes
,UP17,ACC F2R,yes
,UP17,VIRGO,yes
,UP17,BIRLA SAMRAT,no
,UP17,7RING,yes
,UP17,DALMIA DSP,yes
,UP17,DALMIA,yes
,UP17,BEST,yes
,UP17,NUVOCO DOUBLE BULL,yes
,UP17,PREMIUM,yes
,UP17,NUVOCO DURAGUARD,yes
,UP17,TOPCEM,yes
,UP17,TAJ,yes
,UP17,KONARK DALMIA,no
,UP17,TIGER,yes
,UP18,SURAKSHA,yes
,UP18,CCI,yes
,UP18,AMRIT,yes
,UP18,STAR CEMENT PSC(ADSTAR),no
,UP18,RHINO,yes
,UP18,STRONG BOND,yes
,UP18,MAX,yes
,UP18,TOPCEM SDC,yes
,UP18,CROWN,yes
,UP18,ACC HPC,yes
,UP18,AMBUJA PLUS,yes
,UP18,ACC,no
,UP18,BLACK TIGER,yes
,UP18,ULTRATECH,yes
,UP18,BIRLA GOLD,no
,UP18,RAMCO,yes
,UP18,DRAGON,yes
,UP18,ULTRATECH PREMIUM,yes
,UP18,HOLCEM,yes
,UP18,SHREE,yes
,UP18,JSW,yes
,UP18,VIRGO,yes
,UP18,BIRLA SAMRAT,no
,UP18,7RING,yes
,UP18,BANGUR,yes
,UP18,DALMIA DSP,yes
,UP18,BEST,yes
,UP18,NUVOCO DOUBLE BULL,yes
,UP18,PREMIUM,yes
,UP18,ACC F2R,yes
,UP18,NUVOCO DURAGUARD,yes
,UP18,TAJ,yes
,UP18,KONARK DALMIA,no
,UP18,TIGER,yes
,UP18,DALMIA,yes
,UP18,STAR CEMENT PPC(ADSTAR),yes
,UP18,ATIBAL,yes
,UP18,NUVOCO CONCRETO,yes
,UP18,VALLEY STRONG,yes
,UP18,TOPCEM,yes
,UP18,STAR CEMENT ANTIRUST,yes
,UP18,DELTA,yes
,UP18,ULTRATECH SUPER,yes
,UP18,MCCL,yes
,UP18,AMBUJA,yes
,UP18,STAR CEMENT PPC,yes
,UP18,RJ CEMENT,yes
,UP18,JAINTIA CEMENT,yes
,UP18,SURYA GOLD,yes
,UP18,STAR CEMENT OPC 43,yes
,UP19,RAMCO,yes
,UP19,BIRLA GOLD,no
,UP19,DRAGON,yes
,UP19,ULTRATECH PREMIUM,yes
,UP19,HOLCEM,yes
,UP19,JSW,yes
,UP19,SHREE,yes
,UP19,VIRGO,yes
,UP19,BIRLA SAMRAT,no
,UP19,7RING,yes
,UP19,DALMIA DSP,yes
,UP19,BANGUR,yes
,UP19,BEST,yes
,UP19,NUVOCO DOUBLE BULL,yes
,UP19,PREMIUM,yes
,UP19,NUVOCO DURAGUARD,yes
,UP19,ACC F2R,yes
,UP19,TAJ,yes
,UP19,KONARK DALMIA,no
,UP19,TIGER,yes
,UP19,STAR CEMENT PPC(ADSTAR),yes
,UP19,DALMIA,yes
,UP19,ATIBAL,yes
,UP19,NUVOCO CONCRETO,yes
,UP19,VALLEY STRONG,yes
,UP19,STAR CEMENT ANTIRUST,yes
,UP19,TOPCEM,yes
,UP19,DELTA,yes
,UP19,ULTRATECH SUPER,yes
,UP19,MCCL,yes
,UP19,STAR CEMENT PPC,yes
,UP19,AMBUJA,yes
,UP19,RJ CEMENT,yes
,UP19,JAINTIA CEMENT,yes
,UP19,STAR CEMENT OPC 43,yes
,UP19,SURYA GOLD,yes
,UP19,SURAKSHA,yes
,UP19,CCI,yes
,UP19,AMRIT,yes
,UP19,STAR CEMENT PSC(ADSTAR),no
,UP19,RHINO,yes
,UP19,STRONG BOND,yes
,UP19,MAX,yes
,UP19,TOPCEM SDC,yes
,UP19,CROWN,yes
,UP19,AMBUJA PLUS,yes
,UP19,ACC HPC,yes
,UP19,ACC,no
,UP19,BLACK TIGER,yes
,UP19,ULTRATECH,yes
,UP20,TAJ,yes
,UP20,KONARK DALMIA,no
,UP20,TIGER,yes
,UP20,DALMIA,yes
,UP20,STAR CEMENT PPC(ADSTAR),yes
,UP20,ATIBAL,yes
,UP20,NUVOCO CONCRETO,yes
,UP20,VALLEY STRONG,yes
,UP20,TOPCEM,yes
,UP20,STAR CEMENT ANTIRUST,yes
,UP20,DELTA,yes
,UP20,ULTRATECH SUPER,yes
,UP20,MCCL,yes
,UP20,AMBUJA,yes
,UP20,STAR CEMENT PPC,yes
,UP20,RJ CEMENT,yes
,UP20,JAINTIA CEMENT,yes
,UP20,SURYA GOLD,yes
,UP20,STAR CEMENT OPC 43,yes
,UP20,SURAKSHA,yes
,UP20,CCI,yes
,UP20,AMRIT,yes
,UP20,STAR CEMENT PSC(ADSTAR),no
,UP20,RHINO,yes
,UP20,STRONG BOND,yes
,UP20,MAX,yes
,UP20,TOPCEM SDC,yes
,UP20,CROWN,yes
,UP20,ACC HPC,yes
,UP20,AMBUJA PLUS,yes
,UP20,ACC,no
,UP20,BLACK TIGER,yes
,UP20,ULTRATECH,yes
,UP20,BIRLA GOLD,no
,UP20,RAMCO,yes
,UP20,DRAGON,yes
,UP20,ULTRATECH PREMIUM,yes
,UP20,HOLCEM,yes
,UP20,SHREE,yes
,UP20,JSW,yes
,UP20,VIRGO,yes
,UP20,BIRLA SAMRAT,no
,UP20,7RING,yes
,UP20,BANGUR,yes
,UP20,DALMIA DSP,yes
,UP20,BEST,yes
,UP20,NUVOCO DOUBLE BULL,yes
,UP20,PREMIUM,yes
,UP20,ACC F2R,yes
,UP20,NUVOCO DURAGUARD,yes
,UP21,JAINTIA CEMENT,yes
,UP21,SURYA GOLD,yes
,UP21,STAR CEMENT OPC 43,yes
,UP21,SURAKSHA,yes
,UP21,CCI,yes
,UP21,AMRIT,yes
,UP21,STAR CEMENT PSC(ADSTAR),no
,UP21,RHINO,yes
,UP21,STRONG BOND,yes
,UP21,MAX,yes
,UP21,TOPCEM SDC,yes
,UP21,CROWN,yes
,UP21,ACC HPC,yes
,UP21,AMBUJA PLUS,yes
,UP21,ACC,no
,UP21,BLACK TIGER,yes
,UP21,ULTRATECH,yes
,UP21,BIRLA GOLD,no
,UP21,RAMCO,yes
,UP21,DRAGON,yes
,UP21,ULTRATECH PREMIUM,yes
,UP21,HOLCEM,yes
,UP21,SHREE,yes
,UP21,JSW,yes
,UP21,VIRGO,yes
,UP21,BIRLA SAMRAT,no
,UP21,7RING,yes
,UP21,BANGUR,yes
,UP21,DALMIA DSP,yes
,UP21,BEST,yes
,UP21,NUVOCO DOUBLE BULL,yes
,UP21,PREMIUM,yes
,UP21,ACC F2R,yes
,UP21,NUVOCO DURAGUARD,yes
,UP21,TAJ,yes
,UP21,KONARK DALMIA,no
,UP21,TIGER,yes
,UP21,DALMIA,yes
,UP21,STAR CEMENT PPC(ADSTAR),yes
,UP21,ATIBAL,yes
,UP21,NUVOCO CONCRETO,yes
,UP21,VALLEY STRONG,yes
,UP21,TOPCEM,yes
,UP21,STAR CEMENT ANTIRUST,yes
,UP21,DELTA,yes
,UP21,ULTRATECH SUPER,yes
,UP21,MCCL,yes
,UP21,AMBUJA,yes
,UP21,STAR CEMENT PPC,yes
,UP21,RJ CEMENT,yes
,UP22,ACC,no
,UP22,BLACK TIGER,yes
,UP22,ULTRATECH,yes
,UP22,BIRLA GOLD,no
,UP22,RAMCO,yes
,UP22,DRAGON,yes
,UP22,ULTRATECH PREMIUM,yes
,UP22,HOLCEM,yes
,UP22,SHREE,yes
,UP22,JSW,yes
,UP22,VIRGO,yes
,UP22,BIRLA SAMRAT,no
,UP22,7RING,yes
,UP22,BANGUR,yes
,UP22,DALMIA DSP,yes
,UP22,BEST,yes
,UP22,NUVOCO DOUBLE BULL,yes
,UP22,PREMIUM,yes
,UP22,ACC F2R,yes
,UP22,NUVOCO DURAGUARD,yes
,UP22,TAJ,yes
,UP22,KONARK DALMIA,no
,UP22,TIGER,yes
,UP22,DALMIA,yes
,UP22,STAR CEMENT PPC(ADSTAR),yes
,UP22,ATIBAL,yes
,UP22,NUVOCO CONCRETO,yes
,UP22,VALLEY STRONG,yes
,UP22,TOPCEM,yes
,UP22,STAR CEMENT ANTIRUST,yes
,UP22,DELTA,yes
,UP22,ULTRATECH SUPER,yes
,UP22,MCCL,yes
,UP22,AMBUJA,yes
,UP22,STAR CEMENT PPC,yes
,UP22,RJ CEMENT,yes
,UP22,JAINTIA CEMENT,yes
,UP22,SURYA GOLD,yes
,UP22,STAR CEMENT OPC 43,yes
,UP22,SURAKSHA,yes
,UP22,CCI,yes
,UP22,AMRIT,yes
,UP22,STAR CEMENT PSC(ADSTAR),no
,UP22,RHINO,yes
,UP22,STRONG BOND,yes
,UP22,MAX,yes
,UP22,TOPCEM SDC,yes
,UP22,CROWN,yes
,UP22,ACC HPC,yes
,UP22,AMBUJA PLUS,yes
,UP23,PREMIUM,yes
,UP23,ACC F2R,yes
,UP23,NUVOCO DURAGUARD,yes
,UP23,KONARK DALMIA,no
,UP23,TAJ,yes
,UP23,TIGER,yes
,UP23,DALMIA,yes
,UP23,STAR CEMENT PPC(ADSTAR),yes
,UP23,NUVOCO CONCRETO,yes
,UP23,ATIBAL,yes
,UP23,VALLEY STRONG,yes
,UP23,TOPCEM,yes
,UP23,STAR CEMENT ANTIRUST,yes
,UP23,ULTRATECH SUPER,yes
,UP23,DELTA,yes
,UP23,MCCL,yes
,UP23,AMBUJA,yes
,UP23,STAR CEMENT PPC,yes
,UP23,RJ CEMENT,yes
,UP23,JAINTIA CEMENT,yes
,UP23,SURYA GOLD,yes
,UP23,STAR CEMENT OPC 43,yes
,UP23,SURAKSHA,yes
,UP23,CCI,yes
,UP23,AMRIT,yes
,UP23,STAR CEMENT PSC(ADSTAR),no
,UP23,RHINO,yes
,UP23,STRONG BOND,yes
,UP23,MAX,yes
,UP23,TOPCEM SDC,yes
,UP23,CROWN,yes
,UP23,ACC HPC,yes
,UP23,AMBUJA PLUS,yes
,UP23,BLACK TIGER,yes
,UP23,ACC,no
,UP23,ULTRATECH,yes
,UP23,BIRLA GOLD,no
,UP23,RAMCO,yes
,UP23,ULTRATECH PREMIUM,yes
,UP23,DRAGON,yes
,UP23,HOLCEM,yes
,UP23,SHREE,yes
,UP23,JSW,yes
,UP23,BIRLA SAMRAT,no
,UP23,VIRGO,yes
,UP23,7RING,yes
,UP23,BANGUR,yes
,UP23,DALMIA DSP,yes
,UP23,NUVOCO DOUBLE BULL,yes
,UP23,BEST,yes
,UP24,AMBUJA,yes
,UP24,STAR CEMENT PPC,yes
,UP24,RJ CEMENT,yes
,UP24,JAINTIA CEMENT,yes
,UP24,SURYA GOLD,yes
,UP24,STAR CEMENT OPC 43,yes
,UP24,SURAKSHA,yes
,UP24,CCI,yes
,UP24,AMRIT,yes
,UP24,STAR CEMENT PSC(ADSTAR),no
,UP24,RHINO,yes
,UP24,STRONG BOND,yes
,UP24,MAX,yes
,UP24,TOPCEM SDC,yes
,UP24,CROWN,yes
,UP24,ACC HPC,yes
,UP24,AMBUJA PLUS,yes
,UP24,ACC,no
,UP24,BLACK TIGER,yes
,UP24,ULTRATECH,yes
,UP24,BIRLA GOLD,no
,UP24,RAMCO,yes
,UP24,DRAGON,yes
,UP24,ULTRATECH PREMIUM,yes
,UP24,HOLCEM,yes
,UP24,SHREE,yes
,UP24,JSW,yes
,UP24,VIRGO,yes
,UP24,BIRLA SAMRAT,no
,UP24,7RING,yes
,UP24,BANGUR,yes
,UP24,DALMIA DSP,yes
,UP24,BEST,yes
,UP24,NUVOCO DOUBLE BULL,yes
,UP24,PREMIUM,yes
,UP24,ACC F2R,yes
,UP24,NUVOCO DURAGUARD,yes
,UP24,TAJ,yes
,UP24,KONARK DALMIA,no
,UP24,TIGER,yes
,UP24,DALMIA,yes
,UP24,STAR CEMENT PPC(ADSTAR),yes
,UP24,ATIBAL,yes
,UP24,NUVOCO CONCRETO,yes
,UP24,VALLEY STRONG,yes
,UP24,TOPCEM,yes
,UP24,STAR CEMENT ANTIRUST,yes
,UP24,DELTA,yes
,UP24,ULTRATECH SUPER,yes
,UP24,MCCL,yes
,UP25,CROWN,yes
,UP25,ACC HPC,yes
,UP25,AMBUJA PLUS,yes
,UP25,ACC,no
,UP25,BLACK TIGER,yes
,UP25,ULTRATECH,yes
,UP25,BIRLA GOLD,no
,UP25,RAMCO,yes
,UP25,DRAGON,yes
,UP25,ULTRATECH PREMIUM,yes
,UP25,HOLCEM,yes
,UP25,SHREE,yes
,UP25,JSW,yes
,UP25,VIRGO,yes
,UP25,BIRLA SAMRAT,no
,UP25,7RING,yes
,UP25,BANGUR,yes
,UP25,DALMIA DSP,yes
,UP25,BEST,yes
,UP25,NUVOCO DOUBLE BULL,yes
,UP25,PREMIUM,yes
,UP25,ACC F2R,yes
,UP25,NUVOCO DURAGUARD,yes
,UP25,TAJ,yes
,UP25,KONARK DALMIA,no
,UP25,TIGER,yes
,UP25,DALMIA,yes
,UP25,STAR CEMENT PPC(ADSTAR),yes
,UP25,ATIBAL,yes
,UP25,NUVOCO CONCRETO,yes
,UP25,VALLEY STRONG,yes
,UP25,TOPCEM,yes
,UP25,STAR CEMENT ANTIRUST,yes
,UP25,DELTA,yes
,UP25,ULTRATECH SUPER,yes
,UP25,MCCL,yes
,UP25,AMBUJA,yes
,UP25,STAR CEMENT PPC,yes
,UP25,RJ CEMENT,yes
,UP25,JAINTIA CEMENT,yes
,UP25,SURYA GOLD,yes
,UP25,STAR CEMENT OPC 43,yes
,UP25,SURAKSHA,yes
,UP25,CCI,yes
,UP25,AMRIT,yes
,UP25,STAR CEMENT PSC(ADSTAR),no
,UP25,RHINO,yes
,UP25,STRONG BOND,yes
,UP25,MAX,yes
,UP25,TOPCEM SDC,yes
,UP26,RAMCO,yes
,UP26,BANGUR,yes
,UP26,ULTRATECH PREMIUM,yes
,UP26,BEST,yes
,UP26,HOLCEM,yes
,UP26,JSW,yes
,UP26,ACC F2R,yes
,UP26,BIRLA SAMRAT,no
,UP26,7RING,yes
,UP26,DALMIA DSP,yes
,UP26,DALMIA,yes
,UP26,NUVOCO DOUBLE BULL,yes
,UP26,PREMIUM,yes
,UP26,NUVOCO DURAGUARD,yes
,UP26,TOPCEM,yes
,UP26,TAJ,yes
,UP26,KONARK DALMIA,no
,UP26,TIGER,yes
,UP26,STAR CEMENT PPC(ADSTAR),yes
,UP26,AMBUJA,yes
,UP26,ATIBAL,yes
,UP26,NUVOCO CONCRETO,yes
,UP26,VALLEY STRONG,yes
,UP26,STAR CEMENT ANTIRUST,yes
,UP26,SURYA GOLD,yes
,UP26,DELTA,yes
,UP26,ULTRATECH SUPER,yes
,UP26,MCCL,yes
,UP26,STAR CEMENT PPC,yes
,UP26,AMRIT,yes
,UP26,RJ CEMENT,yes
,UP26,JAINTIA CEMENT,yes
,UP26,STAR CEMENT OPC 43,yes
,UP26,MAX,yes
,UP26,SURAKSHA,yes
,UP26,CCI,yes
,UP26,ACC HPC,yes
,UP26,STAR CEMENT PSC(ADSTAR),no
,UP26,ACC,no
,UP26,RHINO,yes
,UP26,STRONG BOND,yes
,UP26,BIRLA GOLD,no
,UP26,TOPCEM SDC,yes
,UP26,DRAGON,yes
,UP26,CROWN,yes
,UP26,AMBUJA PLUS,yes
,UP26,SHREE,yes
,UP26,BLACK TIGER,yes
,UP26,VIRGO,yes
,UP26,ULTRATECH,yes
,UP27,TAJ,yes
,UP27,KONARK DALMIA,no
,UP27,TIGER,yes
,UP27,DALMIA,yes
,UP27,STAR CEMENT PPC(ADSTAR),yes
,UP27,ATIBAL,yes
,UP27,NUVOCO CONCRETO,yes
