Group name,Branch Code,Brand,Acedns
,EE12,NUVOCO DOUBLE BULL,yes
,EE12,PREMIUM,yes
,EE12,NUVOCO DURAGUARD,yes
,EE12,ACC F2R,yes
,EE12,TAJ,yes
,EE12,KONARK DALMIA,no
,EE12,TIGER,yes
,EE12,STAR CEMENT PPC(ADSTAR),yes
,EE12,DALMIA,yes
,EE12,ATIBAL,yes
,EE12,NUVOCO CONCRETO,yes
,EE12,VALLEY STRONG,yes
,EE12,STAR CEMENT ANTIRUST,yes
,EE12,TOPCEM,yes
,EE12,DELTA,yes
,EE12,ULTRATECH SUPER,yes
,EE12,MCCL,yes
,EE12,STAR CEMENT PPC,yes
,EE12,AMBUJA,yes
,EE12,RJ CEMENT,yes
,EE12,JAINTIA CEMENT,yes
,EE12,SURYA GOLD,yes
,EE12,STAR CEMENT OPC 43,yes
,EE12,SURAKSHA,yes
,EE12,CCI,yes
,EE12,AMRIT,yes
,EE12,STAR CEMENT PSC(ADSTAR),no
,EE12,RHINO,yes
,EE12,STRONG BOND,yes
,EE12,MAX,yes
,EE12,TOPCEM SDC,yes
,EE12,CROWN,yes
,EE12,AMBUJA PLUS,yes
,EE12,ACC HPC,yes
,EE13,PREMIUM,yes
,EE13,ACC F2R,yes
,EE13,NUVOCO DURAGUARD,yes
,EE13,TAJ,yes
,EE13,KONARK DALMIA,no
,EE13,TIGER,yes
,EE13,DALMIA,yes
,EE13,STAR CEMENT PPC(ADSTAR),yes
,EE13,ATIBAL,yes
,EE13,NUVOCO CONCRETO,yes
,EE13,VALLEY STRONG,yes
,EE13,TOPCEM,yes
,EE13,STAR CEMENT ANTIRUST,yes
,EE13,DELTA,yes
,EE13,ULTRATECH SUPER,yes
,EE13,MCCL,yes
,EE13,AMBUJA,yes
,EE13,STAR CEMENT PPC,yes
,EE13,RJ CEMENT,yes
,EE13,JAINTIA CEMENT,yes
,EE13,SURYA GOLD,yes
,EE13,STAR CEMENT OPC 43,yes
,EE13,SURAKSHA,yes
,EE13,CCI,yes
,EE13,AMRIT,yes
,EE13,STAR CEMENT PSC(ADSTAR),no
,EE13,RHINO,yes
,EE13,STRONG BOND,yes
,EE13,MAX,yes
,EE13,TOPCEM SDC,yes
,EE13,CROWN,yes
,EE13,ACC HPC,yes
,EE13,AMBUJA PLUS,yes
,EE13,ACC,no
,EE13,BLACK TIGER,yes
,EE13,ULTRATECH,yes
,EE13,BIRLA GOLD,no
,EE13,RAMCO,yes
,EE13,DRAGON,yes
,EE13,ULTRATECH PREMIUM,yes
,EE13,HOLCEM,yes
,EE13,SHREE,yes
,EE13,JSW,yes
,EE13,VIRGO,yes
,EE13,BIRLA SAMRAT,no
,EE13,7RING,yes
,EE13,BANGUR,yes
,EE13,DALMIA DSP,yes
,EE13,BEST,yes
,EE13,NUVOCO DOUBLE BULL,yes
,EE14,AMBUJA,yes
,EE14,STAR CEMENT PPC,yes
,EE14,RJ CEMENT,yes
,EE14,JAINTIA CEMENT,yes
,EE14,SURYA GOLD,yes
,EE14,STAR CEMENT OPC 43,yes
,EE14,SURAKSHA,yes
,EE14,CCI,yes
,EE14,AMRIT,yes
,EE14,STAR CEMENT PSC(ADSTAR),no
,EE14,RHINO,yes
,EE14,STRONG BOND,yes
,EE14,MAX,yes
,EE14,TOPCEM SDC,yes
,EE14,CROWN,yes
,EE14,ACC HPC,yes
,EE14,AMBUJA PLUS,yes
,EE14,ACC,no
,EE14,BLACK TIGER,yes
,EE14,ULTRATECH,yes
,EE14,BIRLA GOLD,no
,EE14,RAMCO,yes
,EE14,DRAGON,yes
,EE14,ULTRATECH PREMIUM,yes
,EE14,HOLCEM,yes
,EE14,SHREE,yes
,EE14,JSW,yes
,EE14,VIRGO,yes
,EE14,BIRLA SAMRAT,no
,EE14,7RING,yes
,EE14,BANGUR,yes
,EE14,DALMIA DSP,yes
,EE14,BEST,yes
,EE14,NUVOCO DOUBLE BULL,yes
,EE14,PREMIUM,yes
,EE14,ACC F2R,yes
,EE14,NUVOCO DURAGUARD,yes
,EE14,TAJ,yes
,EE14,KONARK DALMIA,no
,EE14,TIGER,yes
,EE14,DALMIA,yes
,EE14,STAR CEMENT PPC(ADSTAR),yes
,EE14,ATIBAL,yes
,EE14,NUVOCO CONCRETO,yes
,EE14,VALLEY STRONG,yes
,EE14,TOPCEM,yes
,EE14,STAR CEMENT ANTIRUST,yes
,EE14,DELTA,yes
,EE14,ULTRATECH SUPER,yes
,EE14,MCCL,yes
,EE15,CROWN,yes
,EE15,ACC HPC,yes
,EE15,AMBUJA PLUS,yes
,EE15,ACC,no
,EE15,BLACK TIGER,yes
,EE15,ULTRATECH,yes
,EE15,BIRLA GOLD,no
,EE15,RAMCO,yes
,EE15,DRAGON,yes
,EE15,ULTRATECH PREMIUM,yes
,EE15,HOLCEM,yes
,EE15,SHREE,yes
,EE15,JSW,yes
,EE15,VIRGO,yes
,EE15,BIRLA SAMRAT,no
,EE15,7RING,yes
,EE15,BANGUR,yes
,EE15,DALMIA DSP,yes
,EE15,BEST,yes
,EE15,NUVOCO DOUBLE BULL,yes
,EE15,PREMIUM,yes
,EE15,ACC F2R,yes
,EE15,NUVOCO DURAGUARD,yes
,EE15,TAJ,yes
,EE15,KONARK DALMIA,no
,EE15,TIGER,yes
,EE15,DALMIA,yes
,EE15,STAR CEMENT PPC(ADSTAR),yes
,EE15,ATIBAL,yes
,EE15,NUVOCO CONCRETO,yes
,EE15,VALLEY STRONG,yes
,EE15,TOPCEM,yes
,EE15,STAR CEMENT ANTIRUST,yes
,EE15,DELTA,yes
,EE15,ULTRATECH SUPER,yes
,EE15,MCCL,yes
,EE15,AMBUJA,yes
,EE15,STAR CEMENT PPC,yes
,EE15,RJ CEMENT,yes
,EE15,JAINTIA CEMENT,yes
,EE15,SURYA GOLD,yes
,EE15,STAR CEMENT OPC 43,yes
,EE15,SURAKSHA,yes
,EE15,CCI,yes
,EE15,AMRIT,yes
,EE15,STAR CEMENT PSC(ADSTAR),no
,EE15,RHINO,yes
,EE15,STRONG BOND,yes
,EE15,MAX,yes
,EE15,TOPCEM SDC,yes
,EE16,BANGUR,yes
,EE16,DALMIA DSP,yes
,EE16,NUVOCO DOUBLE BULL,yes
,EE16,BEST,yes
,EE16,PREMIUM,yes
,EE16,ACC F2R,yes
,EE16,NUVOCO DURAGUARD,yes
,EE16,KONARK DALMIA,no
,EE16,TAJ,yes
,EE16,TIGER,yes
,EE16,DALMIA,yes
,EE16,STAR CEMENT PPC(ADSTAR),yes
,EE16,NUVOCO CONCRETO,yes
,EE16,ATIBAL,yes
,EE16,VALLEY STRONG,yes
,EE16,TOPCEM,yes
,EE16,STAR CEMENT ANTIRUST,yes
,EE16,ULTRATECH SUPER,yes
,EE16,DELTA,yes
,EE16,MCCL,yes
,EE16,AMBUJA,yes
,EE16,STAR CEMENT PPC,yes
,EE16,RJ CEMENT,yes
,EE16,JAINTIA CEMENT,yes
,EE16,SURYA GOLD,yes
,EE16,STAR CEMENT OPC 43,yes
,EE16,SURAKSHA,yes
,EE16,CCI,yes
,EE16,AMRIT,yes
,EE16,STAR CEMENT PSC(ADSTAR),no
,EE16,RHINO,yes
,EE16,STRONG BOND,yes
,EE16,TOPCEM SDC,yes
,EE16,MAX,yes
,EE16,CROWN,yes
,EE16,ACC HPC,yes
,EE16,AMBUJA PLUS,yes
,EE16,BLACK TIGER,yes
,EE16,ACC,no
,EE16,ULTRATECH,yes
,EE16,BIRLA GOLD,no
,EE16,RAMCO,yes
,EE16,ULTRATECH PREMIUM,yes
,EE16,DRAGON,yes
,EE16,HOLCEM,yes
,EE16,SHREE,yes
,EE16,JSW,yes
,EE16,BIRLA SAMRAT,no
,EE16,VIRGO,yes
,EE16,7RING,yes
,EE17,DELTA,yes
,EE17,ULTRATECH SUPER,yes
,EE17,MCCL,yes
,EE17,AMBUJA,yes
,EE17,STAR CEMENT PPC,yes
,EE17,RJ CEMENT,yes
,EE17,JAINTIA CEMENT,yes
,EE17,SURYA GOLD,yes
,EE17,STAR CEMENT OPC 43,yes
,EE17,SURAKSHA,yes
,EE17,CCI,yes
,EE17,AMRIT,yes
,EE17,STAR CEMENT PSC(ADSTAR),no
,EE17,RHINO,yes
,EE17,STRONG BOND,yes
,EE17,MAX,yes
,EE17,TOPCEM SDC,yes
,EE17,CROWN,yes
,EE17,ACC HPC,yes
,EE17,AMBUJA PLUS,yes
,EE17,ACC,no
,EE17,BLACK TIGER,yes
,EE17,ULTRATECH,yes
,EE17,BIRLA GOLD,no
,EE17,RAMCO,yes
,EE17,DRAGON,yes
,EE17,ULTRATECH PREMIUM,yes
,EE17,HOLCEM,yes
,EE17,SHREE,yes
,EE17,JSW,yes
,EE17,VIRGO,yes
,EE17,BIRLA SAMRAT,no
,EE17,7RING,yes
,EE17,BANGUR,yes
,EE17,DALMIA DSP,yes
,EE17,BEST,yes
,EE17,NUVOCO DOUBLE BULL,yes
,EE17,PREMIUM,yes
,EE17,ACC F2R,yes
,EE17,NUVOCO DURAGUARD,yes
,EE17,TAJ,yes
,EE17,KONARK DALMIA,no
,EE17,TIGER,yes
,EE17,DALMIA,yes
,EE17,STAR CEMENT PPC(ADSTAR),yes
,EE17,ATIBAL,yes
,EE17,NUVOCO CONCRETO,yes
,EE17,VALLEY STRONG,yes
,EE17,TOPCEM,yes
,EE17,STAR CEMENT ANTIRUST,yes
,EE18,DALMIA DSP,yes
,EE18,MAX,yes
,EE18,NUVOCO DOUBLE BULL,yes
,EE18,PREMIUM,yes
,EE18,ACC HPC,yes
,EE18,NUVOCO DURAGUARD,yes
,EE18,ACC,no
,EE18,KONARK DALMIA,no
,EE18,TIGER,yes
,EE18,BIRLA GOLD,no
,EE18,STAR CEMENT PPC(ADSTAR),yes
,EE18,DRAGON,yes
,EE18,NUVOCO CONCRETO,yes
,EE18,VALLEY STRONG,yes
,EE18,SHREE,yes
,EE18,STAR CEMENT ANTIRUST,yes
,EE18,VIRGO,yes
,EE18,ULTRATECH SUPER,yes
,EE18,MCCL,yes
,EE18,BANGUR,yes
,EE18,STAR CEMENT PPC,yes
,EE18,BEST,yes
,EE18,JAINTIA CEMENT,yes
,EE18,ACC F2R,yes
,EE18,STAR CEMENT OPC 43,yes
,EE18,TAJ,yes
,EE18,SURAKSHA,yes
,EE18,CCI,yes
,EE18,DALMIA,yes
,EE18,STAR CEMENT PSC(ADSTAR),no
,EE18,ATIBAL,yes
,EE18,RHINO,yes
,EE18,STRONG BOND,yes
,EE18,TOPCEM,yes
,EE18,TOPCEM SDC,yes
,EE18,DELTA,yes
,EE18,CROWN,yes
,EE18,AMBUJA PLUS,yes
,EE18,AMBUJA,yes
,EE18,BLACK TIGER,yes
,EE18,RJ CEMENT,yes
,EE18,ULTRATECH,yes
,EE18,RAMCO,yes
,EE18,SURYA GOLD,yes
,EE18,ULTRATECH PREMIUM,yes
,EE18,HOLCEM,yes
,EE18,JSW,yes
,EE18,AMRIT,yes
,EE18,BIRLA SAMRAT,no
,EE18,7RING,yes
,EE19,ULTRATECH SUPER,yes
,EE19,DELTA,yes
,EE19,MCCL,yes
,EE19,STAR CEMENT PPC,yes
,EE19,AMBUJA,yes
,EE19,RJ CEMENT,yes
,EE19,JAINTIA CEMENT,yes
,EE19,STAR CEMENT OPC 43,yes
,EE19,SURYA GOLD,yes
,EE19,SURAKSHA,yes
,EE19,CCI,yes
,EE19,STAR CEMENT PSC(ADSTAR),no
,EE19,AMRIT,yes
,EE19,RHINO,yes
,EE19,STRONG BOND,yes
,EE19,TOPCEM SDC,yes
,EE19,MAX,yes
,EE19,CROWN,yes
,EE19,ACC HPC,yes
,EE19,AMBUJA PLUS,yes
,EE19,BLACK TIGER,yes
,EE19,ACC,no
,EE19,ULTRATECH,yes
,EE19,BIRLA GOLD,no
,EE19,RAMCO,yes
,EE19,ULTRATECH PREMIUM,yes
,EE19,DRAGON,yes
,EE19,HOLCEM,yes
,EE19,SHREE,yes
,EE19,JSW,yes
,EE19,BIRLA SAMRAT,no
,EE19,VIRGO,yes
,EE19,7RING,yes
,EE19,BANGUR,yes
,EE19,DALMIA DSP,yes
,EE19,NUVOCO DOUBLE BULL,yes
,EE19,BEST,yes
,EE19,PREMIUM,yes
,EE19,ACC F2R,yes
,EE19,NUVOCO DURAGUARD,yes
,EE19,KONARK DALMIA,no
,EE19,TAJ,yes
,EE19,TIGER,yes
,EE19,DALMIA,yes
,EE19,STAR CEMENT PPC(ADSTAR),yes
,EE19,NUVOCO CONCRETO,yes
,EE19,ATIBAL,yes
,EE19,VALLEY STRONG,yes
,EE19,TOPCEM,yes
,EE19,STAR CEMENT ANTIRUST,yes
,EE20,STRONG BOND,yes
,EE20,MAX,yes
,EE20,TOPCEM SDC,yes
,EE20,CROWN,yes
,EE20,ACC HPC,yes
,EE20,AMBUJA PLUS,yes
,EE20,ACC,no
,EE20,BLACK TIGER,yes
,EE20,ULTRATECH,yes
,EE20,BIRLA GOLD,no
,EE20,RAMCO,yes
,EE20,DRAGON,yes
,EE20,ULTRATECH PREMIUM,yes
,EE20,HOLCEM,yes
,EE20,SHREE,yes
,EE20,JSW,yes
,EE20,VIRGO,yes
,EE20,BIRLA SAMRAT,no
,EE20,7RING,yes
,EE20,BANGUR,yes
,EE20,DALMIA DSP,yes
,EE20,BEST,yes
,EE20,NUVOCO DOUBLE BULL,yes
,EE20,PREMIUM,yes
,EE20,ACC F2R,yes
,EE20,NUVOCO DURAGUARD,yes
,EE20,TAJ,yes
,EE20,KONARK DALMIA,no
,EE20,TIGER,yes
,EE20,DALMIA,yes
,EE20,STAR CEMENT PPC(ADSTAR),yes
,EE20,ATIBAL,yes
,EE20,NUVOCO CONCRETO,yes
,EE20,VALLEY STRONG,yes
,EE20,TOPCEM,yes
,EE20,STAR CEMENT ANTIRUST,yes
,EE20,DELTA,yes
,EE20,ULTRATECH SUPER,yes
,EE20,MCCL,yes
,EE20,AMBUJA,yes
,EE20,STAR CEMENT PPC,yes
,EE20,RJ CEMENT,yes
,EE20,JAINTIA CEMENT,yes
,EE20,SURYA GOLD,yes
,EE20,STAR CEMENT OPC 43,yes
,EE20,SURAKSHA,yes
,EE20,CCI,yes
,EE20,AMRIT,yes
,EE20,STAR CEMENT PSC(ADSTAR),no
,EE20,RHINO,yes
,EE21,VIRGO,yes
,EE21,BIRLA SAMRAT,no
,EE21,7RING,yes
,EE21,BANGUR,yes
,EE21,DALMIA DSP,yes
,EE21,BEST,yes
,EE21,NUVOCO DOUBLE BULL,yes
,EE21,PREMIUM,yes
,EE21,ACC F2R,yes
,EE21,NUVOCO DURAGUARD,yes
,EE21,TAJ,yes
,EE21,KONARK DALMIA,no
,EE21,TIGER,yes
,EE21,DALMIA,yes
,EE21,STAR CEMENT PPC(ADSTAR),yes
,EE21,ATIBAL,yes
,EE21,NUVOCO CONCRETO,yes
,EE21,VALLEY STRONG,yes
,EE21,TOPCEM,yes
,EE21,STAR CEMENT ANTIRUST,yes
,EE21,DELTA,yes
,EE21,ULTRATECH SUPER,yes
,EE21,MCCL,yes
,EE21,AMBUJA,yes
,EE21,STAR CEMENT PPC,yes
,EE21,RJ CEMENT,yes
,EE21,JAINTIA CEMENT,yes
,EE21,SURYA GOLD,yes
,EE21,STAR CEMENT OPC 43,yes
,EE21,SURAKSHA,yes
,EE21,CCI,yes
,EE21,AMRIT,yes
,EE21,STAR CEMENT PSC(ADSTAR),no
,EE21,RHINO,yes
,EE21,STRONG BOND,yes
,EE21,MAX,yes
,EE21,TOPCEM SDC,yes
,EE21,CROWN,yes
,EE21,ACC HPC,yes
,EE21,AMBUJA PLUS,yes
,EE21,ACC,no
,EE21,BLACK TIGER,yes
,EE21,ULTRATECH,yes
,EE21,BIRLA GOLD,no
,EE21,RAMCO,yes
,EE21,DRAGON,yes
,EE21,ULTRATECH PREMIUM,yes
,EE21,HOLCEM,yes
,EE21,SHREE,yes
,EE21,JSW,yes
,EE22,VALLEY STRONG,yes
,EE22,TOPCEM,yes
,EE22,STAR CEMENT ANTIRUST,yes
,EE22,DELTA,yes
,EE22,ULTRATECH SUPER,yes
,EE22,MCCL,yes
,EE22,AMBUJA,yes
,EE22,STAR CEMENT PPC,yes
,EE22,RJ CEMENT,yes
,EE22,JAINTIA CEMENT,yes
,EE22,SURYA GOLD,yes
,EE22,STAR CEMENT OPC 43,yes
,EE22,SURAKSHA,yes
,EE22,CCI,yes
,EE22,AMRIT,yes
,EE22,STAR CEMENT PSC(ADSTAR),no
,EE22,RHINO,yes
,EE22,STRONG BOND,yes
,EE22,MAX,yes
,EE22,TOPCEM SDC,yes
,EE22,CROWN,yes
,EE22,ACC HPC,yes
,EE22,AMBUJA PLUS,yes
,EE22,ACC,no
,EE22,BLACK TIGER,yes
,EE22,ULTRATECH,yes
,EE22,BIRLA GOLD,no
,EE22,RAMCO,yes
,EE22,DRAGON,yes
,EE22,ULTRATECH PREMIUM,yes
,EE22,HOLCEM,yes
,EE22,SHREE,yes
,EE22,JSW,yes
,EE22,VIRGO,yes
,EE22,BIRLA SAMRAT,no
,EE22,7RING,yes
,EE22,BANGUR,yes
,EE22,DALMIA DSP,yes
,EE22,BEST,yes
,EE22,NUVOCO DOUBLE BULL,yes
,EE22,PREMIUM,yes
,EE22,ACC F2R,yes
,EE22,NUVOCO DURAGUARD,yes
,EE22,TAJ,yes
,EE22,KONARK DALMIA,no
,EE22,TIGER,yes
,EE22,DALMIA,yes
,EE22,STAR CEMENT PPC(ADSTAR),yes
,EE22,ATIBAL,yes
,EE22,NUVOCO CONCRETO,yes
,EE23,AMRIT,yes
,EE23,STAR CEMENT PSC(ADSTAR),no
,EE23,RHINO,yes
,EE23,STRONG BOND,yes
,EE23,MAX,yes
,EE23,TOPCEM SDC,yes
,EE23,CROWN,yes
,EE23,ACC HPC,yes
,EE23,AMBUJA PLUS,yes
,EE23,ACC,no
,EE23,BLACK TIGER,yes
,EE23,ULTRATECH,yes
,EE23,BIRLA GOLD,no
,EE23,RAMCO,yes
,EE23,DRAGON,yes
,EE23,ULTRATECH PREMIUM,yes
,EE23,HOLCEM,yes
,EE23,SHREE,yes
,EE23,JSW,yes
,EE23,VIRGO,yes
,EE23,BIRLA SAMRAT,no
,EE23,7RING,yes
,EE23,BANGUR,yes
,EE23,DALMIA DSP,yes
,EE23,BEST,yes
,EE23,NUVOCO DOUBLE BULL,yes
,EE23,PREMIUM,yes
,EE23,ACC F2R,yes
,EE23,NUVOCO DURAGUARD,yes
,EE23,TAJ,yes
,EE23,KONARK DALMIA,no
,EE23,TIGER,yes
,EE23,DALMIA,yes
,EE23,STAR CEMENT PPC(ADSTAR),yes
,EE23,ATIBAL,yes
,EE23,NUVOCO CONCRETO,yes
,EE23,VALLEY STRONG,yes
,EE23,TOPCEM,yes
,EE23,STAR CEMENT ANTIRUST,yes
,EE23,DELTA,yes
,EE23,ULTRATECH SUPER,yes
,EE23,MCCL,yes
,EE23,AMBUJA,yes
,EE23,STAR CEMENT PPC,yes
,EE23,RJ CEMENT,yes
,EE23,JAINTIA CEMENT,yes
,EE23,SURYA GOLD,yes
,EE23,STAR CEMENT OPC 43,yes
,EE23,SURAKSHA,yes
,EE23,CCI,yes
,EE24,HOLCEM,yes
,EE24,JSW,yes
,EE24,SHREE,yes
,EE24,BIRLA SAMRAT,no
,EE24,VIRGO,yes
,EE24,7RING,yes
,EE24,DALMIA DSP,yes
,EE24,BANGUR,yes
,EE24,NUVOCO DOUBLE BULL,yes
,EE24,BEST,yes
,EE24,PREMIUM,yes
,EE24,NUVOCO DURAGUARD,yes
,EE24,ACC F2R,yes
,EE24,KONARK DALMIA,no
,EE24,TAJ,yes
,EE24,TIGER,yes
,EE24,STAR CEMENT PPC(ADSTAR),yes
,EE24,DALMIA,yes
,EE24,NUVOCO CONCRETO,yes
,EE24,ATIBAL,yes
,EE24,VALLEY STRONG,yes
,EE24,STAR CEMENT ANTIRUST,yes
,EE24,TOPCEM,yes
,EE24,ULTRATECH SUPER,yes
,EE24,DELTA,yes
,EE24,MCCL,yes
,EE24,STAR CEMENT PPC,yes
,EE24,AMBUJA,yes
,EE24,RJ CEMENT,yes
,EE24,JAINTIA CEMENT,yes
,EE24,STAR CEMENT OPC 43,yes
,EE24,SURYA GOLD,yes
,EE24,SURAKSHA,yes
,EE24,CCI,yes
,EE24,STAR CEMENT PSC(ADSTAR),no
,EE24,AMRIT,yes
,EE24,RHINO,yes
,EE24,STRONG BOND,yes
,EE24,TOPCEM SDC,yes
,EE24,MAX,yes
,EE24,CROWN,yes
,EE24,AMBUJA PLUS,yes
,EE24,ACC HPC,yes
,EE24,BLACK TIGER,yes
,EE24,ACC,no
,EE24,ULTRATECH,yes
,EE24,RAMCO,yes
,EE24,BIRLA GOLD,no
,EE24,ULTRATECH PREMIUM,yes
,EE24,DRAGON,yes
,EE25,DALMIA,yes
,EE25,STAR CEMENT PPC(ADSTAR),yes
,EE25,ATIBAL,yes
,EE25,NUVOCO CONCRETO,yes
,EE25,VALLEY STRONG,yes
,EE25,TOPCEM,yes
,EE25,STAR CEMENT ANTIRUST,yes
,EE25,DELTA,yes
,EE25,ULTRATECH SUPER,yes
,EE25,MCCL,yes
,EE25,AMBUJA,yes
,EE25,STAR CEMENT PPC,yes
,EE25,RJ CEMENT,yes
,EE25,JAINTIA CEMENT,yes
,EE25,SURYA GOLD,yes
,EE25,STAR CEMENT OPC 43,yes
,EE25,SURAKSHA,yes
,EE25,CCI,yes
,EE25,AMRIT,yes
,EE25,STAR CEMENT PSC(ADSTAR),no
,EE25,RHINO,yes
,EE25,STRONG BOND,yes
,EE25,MAX,yes
,EE25,TOPCEM SDC,yes
,EE25,CROWN,yes
,EE25,ACC HPC,yes
,EE25,AMBUJA PLUS,yes
,EE25,ACC,no
,EE25,BLACK TIGER,yes
,EE25,ULTRATECH,yes
,EE25,BIRLA GOLD,no
,EE25,RAMCO,yes
,EE25,DRAGON,yes
,EE25,ULTRATECH PREMIUM,yes
,EE25,HOLCEM,yes
,EE25,SHREE,yes
,EE25,JSW,yes
,EE25,VIRGO,yes
,EE25,BIRLA SAMRAT,no
,EE25,7RING,yes
,EE25,BANGUR,yes
,EE25,DALMIA DSP,yes
,EE25,BEST,yes
,EE25,NUVOCO DOUBLE BULL,yes
,EE25,PREMIUM,yes
,EE25,ACC F2R,yes
,EE25,NUVOCO DURAGUARD,yes
,EE25,TAJ,yes
,EE25,KONARK DALMIA,no
,EE25,TIGER,yes
,EE26,SURAKSHA,yes
,EE26,CCI,yes
,EE26,AMRIT,yes
,EE26,STAR CEMENT PSC(ADSTAR),no
,EE26,RHINO,yes
,EE26,STRONG BOND,yes
,EE26,MAX,yes
,EE26,TOPCEM SDC,yes
,EE26,CROWN,yes
,EE26,ACC HPC,yes
,EE26,AMBUJA PLUS,yes
,EE26,ACC,no
,EE26,BLACK TIGER,yes
,EE26,ULTRATECH,yes
,EE26,BIRLA GOLD,no
,EE26,RAMCO,yes
,EE26,DRAGON,yes
,EE26,ULTRATECH PREMIUM,yes
,EE26,HOLCEM,yes
,EE26,SHREE,yes
,EE26,JSW,yes
,EE26,VIRGO,yes
,EE26,BIRLA SAMRAT,no
,EE26,7RING,yes
,EE26,BANGUR,yes
,EE26,DALMIA DSP,yes
,EE26,BEST,yes
,EE26,NUVOCO DOUBLE BULL,yes
,EE26,PREMIUM,yes
,EE26,ACC F2R,yes
,EE26,NUVOCO DURAGUARD,yes
,EE26,TAJ,yes
,EE26,KONARK DALMIA,no
,EE26,TIGER,yes
,EE26,DALMIA,yes
,EE26,STAR CEMENT PPC(ADSTAR),yes
,EE26,ATIBAL,yes
,EE26,NUVOCO CONCRETO,yes
,EE26,VALLEY STRONG,yes
,EE26,TOPCEM,yes
,EE26,STAR CEMENT ANTIRUST,yes
,EE26,DELTA,yes
,EE26,ULTRATECH SUPER,yes
,EE26,MCCL,yes
,EE26,AMBUJA,yes
,EE26,STAR CEMENT PPC,yes
,EE26,RJ CEMENT,yes
,EE26,JAINTIA CEMENT,yes
,EE26,SURYA GOLD,yes
,EE26,STAR CEMENT OPC 43,yes
,EE27,STAR CEMENT PPC,yes
,EE27,BIRLA GOLD,no
,EE27,DRAGON,yes
,EE27,JAINTIA CEMENT,yes
,EE27,STAR CEMENT OPC 43,yes
,EE27,SHREE,yes
,EE27,VIRGO,yes
,EE27,CCI,yes
,EE27,STAR CEMENT PSC(ADSTAR),no
,EE27,BANGUR,yes
,EE27,BEST,yes
,EE27,STRONG BOND,yes
,EE27,TOPCEM SDC,yes
,EE27,ACC F2R,yes
,EE27,TAJ,yes
,EE27,AMBUJA PLUS,yes
,EE27,BLACK TIGER,yes
,EE27,DALMIA,yes
,EE27,ATIBAL,yes
,EE27,RAMCO,yes
,EE27,ULTRATECH PREMIUM,yes
,EE27,TOPCEM,yes
,EE27,HOLCEM,yes
,EE27,DELTA,yes
,EE27,JSW,yes
,EE27,BIRLA SAMRAT,no
,EE27,AMBUJA,yes
,EE27,7RING,yes
,EE27,RJ CEMENT,yes
,EE27,DALMIA DSP,yes
,EE27,NUVOCO DOUBLE BULL,yes
,EE27,SURYA GOLD,yes
,EE27,PREMIUM,yes
,EE27,SURAKSHA,yes
,EE27,NUVOCO DURAGUARD,yes
,EE27,KONARK DALMIA,no
,EE27,AMRIT,yes
,EE27,TIGER,yes
,EE27,RHINO,yes
,EE27,STAR CEMENT PPC(ADSTAR),yes
,EE27,NUVOCO CONCRETO,yes
,EE27,MAX,yes
,EE27,VALLEY STRONG,yes
,EE27,CROWN,yes
,EE27,STAR CEMENT ANTIRUST,yes
,EE27,ACC HPC,yes
,EE27,ULTRATECH SUPER,yes
,EE27,ACC,no
,EE27,MCCL,yes
,EE27,ULTRATECH,yes
,EE28,ACC ADSTAR,yes
,EE28,JSW,yes
,EE28,ULTRATECH,yes
,EE28,ACC F2R,yes
,EE28,KONARK DALMIA,no
,EE28,ULTRATECH PREMIUM,yes
,EE28,ACC HPC,yes
,EE28,NUVOCO CONCRETO,yes
,EE28,ULTRATECH SUPER,yes
,EE28,AMBUJA,yes
,EE28,NUVOCO DOUBLE BULL,yes
,EE28,AMBUJA ADSTAR,yes
,EE28,NUVOCO DURAGUARD,yes
,EE28,AMBUJA PLUS,yes
,EE28,RAMCO,yes
,EE28,BANGUR,yes
,EE28,SHREE,yes
,EE28,BIRLA GOLD,no
,EE28,STAR CEMENT ANTIRUST,yes
,EE28,BIRLA SAMRAT,no
,EE28,STAR CEMENT OPC 43,no
,EE28,STAR WEATHER SHIELD (TRADE),yes
,EE28,DALMIA,yes
,EE28,STAR CEMENT PPC,no
,EE28,DALMIA DSP,yes
,EE28,STAR CEMENT PPC(ADSTAR),yes
,EE29,STAR CEMENT ANTIRUST,yes
,EE29,BIRLA GOLD,no
,EE29,KONARK DALMIA,no
,EE29,AMBUJA ADSTAR,yes
,EE29,SHREE,yes
,EE29,NUVOCO CONCRETO,yes
,EE29,ACC ADSTAR,yes
,EE29,BANGUR,yes
,EE29,NUVOCO DURAGUARD,yes
,EE29,ACC F2R,yes
,EE29,ULTRATECH,yes
,EE29,DALMIA,yes
,EE29,ULTRATECH PREMIUM,yes
,EE29,AMBUJA PLUS,yes
,EE29,ULTRATECH SUPER,yes
,EE29,RAMCO,yes
,EE29,DALMIA DSP,yes
,EE29,JSW,yes
,EE29,STAR CEMENT OPC 43,no
,EE29,AMBUJA,yes
,EE29,STAR CEMENT PPC,yes
,EE29,BIRLA SAMRAT,no
,EE29,STAR WEATHER SHIELD (TRADE),yes
,EE29,STAR CEMENT PPC(ADSTAR),yes
,EE29,ACC HPC,yes
,EE29,NUVOCO DOUBLE BULL,yes
,EW01,STAR CEMENT ANTIRUST,yes
,EW01,NUVOCO DURAGUARD,yes
,EW01,STAR CEMENT PSC(ADSTAR),no
