Destination Code,Destination Name
DES02882,"KASBA (EX KATIHAR)"
DES03961,"KASBA (EX-SAITHIA)"
DES08574,"KASBA (No Entry )"
DES04040,"KASBA (NO ENTRY ) (EX-KALIGHAT)"
DES08575,"KASEMNAGAR"
DES04172,"KASEMNAGAR (EX BURDWAN)"
DES05264,"KASHEN MORE"
DES08576,"KASHICHAK"
DES03319,"KASHICHAK (EX WARS)"
DES00467,"KASHIKOTRA (LA)"
DES05648,"KASHIMBAZAR"
DES08577,"Kashimbazar (Ex Malda)"
DES08578,"KASHINAGAR"
DES04041,"KASHINAGAR (EX-KALIGHAT)"
DES08579,"KASHIPARA"
DES08580,"KASHIPUR"
DES04839,"KASHIPUR (EX-PURULIA)"
DES08582,"KASIADANGA(EX RAGHUNATHGANJ)"
DES08581,"KASIADANGA(EX- BERHAMPORE)"
DES08584,"KASIPUR(EX RAGHUNATHGANJ)"
DES08583,"KASIPUR(EX- BERHAMPORE)"
DES05125,"KASIRDANGA"
DES03548,"KASMAMDAR (EX DARBHANGA)"
DES03408,"KASRAUR (EX DARBHANGA)"
DES08585,"KASTORA MORE"
DES04733,"KASTORA MORE EX BANKURA"
DES08587,"KATA KOBRA(EX RAGHUNATHGANJ)"
DES08586,"KATA KOBRA(EX- BERHAMPORE)"
DES08589,"KATABARI(EX RAGHUNATHGANJ)"
DES08588,"KATABARI(EX- BERHAMPORE)"
DES08590,"KATABERIA"
DES04338,"KATABERIA (EX RNJ)"
DES01952,"KATAKHAL (D)"
DES01953,"KATAKHAL (S)"
DES08592,"KATAKHALI(EX RAGHUNATHGANJ)"
DES08591,"KATAKHALI(EX- BERHAMPORE)"
DES05118,"KATAMARI SATMILE"
DES03047,"KATCHARI ROAD (EX NAUGACHIA)"
DES02734,"KATCHARI ROAD(EX BHAGALPUR)"
DES01371,"KATHALGURI"
DES01525,"KATHALGURI (DIB)"
DES11068,"KATHALIA (AGT)"
DES11188,"KATHALIA (AGT)"
DES11239,"KATHAMBARI"
DES06341,"KATHIATOLI"
DES00834,"KATHIATOLI (NGN)"
DES00829,"KATHIATOLI - KAMPUR"
DES00830,"KATHIATOLI - KATHIATOLI"
DES00831,"KATHIATOLI - RAJAALI"
DES00832,"KATHIATOLI - RANGALOO"
DES00833,"KATHIATOLI - RANGBANG"
DES07168,"KATHIATOLI(RAJAGAON)"
DES00835,"KATHIATOLI(RAJAGAON) - KACHUA"
DES00836,"KATHIATOLI(RAJAGAON) - LUTUMARI"
DES00837,"KATHIATOLI(RAJAGAON) - RAJAGAON"
DES00838,"KATHIATOLI(RAJAGAON) - SIMALGURI"
DES08593,"KATIAHAT"
DES03853,"KATIAHAT (EX- COSPR)"
DES01954,"KATIGORAH"
DES08594,"KATIHAR (Frm Kishanganj) AMDABAD"
DES08595,"KATIHAR (Frm Kishanganj) AZAMNAGAR"
DES08596,"KATIHAR (Frm Kishanganj) BAISA"
DES08597,"KATIHAR (Frm Kishanganj) BANMANKI"
DES08598,"KATIHAR (Frm Kishanganj) BARHRAKOTHI"
DES08599,"KATIHAR (Frm Kishanganj) BARSOI"
DES08600,"KATIHAR (Frm Kishanganj) BRARI"
DES08601,"KATIHAR (Frm Kishanganj) DHAMDAHA"
DES08602,"KATIHAR (Frm Kishanganj) FALKA"
DES08603,"KATIHAR (Frm Kishanganj) GERABARI"
DES08604,"KATIHAR (Frm Kishanganj) HASANGANJ"
DES08605,"KATIHAR (Frm Kishanganj) KADWA"
DES08606,"KATIHAR (Frm Kishanganj) KASBA"
DES08607,"KATIHAR (Frm Kishanganj) KATIHAR LOCAL"
DES08608,"KATIHAR (Frm Kishanganj) KORHA"
DES08609,"KATIHAR (Frm Kishanganj) KUMHARI"
DES08610,"KATIHAR (Frm Kishanganj) LABHA"
DES08611,"KATIHAR (Frm Kishanganj) MANSAHI"
DES08612,"KATIHAR (Frm Kishanganj) PRANPUR"
DES08613,"KATIHAR (Frm Kishanganj) PURNEA"
DES08614,"KATIHAR (Frm Kishanganj) RUPOULI"
DES08615,"KATIHAR (Frm Kishanganj) SALMARI"
DES08616,"KATIHAR (Frm Kishanganj) SARSI"
DES08617,"KATIHAR (Frm Kishanganj) SEMAPUR"
DES08618,"KATIHAR (Frm Kishanganj) SONAILI"
DES11253,"KATIHAR (TR) DUMP"
DES02883,"KATIHAR DUMP"
DES08619,"KATJURIDANGA"
DES04734,"KATJURIDANGA EX BANKURA"
DES08621,"KATLAMARI(EX RAGHUNATHGANJ)"
DES08620,"KATLAMARI(EX- BERHAMPORE)"
DES08622,"KATLICHERRA"
DES01955,"KATLICHERRA - ANANDA BAZAR"
DES01956,"KATLICHERRA - BOKABIL"
DES01957,"KATLICHERRA - DHALAI TEA ESTATE"
DES01958,"KATLICHERRA - DHOLAI TIMUKA"
DES01959,"KATLICHERRA - DINONATHPUR"
DES01960,"KATLICHERRA - KATLICHERRA"
DES01961,"KATLICHERRA - LALPANI"
DES01962,"KATLICHERRA - LOTAKANDI"
DES01963,"KATLICHERRA - MANIPUR"
DES01964,"KATLICHERRA - NATUN BAZAR"
DES01965,"KATLICHERRA - NATUNBAZAR"
DES01966,"KATLICHERRA - RUPA CHEERA"
DES01967,"KATLICHERRA - SAHABAD"
DES01968,"KATLICHERRA - SONA CHEERA"
DES03046,"KATORIYA ROAD (EX NAUGACHIA)"
DES02733,"KATORIYA ROAD(EX BHAGALPUR)"
DES02993,"KATRA (EX-MZFR)"
DES02509,"KATRAS (EX DHANBAD)"
DES08623,"KATRISARAI"
DES03320,"KATRISARAI (EX WARS)"
DES08624,"Katwa"
DES04115,"KATWA EX BURDWAN"
DES11197,"KAUNAULI"
DES08625,"KAURI POTHAR"
DES08626,"KAWAKOL"
DES03321,"KAWAKOL (EX WARS)"
DES05040,"KAWARDARA"
DES10425,"KAWARDERA"
DES01655,"KAWLKULH"
DES08627,"KAWLKULH (Frm Aiz)"
DES08628,"KAWNPUI"
DES01656,"KAWNPUI"
DES01657,"KAWNPUI"
DES08629,"KAWNPUI (Frm Aiz)"
DES08630,"Kayakuchi"
DES03404,"KAYEETOLA (EX DARBHANGA)"
DES01303,"KAYING (AP)"
DES08631,"KAYSTAGRAM"
DES08632,"KAZIGAON"
DES11151,"KAZIGAON (LA)"
DES10809,"KAZIGAON (LA)"
DES08633,"KAZIPADA"
DES04217,"KAZIPADA (EX-DANKUNI)"
DES01969,"KAZIR BAZAR"
DES05086,"KEDARHAT"
DES01658,"KEIFANG"
DES08634,"KEIFANG (Frm Aiz)"
DES02451,"KEITHELMAMBI (MNP)"
DES10341,"KELEJORA"
DES08635,"KENDA"
DES04840,"KENDA (EX-PURULIA)"
DES08636,"KENDRA"
DES10305,"KENDRA"
DES04340,"KENDRA  (EX RNJ)"
DES08637,"KENDRA GRAM"
DES04342,"KENDRA GRAM (EX RNJ)"
DES08638,"Kenduguri"
DES01060,"KENDUGURI (DRNG)"
DES08639,"KENDUKONA"
DES08640,"Kenjakura"
DES04735,"KENJAKURA EX BANKURA"
DES03497,"KEOTI (EX DARBHANGA)"
DES00468,"KERKHABARI / NAYAGAON"
DES05100,"KERON"
DES08641,"KESHAPAT (MECHOGRAM)"
DES04514,"KESHAPAT (MECHOGRAM) (EX MDNP)"
DES05192,"KESHARER HAT"
DES08642,"KESHIAKOL"
DES04736,"KESHIAKOL EX BANKURA"
DES08643,"KESHIARY"
DES02418,"KESHPONDNG"
DES02167,"KESHPONDNG (EX-FACTORY)"
DES03621,"KESHRI BAZAR EX CHAPRA"
DES08645,"KESTOMATI VIA MANKORA(EX RAGHUNATHGANJ)"
DES08644,"KESTOMATI VIA MANKORA(EX- BERHAMPORE)"
DES08646,"KETUGRAM"
DES04162,"KETUGRAM (EX BURDWAN)"
DES10479,"KEWZING"
DES03604,"KHADANA EX CHAPRA"
DES02630,"KHAGARIA"
DES02605,"KHAGARIA (EX BARAUNI)"
DES02672,"KHAGARIA (EX- BGSRI)"
DES03638,"KHAGARIA LOCAL EX KHAGARIA"
DES03556,"KHAGAUL  EX DANAPUR"
DES07224,"KHAGORIJAN"
DES07225,"KHAGORIJAN (NAGAON)"
DES00842,"KHAGORIJAN (NAGAON) - BARAPUJIA"
DES00843,"KHAGORIJAN (NAGAON) - DIMORUGURI (ITAKHOLI)"
DES00844,"KHAGORIJAN (NAGAON) - HAIBORGAON"
DES00845,"KHAGORIJAN (NAGAON) - KOPAHARA"
DES00846,"KHAGORIJAN (NAGAON) - NAGAON"
DES00847,"KHAGORIJAN (NAGAON) - SENSUA"
DES00848,"KHAGORIJAN (NAGAON) - UDAMARI"
DES00839,"KHAGORIJAN - BABEJIA"
DES00840,"KHAGORIJAN - DEMOW"
DES00841,"KHAGORIJAN - PHULGURI"
DES03572,"KHAIRA EX CHAPRA"
DES08648,"KHAIRAMARI(EX RAGHUNATHGANJ)"
DES08647,"KHAIRAMARI(EX- BERHAMPORE)"
DES10407,"KHAIRBARI"
DES00469,"KHAIRBARI (LA)"
DES08649,"KHAIRBARI (SHIP)"
DES03498,"KHAJAULI (EX DARBHANGA)"
DES03409,"KHAJEDEEH (EX DARBHANGA)"
DES08650,"Khajurdaha"
DES04436,"KHAJURDAHA ( EX MOGRA)"
DES03698,"KHAJURI (EX SAMASTIPUR)"
DES08651,"KHAKURDA(BELDA)"
DES04515,"KHAKURDA(BELDA) (EX MDNP)"
DES08652,"KHALISABHITA (LA)"
DES08653,"Khamargachi"
DES04437,"KHAMARGACHI ( EX MOGRA)"
DES08655,"KHAMARPARA(EX RAGHUNATHGANJ)"
DES08654,"KHAMARPARA(EX- BERHAMPORE)"
DES08656,"Khanakul"
DES10283,"KHANAKUL"
DES04116,"KHANAKUL EX BURDWAN"
DES01438,"KHANAMUKH"
DES01372,"KHANAMUKH (TEOK)"
DES08657,"Khanan"
DES04438,"KHANAN ( EX MOGRA)"
DES08658,"Khandaghosh"
DES10284,"KHANDAGHOSH"
DES04117,"KHANDAGHOSH EX BURDWAN"
DES08659,"KHANDBARI"
DES00470,"KHANDBARI"
DES02419,"KHANDULI"
DES02168,"KHANDULI (EX-FACTORY)"
DES02818,"KHANJAHAPUR (EX GAYA)"
DES10285,"KHANPUR"
DES08660,"Khanpur"
DES03699,"KHANPUR (EX SAMASTIPUR)"
DES04118,"KHANPUR EX BURDWAN"
DES03591,"KHANPUR EX CHAPRA"
DES04906,"KHAPAI DHARGA"
DES05383,"KHAPRAIL"
DES05381,"KHAPRAIL (SLG)"
DES05382,"KHAPRAIL(SLG)"
DES05117,"KHAPSADANGA"
DES08662,"KHAR GRAM(EX RAGHUNATHGANJ)"
DES08661,"KHAR GRAM(EX- BERHAMPORE)"
DES00471,"KHARADHARA (LA)"
DES02971,"KHARAGPUR (EX LAKHISARAI)"
DES05649,"KHARBA"
DES08663,"Kharba (Ex Malda)"
DES00472,"KHARBUJA"
DES08664,"KHARDAH"
DES03854,"KHARDAH (EX- COSPR)"
DES08665,"KHARGULI HILL SIDE"
DES05324,"KHARIBARI(SLG)"
DES08666,"KHARICHALA BAZAR"
DES05207,"KHARIJA GOPALPUR (NAYARHAT)"
DES02699,"KHARIK"
DES02763,"KHARIK (EX BHAGALPUR)"
DES03068,"KHARIK (EX-NAUGACHIA)"
DES08667,"KHARKHURA (EX GAYA)"
DES02819,"KHARKHURA, (EX GAYA)"
DES00473,"KHARMOUZA - AMBARI"
DES00474,"KHARMOUZA - KHARMUZA"
DES00475,"KHARMOUZA - MAKREE / DAKURBHITA"
DES00476,"KHARMOUZA - PANCHRATNA"
DES02169,"KHARPATTI"
DES02170,"KHARPATTI (EX-FACTORY)"
DES01315,"KHARSANG"
DES10644,"KHARSANG (AP)"
DES11010,"KHARSANG (AP)"
DES11025,"KHARSANG (AP)"
DES11101,"KHARSANG (AP)"
DES01526,"KHARSANG - NAMCHIK(AP)"
DES05147,"KHARUBAHJ"
DES08668,"KHARUBERIA"
DES10441,"KHATAMARI"
DES05138,"KHATIMARI"
DES05210,"KHATIMARI(NCB)"
DES10318,"KHATKHATI (NGN)"
DES04384,"KHATRA (EX RNJ)"
DES04737,"KHATRA EX BANKURA"
DES08669,"Khatra(BNK)"
DES01659,"KHAWBUNG"
DES08670,"KHAWBUNG (Frm Aiz)"
DES01660,"KHAWDUNGSEI"
DES08671,"KHAWDUNGSEI (Frm Aiz)"
DES01661,"KHAWLAILUNG"
DES08672,"KHAWLAILUNG (Frm Aiz)"
DES01662,"KHAWZAWL"
DES08673,"KHAWZAWL (Frm Aiz)"
DES10381,"KHAYANAN"
DES10333,"KHAYRASOLE"
DES01061,"KHELAKUTI (TEZ)"
DES02552,"KHELARI ( EX RANCHI)"
DES03164,"KHEMNICHAK"
DES05180,"KHERBARI"
DES01062,"KHERBARI (TEZ)"
DES05175,"KHERBARI HAAT"
DES06039,"KHERONI"
DES00849,"KHERONI (NGN)"
DES01063,"KHERUPETIA"
DES02770,"KHESAR (EX BHAGALPUR)"
DES03080,"KHESAR (EX-NAUGACHIA)"
DES11244,"KHETI FULBARI"
DES05199,"KHETIFULBARI"
DES08674,"KHETRI"
DES08675,"KHILA"
DES04225,"KHILA (EX-DANKUNI)"
DES08676,"KHIRDIRPUR"
DES08677,"Khirgram"
DES10286,"KHIRGRAM"
DES04119,"KHIRGRAM EX BURDWAN"
DES08678,"Khirkundi"
DES04439,"KHIRKUNDI ( EX MOGRA)"
DES08679,"KHIRPAI"
DES04517,"KHIRPAI (EX MDNP)"
DES08680,"KHIZERSARAI"
DES02820,"KHIZERSARAI (EX GAYA)"
DES08681,"KHIZERSARAI EX WARISALIGUNJ"
DES03322,"KHIZERSARAI EX WARS"
DES02420,"KHLIEHRIAT"
DES02171,"KHLIEHRIAT (EX-FACTORY)"
DES10429,"KHOARDANGA"
DES05091,"KHOCHA BARI"
DES02654,"KHODABANDPUR"
DES02597,"KHODABANDPUR (EX BARAUNI)"
DES02673,"KHODABANDPUR (EX- BGSRI)"
DES03574,"KHODHIBAGH EX CHAPRA"
DES05157,"KHOGENER HAT"
DES01064,"KHOIRABARI (DRNG)"
DES03700,"KHOKSAHA (EX SAMASTIPUR)"
DES08682,"KHOLAPOTA"
DES03855,"KHOLAPOTA (EX- COSPR)"
DES01226,"KHOLIAMARI"
DES04890,"KHOLTA"
DES00477,"KHONAGHAT"
DES08683,"KHONAMUKH"
DES01316,"KHONSA (AP)"
DES08684,"KHONSANG"
DES03499,"KHOPA (EX DARBHANGA)"
DES05650,"KHOPAKATHI"
DES08685,"KHORAR"
DES04516,"KHORAR (EX MDNP)"
DES05325,"KHORIBARI"
DES05326,"KHORIBARI(SLG)"
DES08687,"KHORJONA(EX RAGHUNATHGANJ)"
DES08686,"KHORJONA(EX- BERHAMPORE)"
DES01602,"KHOWAI"
DES01527,"KHOWANG - BAMUNBARI"
DES01528,"KHOWANG - KHOWANG"
DES01529,"KHOWANG - MORANHAT"
DES01530,"KHOWEANG GHAT"
DES08688,"KHOYRASOLE"
DES03962,"KHOYRASOLE (EX-SAITHIA)"
DES04933,"KHUARDANGA"
DES02821,"KHUDAGANJ (EX GAYA)"
DES08689,"KHUDIMORE"
DES04518,"KHUDIMORE (EX MDNP)"
DES08690,"KHUJUTIPARA"
DES03963,"KHUJUTIPARA (EX-SAITHIA)"
DES04943,"KHULTA BAZAR"
DES04944,"KHULTA CHECK POST"
DES01409,"KHUNTAI"
DES02553,"KHUNTI ( EX RANCHI)"
DES08691,"KHUSIGANJ"
DES04167,"KHUSIGANJ (EX BURDWAN)"
DES11195,"KHUTAUNA"
DES03500,"KHUTAUNA (EX DARBHANGA)"
DES08692,"KHUZAMA"
DES03791,"KHWASHPUR EX SIWAN"
DES01603,"KILLA BLOCK (AGT)"
DES05422,"KILLKOTT T.E"
DES08693,"KIMI"
DES02172,"KIMI (EX-FACTORY)"
DES02822,"KINZER (EX GAYA)"
DES05177,"KIRIKIRI VANG"
DES08694,"KIRNAHAR"
DES03964,"KIRNAHAR (EX-SAITHIA)"
DES10459,"KIRTANPARA"
DES11144,"KIRTANPARA (LA)"
DES10801,"KIRTANPARA (LA)"
DES02926,"KISHANGANJ"
DES02913,"KISHANGANJ DUMP"
DES08695,"KISHANGANJ FRM KISHANGANJ ARARIA"
DES08696,"KISHANGANJ FRM KISHANGANJ BAHADURGANJ"
DES08697,"KISHANGANJ FRM KISHANGANJ BARBATTA"
DES08698,"KISHANGANJ FRM KISHANGANJ BHARGAMA"
DES08699,"KISHANGANJ FRM KISHANGANJ Forbesganj"
DES08700,"KISHANGANJ FRM KISHANGANJ JOGBANI"
DES08701,"KISHANGANJ FRM KISHANGANJ Kaliaganj(KNE)"
DES08702,"KISHANGANJ FRM KISHANGANJ KISHANGANJ"
DES08703,"KISHANGANJ FRM KISHANGANJ LOHAGARA"
DES08704,"KISHANGANJ FRM KISHANGANJ NARPATGANJ"
DES08705,"KISHANGANJ FRM KISHANGANJ PATGANA PLASI"
DES08706,"KISHANGANJ FRM KISHANGANJ POTHIA"
DES08707,"KISHANGANJ FRM KISHANGANJ POWAKHALI"
DES08708,"KISHANGANJ FRM KISHANGANJ RANIGANJ"
DES08709,"KISHANGANJ FRM KISHANGANJ TERHAGACHI"
DES08710,"KISHANGANJ FRM KISHANGANJ THAKURGANJ"
DES03188,"KISHANPUR"
DES03701,"KISHANPUR (EX SAMASTIPUR)"
DES03207,"KISHANPUR EX SAHARSHA"
DES03501,"KISHNIPATTI PARSA CHOWK(EX DARBHANGA)"
DES03502,"KISHNIPATTI ZERO MILE (EX DARBHANGA)"
DES10472,"KITAM BAZAR"
DES02934,"KOCHADHAMAN"
DES02914,"KOCHADHAMAN (EX KISHANGANJ)"
DES04970,"KODAL BASTI VIA CHELAPATA"
DES02463,"KOHIMA"
DES03610,"KOHRA BAZAR EX CHAPRA"
DES01970,"KOIA BAGAN"
DES08711,"KOICHAR"
DES04174,"KOICHAR (EX BURDWAN)"
DES04158,"KOICHOR EX BURDWAN"
DES00478,"KOILAJAL (LA)"
DES08712,"Koilamela"
DES00479,"KOILAMELA - KOILAMELA"
DES03568,"KOILWAR EX DANAPUR"
DES00480,"KOKHLABARI"
DES01373,"KOKILAMUKH"
DES08713,"KOKRAJHAR"
DES00481,"KOKRAJHAR - BISHMURI"
DES00482,"KOKRAJHAR - KARIGAON"
DES00483,"KOKRAJHAR - KOKHILABARI"
DES00484,"KOKRAJHAR - KOKRAJHAR"
DES00485,"KOKRAJHAR - SALAKATI"
DES00486,"KOKRAJHAR - TINIALI"
DES00487,"KOKRAJHAR - TITAGURI"
DES00488,"KOKRAJHAR-1 - NTPC SALAKATI"
DES01065,"KOLABARI (TEZ)"
DES00489,"KOLAGACHI"
DES08714,"KOLAGHAT"
DES04519,"KOLAGHAT (EX MDNP)"
DES01663,"KOLASIB"
DES08715,"KOLASIB (Frm Aiz)"
DES05993,"KOLIABOR"
DES05990,"KOLIABOR TINALI"
DES01971,"KOLKALIGHAT"
DES08716,"KOLKATA NO ENTRY"
DES03856,"KOLKATA NO ENTRY (EX- COSPR)"
DES04254,"KON NAGAR EX DANKUNI"
DES08717,"KONA"
DES04228,"KONA (EX-DANKUNI)"
DES02823,"KONCH (EX GAYA)"
DES00490,"KONGRA"
DES01972,"KONTACHERRA"
DES03608,"KOPA EX CHAPRA"
DES06317,"KOPAHARA"
DES00850,"KOPAHARA (NGN)"
DES03965,"KOPAI (EX-SAITHIA)"
DES08718,"KOPATI"
DES02884,"KORHA (EX KATIHAR)"
DES05651,"KORIALI"
DES08719,"KORIALI - EX MALDA"
DES08720,"KORIALI -EX MALDA"
DES08722,"KORKETA PARA(EX RAGHUNATHGANJ)"
DES08721,"KORKETA PARA(EX- BERHAMPORE)"
DES05564,"KORNA SUBORNA"
DES08724,"KORNOSUBORNO(EX RAGHUNATHGANJ)"
DES08723,"KORNOSUBORNO(EX- BERHAMPORE)"
DES08725,"Korola"
DES04440,"KOROLA ( EX MOGRA)"
DES08726,"Kotalpur"
DES04738,"KOTALPUR EX BANKURA"
DES08728,"KOTALPUR(EX RAGHUNATHGANJ)"
DES08727,"KOTALPUR(EX- BERHAMPORE)"
DES08729,"KOTAMONI"
DES08730,"KOTASUR"
DES03966,"KOTASUR (EX-SAITHIA)"
DES01378,"KOTHALGURI (DHEKIAL) - DHEKIAL"
DES01379,"KOTHALGURI (DHEKIAL) - GANAK PUKHURI"
DES01374,"KOTHALGURI - BADULIPARA"
DES01375,"KOTHALGURI - BANGAON"
DES01376,"KOTHALGURI - KAMARGAON"
DES01377,"KOTHALGURI - KOOMTAI"
DES03702,"KOTHIA PATEPUR (EX SAMASTIPUR)"
DES08731,"KOTSHILA"
DES04841,"KOTSHILA (EX-PURULIA)"
DES04739,"KOTULPR(NETAJI MR EX BNK"
DES08732,"KOTULPUR(NETAJI MORE"
DES10375,"KOTWALI"
DES10366,"KOUTALA"
DES00196,"KOYA (NO. 1 DUHI)"
DES08733,"KOYALAJOL"
DES08734,"KOYLAPARA"
DES04740,"KOYLAPARA  EX BANKURA"
DES03410,"KOYLASTHAN (EX DARBHANGA)"
DES02173,"KRANG"
DES02174,"KRANG (EX-FACTORY)"
DES05151,"KRANTI"
DES05384,"KRANTIHAT"
DES02175,"KRIANGRIN"
DES02176,"KRIANGRIN (EX-FACTORY)"
DES08735,"KRISHNA NAGAR"
DES04287,"KRISHNA NAGAR DUMP"
DES08736,"KRISHNANAGAR Ex"
DES08737,"KRISHNAPUR"
DES04925,"KRISHNAPUR (NCB)"
DES00491,"KRISHNOI"
DES08739,"KRISTOSAL CHAIPARA (EX RAGHUNATHGANJ)"
DES08738,"KRISTOSAL CHAIPARA (EX- BERHAMPORE)"
DES00492,"KUCHDHOWA - DAMRA"
DES00493,"KUCHDHOWA - DUDHNOI"
DES00494,"KUCHDHOWA - GAROMARI"
DES08740,"Kuchiakol"
DES04742,"KUCHIAKOL EX BANKURA"
DES08741,"KUCHILA"
DES08742,"Kukurmara"
DES01634,"KULAI"
DES08744,"KULGACHI BOTTALA(EX RAGHUNATHGANJ)"
DES08743,"KULGACHI BOTTALA(EX- BERHAMPORE)"
DES02522,"KULGO/AUARA (EX DHANBAD)"
DES02640,"KULHARIA"
DES08745,"KULHARIA (BGS)"
DES03639,"KULHARIA EX KHAGARIA"
DES08746,"KULHATI (CHATRASHAL)"
DES08748,"KULI(EX RAGHUNATHGANJ)"
DES08747,"KULI(EX- BERHAMPORE)"
DES01227,"KULIAJAN (NLP)"
DES08749,"Kuliapara"
DES04441,"KULIAPARA ( EX MOGRA)"
DES05152,"KULKULI HAT"
DES08750,"KULPI"
DES04042,"KULPI (EX-KALIGHAT)"
DES10520,"KULSHIK GET"
DES10530,"KULSIPAR"
DES08751,"KULTI"
DES04343,"KULTI (EX RNJ)"
DES05431,"KUMANI T.E"
DES04932,"KUMAR GRAM SANKOSH GRAM"
DES05233,"KUMARGANJ"
DES08752,"KUMARGANJ (EX GANGARAMPUR)"
DES05652,"KUMARGANJ(MLD)"
DES08753,"KUMARGANJ- EX MALDA"
DES08754,"KUMARGAON"
DES01635,"KUMARGHAT"
DES05387,"KUMARGRAM"
DES04931,"KUMARGRAM (NCB)"
DES08755,"KUMARIKATA (MUKALMA)"
DES08756,"KUMARIKATA (TAMULPUR)"
DES03183,"KUMARKHAND"
DES03208,"KUMARKHAND EX SAHARSHA"
DES08758,"KUMARPUR HAT(EX RAGHUNATHGANJ)"
DES08757,"KUMARPUR HAT(EX- BERHAMPORE)"
DES08760,"KUMARPUR(EX RAGHUNATHGANJ)"
DES08759,"KUMARPUR(EX- BERHAMPORE)"
DES08761,"KUMARTULLY"
DES03857,"KUMARTULLY (EX- COSPR)"
DES08762,"KUMBA"
DES05653,"KUMBHIRA"
DES08763,"KUMBHIRA (Ex Malda)"
DES01973,"KUMBHIRGRAM SILCHAR"
DES08764,"KUMBIRGRAM"
DES08765,"KUMEDPUR - EX MALDA"
DES05654,"KUMEDPUR(MLD)"
DES08767,"KUMRADOHO GHAT (EX RAGHUNATHGANJ)"
DES08766,"KUMRADOHO GHAT (EX- BERHAMPORE)"
DES03503,"KUNHAULI BORDER (EX DARBHANGA)"
DES10415,"KUNJANAGAR"
DES08768,"KUNOR - EX DUMP"
DES08769,"kuntighat"
DES04442,"KUNTIGHAT ( EX MOGRA)"
DES04949,"KUNTIR HAT"
DES01410,"KURALGURI (GOL)"
DES02994,"KURANHI (EX-MFZR)"
DES02659,"KURHA"
DES03640,"KURHA  EX KHAGARIA"
DES03098,"KURHANI (EX-FATUWA)"
DES03134,"KURJI(EX-FATUA)"
DES08770,"KURMITHA"
DES03967,"KURMITHA (EX-SAITHIA)"
DES08771,"Kurmun"
DES10287,"KURMUN"
DES04120,"KURMUN EX BURDWAN"
DES03968,"KURNAHAR (EX-SAITHIA)"
DES03271,"KURNHI(EX SARAI)"
DES05075,"KURSAHAT"
DES02948,"KURSAKANTA"
DES02915,"KURSAKANTA (EX-KISHANGANJ)"
DES02885,"KURSELA (EX KATIHAR)"
DES03048,"KURSELA (EX NAUGACHIA)"
DES02735,"KURSELA(EX BHAGALPUR)"
DES05137,"KURSHAMARI"
DES03411,"KURSON (EX DARBHANGA)"
DES02824,"KURTHA (EX GAYA)"
DES03132,"KURTHAUL(EX-FATUA)"
DES02554,"KURU ( EX RANCHI)"
DES05214,"KUSARBARI"
DES03412,"KUSHESHWAR ASTHAN (EX DARBHANGA)"
DES03703,"KUSHESHWAR STHAN (EX SAMASTIPUR)"
DES05655,"KUSHIDA"
DES08772,"Kushida (Ex Malda)"
DES03704,"KUSHIYARI (EX SAMASTIPUR)"
DES05234,"KUSHMANDI"
DES08773,"KUSHMANDI (EX-MALDA)"
DES08774,"KUSHMUNDI (EX GANGARAMPUR)"
DES08775,"KUSTAUR"
DES04842,"KUSTAUR (EX-PURULIA)"
DES08776,"Kusthal"
DES04741,"KUSTHAL EX BANKURA"
DES08777,"Kusumgram"
DES10288,"KUSUMGRAM"
DES04121,"KUSUMGRAM EX BURDWAN"
DES00851,"KUTHARI"
DES05999,"KUTHORI"
DES02177,"KYNRUDK"
DES02178,"KYNRUDK (EX-FACTORY)"
DES02179,"KYNSHI"
DES02180,"KYNSHI (EX-FACTORY)"
DES08778,"LABHPUR"
DES10493,"LABING"
DES08779,"LABOK"
DES03969,"LABPUR (EX-SAITHIA)"
DES02181,"LAD BURMA"
DES02182,"LAD BURMA (EX-FACTORY)"
DES03504,"LADANIA (EX DARBHANGA)"
DES08780,"LADHURKA"
DES04843,"LADHURKA (EX-PURULIA)"
DES02183,"LADMAWPHLANG"
DES02184,"LADMAWPHLANG (EX-FACTORY)"
DES01380,"LADOIGARH (JHR)"
DES02421,"LADRYMBAI"
DES02185,"LADRYMBAI (EX-FACTORY)"
DES02186,"LADSOHBAR"
DES02187,"LADSOHBAR (EX-FACTORY)"
DES08781,"LAGDA"
DES04844,"LAGDA (EX-PURULIA)"
DES03793,"LAGDHI EX SIWAN"
DES03413,"LAGMA RASIYAARI (EX DARBHANGA)"
DES03414,"LAGMA UJJAN (EX DARBHANGA)"
DES03415,"LAHERIASARAI, PANDASARAI (EX DARBHANGA)"
DES03623,"LAHLADPUR EX CHAPRA"
DES01531,"LAHOAL - BOKEL"
DES01532,"LAHOAL - CHAULKHOWA"
DES01533,"LAHOAL - LAHOAL"
DES01534,"LAHOAL - MOHANBARI"
DES01535,"LAHOL"
DES00852,"LAHORIGHAT"
DES01066,"LAHORIGHAT - BHURAGAON"
DES01067,"LAHORIGHAT - BHURBANDA"
DES01068,"LAHORIGHAT - BORSHALLA"
DES01069,"LAHORIGHAT - GORAIMARI"
DES01070,"LAHORIGHAT - LAHORIGHAT"
DES00853,"LAICHONG (NGN)"
DES01974,"LAILAPOOL"
DES01975,"LAILAPUR - AMRAGHAT"
DES01976,"LAILAPUR - BHAGA BAZAR"
DES01977,"LAILAPUR - BHUBONDOR"
