Destination Code,Destination Name
DES01004,"DALGAON - KHARUPETHIA"
DES01005,"DALGAON - KOPATI"
DES01006,"DALGAON - NEPALIBAZAR"
DES01007,"DALGAON - SILBORI"
DES01008,"DALGAON SEALMARI - NATIONAL PARK TINALI"
DES05619,"DALIMPUR"
DES07976,"DALIMPUR (Ex Malda)"
DES05504,"DALKHOLA"
DES07977,"DALKHOLA DUMP"
DES05505,"DALKOHLA"
DES00390,"DALKUMA"
DES04959,"DALSINGH PARA"
DES05356,"DALSINGPARA"
DES03682,"DALSINGSARAI (EX SAMASTIPUR)"
DES04972,"DALSLINGH PARA VIA CHELAPATA"
DES07978,"DALU"
DES00655,"DALU - DALU"
DES02929,"DAMALBARI"
DES02906,"DAMALBARI (EX-KISHANGANJ)"
DES11277,"DAMALGRE"
DES04953,"DAMANPUR"
DES07979,"DAMCHEERA"
DES01623,"DAMCHIRA (DHARMANAGAR)"
DES05354,"DAMDIM"
DES07980,"DAMUGHOSA"
DES04695,"DAMUGHOSA  EX BANKURA"
DES03150,"DANAPUR"
DES03124,"DANAPUR CANTT(EX-FATUA)"
DES03552,"DANAPUR EX DANAPUR"
DES02652,"DANDARI"
DES02595,"DANDARI (EX BARAUNI)"
DES02670,"DANDARI (EX- BGSRI)"
DES00742,"DANDUA (MGN)"
DES07981,"DANGARAMPUR"
DES04696,"DANGARAMPUR EX BANKURA"
DES05110,"DANGARHAT"
DES02876,"DANGKHORA (EX KATIHAR)"
DES10418,"DANGKOBA"
DES03144,"DANIYAWAN"
DES07982,"DANKUNI"
DES04242,"DANKUNI (EX-DANKUNI)"
DES07983,"DANTAN"
DES04499,"DANTAN (EX MDNP)"
DES10475,"DANTHANG"
DES06113,"DAOTOHAJA"
DES01301,"DAPORIZO (AP)"
DES07985,"DARAKHATI(EX RAGHUNATHGANJ)"
DES07984,"DARAKHATI(EX- BERHAMPORE)"
DES10505,"DARAMDIN"
DES11141,"Daranggiri"
DES10797,"Daranggiri"
DES00391,"DARANGIRI (LA)"
DES10495,"DARAP"
DES03758,"DARAULI EX SIWAN"
DES03386,"DARBHANGA (EX DARBHANGA)"
DES07986,"DARERMATH (KARIMPUR)"
DES04276,"DARERMATH (KARIMPUR)(EX KNJ)"
DES05315,"DARJEELING MORE"
DES05467,"DARJEELINGMORE"
DES10258,"DARJELLING MORE DUMP"
DES01649,"DARLAWN"
DES07987,"DARLAWN (Frm Aiz)"
DES07988,"DASAGRAM"
DES04559,"DASAGRAM (EX MDNP)"
DES01624,"DASDA"
DES07989,"Dasghara"
DES04410,"DASGHARA( EX MOGRA)"
DES07990,"DASNAGAR"
DES04208,"DASNAGAR (EX-DANKUNI)"
DES05506,"DASPARA"
DES05499,"DASPARA (SLG)"
DES10246,"DASPARA(SLG)"
DES07991,"DASPUR"
DES04500,"DASPUR (EX MDNP)"
DES00743,"DATWAJHA (NGN)"
DES00392,"DAULASAL"
DES05227,"DAULATPUR"
DES07992,"DAULATPUR (EX GANGARAMPUR)"
DES03110,"DAULATPUR (EX-FATUWA)"
DES02415,"DAWKI"
DES02157,"DAWKI (EX-FACTORY)"
DES00744,"DAYANG (NGN)"
DES06040,"DAYANGMUKH"
DES07994,"DEBAI PUR(EX RAGHUNATHGANJ)"
DES07993,"DEBAI PUR(EX- BERHAMPORE)"
DES01342,"DEBERAPARA (JHR)"
DES05316,"DEBIDANGA"
DES05507,"DEBIGANJ"
DES07995,"DEBIGANJ - EX DUMP"
DES05620,"DEBIPUR"
DES07996,"DEBIPUR - EX MALDA"
DES07998,"DEBIPUR(EX RAGHUNATHGANJ)"
DES07997,"DEBIPUR(EX- BERHAMPORE)"
DES07999,"DEBOGRAM"
DES04277,"DEBOGRAM(EX KNJ)"
DES06026,"DEBOSTHAN"
DES08000,"DEBRA"
DES04501,"DEBRA (EX MDNP)"
DES04935,"DEEPER PAR"
DES08001,"DEEPNAGAR"
DES03295,"DEEPNAGAR (EX WARS)"
DES08002,"DEGANGA"
DES03831,"DEGANGA (EX- COSPR)"
DES03387,"DEKULIDHAM (EX DARBHANGA)"
DES05278,"DELIPARA"
DES01650,"DEMAGIRI"
DES01651,"DEMAGIRI (EX-THENZAWL)"
DES08003,"DEMAGIRI (Frm Aiz)"
DES06314,"DEMOW"
DES00104,"DEMOW (GUWAHATI)"
DES01423,"DEMOW - DEMOW"
DES01424,"DEMOW - LAKUWA"
DES01425,"DEMOW - NITAIPUKHURI"
DES01426,"DEMOW - SEPON"
DES02158,"DEMTHRING"
DES02159,"DEMTHRING (EX-FACTORY)"
DES00745,"DEMULGURI (ITAKHOLI)"
DES08004,"DENAN(KOLAGHAT)"
DES04560,"DENAN(KOLAGHAT) (EX MDNP)"
DES08005,"DENDUA"
DES04322,"DENDUA (EX RNJ)"
DES06023,"DENGAON"
DES10501,"DENTAM"
DES04913,"DEOCHARAI BANDER"
DES04912,"DEOCHARAI MORE"
DES08006,"DEODUAR"
DES02474,"DEOGHAR (EX DEOGHAR)"
DES08007,"DEOLI(DIGHA)"
DES04561,"DEOLI(DIGHA) (EX MDNP)"
DES08008,"DEOLIHAT"
DES04502,"DEOLIHAT (EX MDNP)"
DES08009,"DEOMALI(AP)"
DES01197,"DEOTALA (NLP)"
DES00746,"DERAPATHAR (NGN)"
DES01399,"DERGAON"
DES01343,"DERGAON - DERGAON"
DES01344,"DERGAON - GORUMARA"
DES01345,"DERGAON - KURALGURI"
DES01346,"DERGAON - NAHORUNI"
DES01347,"DERGAON - NEGHERTING"
DES01348,"DERGAON - RANGAMATI"
DES01349,"DERGAON - SIKARIGHAT"
DES01350,"DERGAON - SOKALATING"
DES08010,"Desari"
DES05451,"DESBANDHUPARA"
DES08011,"DESHRA"
DES04697,"DESHRA EX BANKURA"
DES08012,"DESHURIAMORE"
DES04698,"DESHURIAMORE EX BANKURA"
DES05228,"DETOLHAT"
DES04881,"DEVANHAT"
DES03388,"DEVHAR (EX DARBHANGA)"
DES02475,"DEVIPUR (EX DEOGHAR)"
DES05084,"DEVIRHAT (CHANDMARI)"
DES08014,"DEWAN SARAI(EX RAGHUNATHGANJ)"
DES08013,"DEWAN SARAI(EX- BERHAMPORE)"
DES05355,"DEWANGANJ"
DES04993,"DEWANHAT"
DES04882,"DEWANHAT (NCB)"
DES05104,"DEWARHAT"
DES08015,"DHADIKA"
DES04562,"DHADIKA (EX MDNP)"
DES03389,"DHAJWA (EX DARBHANGA)"
DES08016,"DHAKI"
DES04023,"DHAKI (EX-KALIGHAT)"
DES03483,"DHAKJHARI (EX DARBHANGA)"
DES01198,"DHAKUAKHANA"
DES01199,"DHAKUAKHANA - BEBJIA"
DES01200,"DHAKUAKHANA - DEKUAKHANA"
DES01201,"DHAKUAKHANA - KAHUJA TINIALI"
DES01202,"DHAKUAKHANA - SONARI CHAPRI"
DES08017,"DHALDANGA"
DES04699,"DHALDANGA EX BANKURA"
DES08018,"Dhaligaon"
DES00393,"DHALIGOAN"
DES06034,"DHALPUKHURI"
DES07174,"DHALPUKHURI (LANKA)"
DES00749,"DHALPUKHURI (LANKA) - DAYANGMUKH"
DES00750,"DHALPUKHURI (LANKA) - KARIKHONA"
DES00751,"DHALPUKHURI (LANKA) - KHERONI"
DES00752,"DHALPUKHURI (LANKA) - LANKA"
DES00753,"DHALPUKHURI (LANKA) - LASKAR PATHAR"
DES00754,"DHALPUKHURI (LANKA) - NAKHUTI"
DES00747,"DHALPUKHURI - DHALPUKHURI"
DES00748,"DHALPUKHURI - KAPASBARI"
DES01203,"DHALPUR"
DES05534,"DHALTOLA"
DES03265,"DHAMAUL(EX SARAI)"
DES02877,"DHAMDAHA (EX KATIHAR)"
DES03032,"DHAMDAHA (EX NAUGACHIA)"
DES00394,"DHAMDHAMA - DHAMDHAMA"
DES08019,"DHAMOULI"
DES03296,"DHAMOULI (EX WARS)"
DES04940,"DHANG DHING GURI"
DES08020,"Dhaniakhali"
DES04411,"DHANIAKHALI ( EX MOGRA)"
DES03588,"DHANOURA EX CHAPRA"
DES03832,"DHANPOTA (EX- COSPR)"
DES08021,"DHANSIRI"
DES08022,"DHANTALA"
DES04278,"DHANTALA(EX KNJ)"
DES10460,"DHANTOLA"
DES10794,"DHANTOLA (LA)"
DES10806,"DHANTOLA (LA)"
DES11139,"DHANTOLA (LA)"
DES08023,"DHANUBHANGA"
DES10428,"DHAPAL"
DES05359,"DHAPGANJ"
DES05358,"DHAPRAHAT"
DES10247,"Dhaprahat"
DES04999,"DHAPRAHAT VIA DINHATA"
DES05053,"DHAPURHAT"
DES02974,"DHARAHARA(EX LAKHISARAI)"
DES08024,"DHARAMASHALA (SHIP)"
DES01625,"DHARAMNAGAR"
DES05508,"DHARAMPUR"
DES06308,"DHARAMTUL"
DES03596,"DHARIYAPUR EX CHAPRA"
DES01626,"DHARMANAGAR DUMP"
DES11264,"DHARMANAGAR RLY YARD"
DES05357,"DHARMAPUR"
DES11140,"DHARMASALA (LA)"
DES10795,"DHARMASALA (LA)"
DES10796,"DHARMASALA (LA)"
DES08025,"DHARMASHALA (LA)"
DES08026,"Dhatrigram"
DES10269,"DHATRIGRAM"
DES04099,"DHATRIGRAM EX BURDWAN"
DES03609,"DHAUDPUR EX CHAPRA"
DES01009,"DHEKIAJULI"
DES01010,"DHEKIAJULI - BORBIL"
DES01011,"DHEKIAJULI - BORGAON"
DES01012,"DHEKIAJULI - DHEKIAJULLI"
DES01013,"DHEKIAJULI - GORUBANDHA"
DES01014,"DHEKIAJULI - MISSAMARI"
DES01015,"DHEKIAJULI - THELAMARA"
DES01355,"DHEKORGORA (JORHAT) - JORHAT"
DES01356,"DHEKORGORA (JORHAT) - NIMATIGHAT"
DES01357,"DHEKORGORA (JORHAT) - PANICHAKUWA"
DES01351,"DHEKORGORA - JORHAT TINALI"
DES01352,"DHEKORGORA - MAHUBANDHA"
DES01353,"DHEKORGORA - PULIBOR JORHAT"
DES01354,"DHEKORGORA - RRL TINALI"
DES01400,"DHEKYAL"
DES08027,"DHEMAJI"
DES01210,"DHEMAJI (BY RAIL)"
DES01204,"DHEMAJI - DHEMAJI"
DES01205,"DHEMAJI - GUTIPUR"
DES01206,"DHEMAJI - HATHIGARH"
DES01207,"DHEMAJI - MORIDHOL"
DES01208,"DHEMAJI - NAULI"
DES01209,"DHEMAJI - TELIJAN"
DES08028,"DHERUA"
DES04563,"DHERUA (EX MDNP)"
DES08029,"DHIBAR"
DES02791,"DHIBAR (EX GAYA)"
DES03297,"DHIBAR (EX WARS)"
DES00755,"DHING"
DES08030,"DHIRGHAT"
DES03390,"DHOIGHAT (EX DARBHANGA)"
DES08031,"DHOLA"
DES01491,"DHOLA"
DES01492,"DHOLA"
DES08033,"DHOLA(EX RAGHUNATHGANJ)"
DES08032,"DHOLA(EX- BERHAMPORE)"
DES01830,"DHOLAI"
DES08034,"DHOLAI TIMUKA"
DES01016,"DHOLAIBILL"
DES08035,"DHOLESHOR"
DES01017,"DHOLI"
DES02988,"DHOLI (EX -MZFR)"
DES03683,"DHOLI (EX SAMASTIPUR)"
DES04926,"DHOLPAUL"
DES04991,"DHOLUABARI"
DES08037,"DHONIRAMPUR(EX RAGHUNATHGANJ)"
DES08036,"DHONIRAMPUR(EX- BERHAMPORE)"
DES02768,"DHORAIYA (EX BHAGALPUR)"
DES03078,"DHORAIYA (EX-NAUGACHIA)"
DES03616,"DHOWAL EX CHAPRA"
DES06296,"DHUBGURI"
DES00105,"DHUBGURI (GHY)"
DES08038,"DHUBRI"
DES08039,"DHUBRI (BY RAIL)"
DES08040,"DHUBRI (SHIP)"
DES00395,"DHUBRI - DHUBRI"
DES00396,"DHUBRI - KALAHAT"
DES01018,"DHULA (DRNG)"
DES05621,"DHULAORI"
DES08041,"DHULAORI (Ex Malda)"
DES08043,"DHULAURI HAT(EX RAGHUNATHGANJ)"
DES08042,"DHULAURI HAT(EX- BERHAMPORE)"
DES05554,"DHULIAN"
DES08044,"DHULIAN (Ex BEHRM)"
DES08046,"DHULIAN(EX RAGHUNATHGANJ)"
DES08045,"DHULIAN(EX- BERHAMPORE)"
DES08047,"DHULIAN(EX-RAGHUNATHGANJ)"
DES11252,"DHULIYAN DUMP"
DES11256,"DHULIYAN(D) DUMP"
DES08048,"DHUMARKUR (LA)"
DES00397,"DHUMDHUMA"
DES08049,"DHUMERGHAT"
DES11219,"DHUMPARA"
DES08050,"DHUMSAI"
DES11164,"DHUPAGURI (LAHORIGHAT) (MGN)"
DES10925,"DHUPAGURI (LAHORIGHAT) (MGN)"
DES10934,"DHUPAGURI (LAHORIGHAT) (MGN)"
DES00756,"DHUPAGURI (NGN)"
DES08051,"DHUPDHARA"
DES05060,"DHUPGARI (NCB)"
DES11280,"DHUPGURI (D) DUMP"
DES05280,"DHUPGURI (SLG)"
DES05003,"DHUPGURI(NCB)"
DES05279,"DHUPGURI(SLG)"
DES05360,"DHUPRAMARI"
DES06118,"DIAKHO"
DES08052,"DIAMOND HARBOUR"
DES04024,"DIAMOND HARBOUR (EX-KALIGHAT)"
DES08053,"Diara"
DES04412,"DIARA ( EX MOGRA)"
DES08054,"DIARA (LA)"
DES08055,"DIBRUGARH"
DES01493,"DIBRUGARH - DIB. UNIVERSITY"
DES01494,"DIBRUGARH - DIBRUGARH"
DES01495,"DIBRUGARH DUMP"
DES11269,"DIBRUGARH RLY YARD"
DES01496,"DICOM"
DES08056,"DIGARKHAL"
DES08057,"DIGARU"
DES08058,"DIGBOI"
DES03149,"DIGHA"
DES04503,"DIGHA (EX MDNP)"
DES03559,"DIGHA EX DANAPUR"
DES03125,"DIGHA(EX-FATUA)"
DES08059,"DIGHA(FATUWA)"
DES02907,"DIGHAL BANK (EX-KISHANGANJ)"
DES02941,"DIGHALBANK"
DES08060,"DIGHALJULI (TEZ)"
DES03590,"DIGHWARA EX CHAPRA"
DES08061,"Dignagar"
DES10270,"DIGNAGAR"
DES04100,"DIGNAGAR EX BURDWAN"
DES03684,"DIHULI (EX SAMASTIPUR)"
DES01211,"DIJMUR / DIKRAI (NLP)"
DES10515,"DIKCHU"
DES01019,"DIKRAI (TEZ)"
DES11284,"DILAI"
DES02989,"DILWARPUR"
DES01020,"DIMAKUCHI (DRNG)"
DES02461,"DIMAPUR (BY ROAD)"
DES02462,"DIMAPUR DUMP"
DES11270,"DIMAPUR RLY YARD"
DES11173,"DIMAPUR TOWN"
DES10960,"DIMAPUR TOWN"
DES10961,"DIMAPUR TOWN"
DES10965,"DIMAPUR TOWN"
DES05420,"DIMDIMA T.E"
DES06297,"DIMORIA"
DES00106,"DIMORIA"
DES00107,"DIMORIA - 12 MILE"
DES00108,"DIMORIA - BERNIHAT"
DES00109,"DIMORIA - JORABAT"
DES00110,"DIMORIA - KAMAKUCHI"
DES00111,"DIMORIA - NAZIRA GHAT"
DES00112,"DIMORIA - NINETH MILE HILL SIDE"
DES00113,"DIMORIA - SONAPUR"
DES00114,"DIMORIA 1 - AMSING JORABAT"
DES00115,"DIMORIA 1 - CHAMTA / TETILIA"
DES00116,"DIMORIA 1 - DIGARU"
DES00117,"DIMORIA 1 - KALANGPAR"
DES00118,"DIMORIA 1 - MALIABARI"
DES07219,"DIMORIA 2"
DES00757,"DIMORIA 2 - ULUNI"
DES07220,"DIMORIA L"
DES00758,"DIMORIA L - DHUBGURI"
DES00759,"DIMORIA L - DIMORIA"
DES00119,"DIMORIA L - KHETRI"
DES00760,"DIMORIA L - TOPATOLI"
DES06322,"DIMORUGURI (ITAKHOLI)"
DES01212,"DIMOU (NLP)"
DES00398,"DINGDINGA"
DES04996,"DINHATA"
DES04883,"DINHATA ( NCB)"
DES10248,"DINHATA(SLG)"
DES01497,"DINJAN (TSK)"
DES08062,"DINONATHPUR"
DES06047,"DIPHU"
DES11015,"DIRAK GATE (TSK)"
DES11019,"DIRAK GATE (TSK)"
DES11020,"DIRAK GATE (TSK)"
DES11022,"DIRAK GATE (TSK)"
DES11027,"DIRAK GATE (TSK)"
DES11028,"DIRAK GATE (TSK)"
DES11183,"DIRAK GATE (TSK)"
DES01498,"DIROK GATE (TSK)"
DES11205,"DIYABARI"
DES07187,"DIYUNG VELLEY"
DES00761,"DIYUNG VELLEY - DIAKHO"
DES00762,"DIYUNG VELLEY - MIGRINDESHA"
DES00763,"DIYUNG VELLEY - MULKOI"
DES00764,"DIYUNG VELLEY - MUPA"
DES07188,"DIYUNG VELLEY 1"
DES00765,"DIYUNG VELLEY 1 - LANTING"
DES02792,"DOBHI (G T ROAD) (EX GAYA)"
DES06011,"DOBOKA"
DES00766,"DOGAON"
DES06330,"DOGAON BAZAR"
DES00767,"DOGAON BAZAR (NGN)"
DES08063,"DOHALIA"
DES08065,"DOHALIA(EX RAGHUNATHGANJ)"
DES08064,"DOHALIA(EX- BERHAMPORE)"
DES08066,"DOIMUKH (AP)"
DES00768,"DOKMOKA (NGN)"
DES08067,"DOL GOVINDA"
DES11169,"DOLONGGHAT (MGN)"
DES10931,"DOLONGGHAT (MGN)"
DES10948,"DOLONGGHAT (MGN)"
DES08068,"DOLU"
DES01627,"DOLUBARI"
DES10651,"DOLUGAON,KAILASHAHAR"
DES11105,"DOLUGAON,KAILASHAHAR"
DES08069,"DOMANI"
DES04324,"DOMANI (EX RNJ)"
DES02546,"DOMCHANCH ( EX RANCHI)"
DES02533,"DOMCHANCH (EX DHANBAD)"
DES08070,"DOMDOMA (Ex BEHRM)"
DES08071,"DOMDOMA(EX RAGHUNATHGANJ)"
DES08072,"DOMJUR"
DES04209,"DOMJUR (EX-DANKUNI)"
DES05555,"DOMKAL"
DES08074,"DOMKOL(EX RAGHUNATHGANJ)"
DES08073,"DOMKOL(EX- BERHAMPORE)"
DES05509,"DOMOHANA"
DES08075,"DOMOHANA - EX DUMP"
DES10395,"DOMOHANI"
DES05079,"DOMUKHA"
DES06042,"DONKAMOKAM"
DES00769,"DONKAMOKAM (NGN)"
DES05361,"DOODERHAT"
DES01213,"DOOLAHAT (NLP)"
DES03484,"DOOMBH (EX DARBHANGA)"
DES00770,"DOOMDOOMIA (NGN)"
DES01499,"DOOMDUMA"
DES08077,"DOPUKURIA(EX RAGHUNATHGANJ)"
DES08076,"DOPUKURIA(EX- BERHAMPORE)"
DES02534,"DORANDA (EX DHANBAD)"
DES08078,"DORGABOND"
DES01831,"DORGAKONA"
DES03586,"DORIGANJ EX CHAPRA"
DES00399,"DOTMA - DOTMA"
DES00400,"DOTMA - PATGAON"
DES00401,"DOTMA - SERFANGURI"
DES08080,"DOULATABAD(EX RAGHUNATHGANJ)"
DES08079,"DOULATABAD(EX- BERHAMPORE)"
DES01832,"DOWARBOND"
DES01833,"DOWERBOND - DOWERBOND"
DES01834,"DOWERBOND - LOWERBOND"
DES01835,"DOWERBOND - ROSEKANDI"
DES04908,"DOWRAGURI"
DES03033,"DPS SABAUR (EX NAUGACHIA)"
DES02720,"DPS SABAUR(EX BHAGALPUR)"
DES03034,"DR R P ROAD (EX NAUGACHIA)"
DES02721,"DR R P ROAD(EX BHAGALPUR)"
DES03685,"DUBAHA (EX SAMASTIPUR)"
DES08081,"DUBAPARA"
DES08082,"DUBI"
DES08083,"DUBRA"
DES04826,"DUBRA (EX-PURULIA)"
DES08084,"DUBRAJPUR"
DES03939,"DUBRAJPUR (EX-SAITHIA)"
DES04936,"DUDEAR HAT"
DES02773,"DUDHARI (EX BHAGALPUR)"
DES03082,"DUDHARI (EX-NAUGACHIA)"
DES05466,"DUDHIA"
DES08085,"DUDHNOI"
DES08086,"DUDHPUR"
DES03686,"DUDHPURA (EX SAMASTIPUR)"
DES08087,"DUDPATHIL"
DES01836,"DUHALIA"
DES00120,"DULAHAL"
DES08088,"DULHIN BAZAAR"
DES03156,"DULHIN BAZAR"
DES03560,"DULHIN BAZAR EX DANAPUR"
DES03130,"DULHIN BAZAR(EX-FATUA)"
DES08089,"DULIAJAN"
DES03485,"DULLAPATTI (EX DARBHANGA)"
DES01837,"DULLAV CHERRA"
DES08090,"DULLAVCHERRA"
DES01838,"DULLAVCHERRA - CHERAGI (D)"
DES01839,"DULLAVCHERRA - SONA TOLA"
DES08091,"DUM DUM STATION"
DES03833,"DUM DUM STATION (EX- COSPR)"
DES03789,"DUMARI EX SIWAN"
DES02793,"DUMARIYA (G T ROAD) (EX GAYA)"
DES05417,"DUMCHIPARA T.E"
DES08092,"DUMDUMA(GHY)"
DES02479,"DUMKA SADAR (EX DEOGHAR)"
DES00402,"DUMONI"
DES01840,"DUMP - BADARPUR 1 (BADARPURGHAT)"
DES01841,"DUMP - BADARPUR 2 (MALUA)"
DES01842,"DUMP - FOOLARTAL"
DES01843,"DUMP - KALAIN"
DES01844,"DUMP - SILCHAR"
DES03009,"DUMRA (EX-MZFR)"
DES08093,"DUMRICHATTI"
DES02794,"DUMRICHATTI (EX GAYA)"
DES03298,"DUMRICHATTI (EX WARS)"
DES00121,"DUMUNI CHOWKI"
DES08094,"Dumurdaha"
DES04413,"DUMURDAHA ( EX MOGRA)"
DES01021,"DUNI (DRNG)"
DES08095,"DUNLOP"
DES03834,"DUNLOP (EX- COSPR)"
DES11250,"DURAMARI"
DES05027,"DURAR BABRI (JAMALDAH)"
DES05196,"DURAR DABRI JAMADOH"
DES03778,"DURAUDHA EX SIWAN"
DES08096,"DURGABARI (AGT) (Frm Jrnya)"
DES08097,"DURGAPUR"
DES04325,"DURGAPUR (EX RNJ)]"
DES05510,"DURGAPUR-ITAHAR"
DES08098,"DURGAPUR-ITAHAR - EX DUMP"
DES08100,"DURLAVPARA (JALANGI)(EX RAGHUNATHGANJ)"
DES08099,"DURLAVPARA (JALANGI)(EX- BERHAMPORE)"
DES08101,"DURLAVPUR"
DES04323,"DURLAVPUR (EX RNJ)"
DES04700,"DURLAVPUR EX BANKURA"
DES08102,"Durlavpur(BNK)"
DES00403,"DUTMA"
DES08103,"DUTTA PUR"
DES08104,"DUTTAFULIA"
DES04279,"DUTTAFULIA(EX KNJ)"
DES00771,"DUTTAHAZAR (NGN)"
DES08105,"DUTTAPUKUR"
DES03835,"DUTTAPUKUR (EX- COSPR)"
DES01845,"DUTTAPUR"
DES01846,"DUTTAPUR - ADARKONA"
DES01847,"DUTTAPUR - ANGLABAZAR"
DES01848,"DUTTAPUR - BAGARGOL"
DES01849,"DUTTAPUR - BASLA"
DES01850,"DUTTAPUR - BORTAL"
DES01851,"DUTTAPUR - DORGABOND"
DES01852,"DUTTAPUR - DUTTA PUR"
DES01853,"DUTTAPUR - GAMARIA"
DES01854,"DUTTAPUR - MODONMOHON"
DES01855,"DUTTAPUR - MURZATKANDI"
DES01856,"DUTTAPUR - RAKESHNAGAR"
DES08106,"Dwarbasani"
DES04414,"DWARBASANI ( EX MOGRA)"
DES01652,"EAST LUNGDER"
DES08107,"EAST LUNGDER (Frm Aiz)"
DES05457,"EASTERN BY PASS"
DES05317,"EASTERN BYPASS(SILIGURI) DUMP"
DES08108,"EGRA"
DES04504,"EGRA (EX MDNP)"
DES08109,"EKANGARSARAI"
DES03115,"EKANGARSARAI (EX-FATUWA)"
DES08110,"EKANGER SARAI"
DES03299,"EKANGER SARAI (EX WARS)"
DES03486,"EKDARA (EX DARBHANGA)"
DES03487,"EKHATHHA (EX DARBHANGA)"
DES05622,"EKLAKHI"
DES08112,"EKLAKHI (Ex Malda)"
DES08111,"EKLAKHI - EX MALDA"
DES08113,"Eklaxmi"
DES10271,"EKLAXMI"
DES04101,"EKLAXMI EX BURDWAN"
DES03606,"EKMA EX CHAPRA"
DES03461,"EKMIGHAT-DARBHANGA (EX DARBHANGA)"
DES10313,"EKRABARI (DRG)"
DES03632,"ELAS EX KHAGARIA"
DES05623,"ENGLISH BAZAR"
DES08114,"English Bazr(Ex Malda)"
DES08115,"English More (Ex Naugachia)"
DES03036,"ENGLISH MORE (EX NAUGACHIA)"
DES02723,"ENGLISH MORE(EX BHAGALPUR)"
DES10350,"ENTALLY"
DES08117,"EROALI(EX RAGHUNATHGANJ)"
DES08116,"EROALI(EX- BERHAMPORE)"
DES10334,"ERUAR"
DES05282,"ETHELBARI"
DES04981,"ETHELBARI (NCB)"
DES05281,"ETHELBARI(SLG)"
DES00122,"EX- FACTORY (GGU)"
DES08118,"EX-FACTORY"
DES10539,"EX-FACTORY (SGU)"
DES08119,"FAKIRABAZAR"
DES08120,"FAKIRAGRAM"
DES00404,"FAKIRAGRAM - CHITHILA"
DES00405,"FAKIRAGRAM - FAKIRAGRAM"
DES00406,"FAKIRAGRAM - PAULPARA"
DES05088,"FAKIRCHAKI"
DES08121,"FAKIRGANJ (LA)"
DES08122,"FAKIRGHAT (LA)"
DES01857,"FAKIRTILA"
DES04905,"FALAKATA"
DES05111,"FALAKATA 5TH MILE"
DES05191,"FALAKATA 9TH MILE"
DES04977,"FALAKATA VIA SONAPUR"
DES05283,"FALAKATA(NJP)"
DES02878,"FALKA (EX KATIHAR)"
DES08123,"FALTA"
DES04025,"FALTA (EX-KALIGHAT)"
DES05998,"FALUGURI"
DES11115,"FANCY BAZAR"
DES10679,"FANCY BAZAR"
DES05624,"FARAKKA"
DES08124,"FARAKKA (Ex Malda)"
DES05556,"FARAKKA (MURSHIDABAD)"
DES08126,"FARAKKA / BALLALPORE(EX RAGHUNATHGANJ)"
DES08125,"FARAKKA / BALLALPORE(EX- BERHAMPORE)"
DES05625,"FARAKKA PLANT"
DES08127,"FARAKKA PLANT - EX MALDA"
DES03433,"FARDAHA (EX DARBHANGA)"
DES03391,"FARDAHA/SHIVRAM (EX DARBHANGA)"
DES08129,"FARIDPORE(EX RAGHUNATHGANJ)"
DES08128,"FARIDPORE(EX- BERHAMPORE)"
DES08131,"FARIDPUR(EX RAGHUNATHGANJ)"
DES08130,"FARIDPUR(EX- BERHAMPORE)"
DES08132,"FATAPUKUR"
DES08133,"FATEHPUR"
DES02795,"FATEHPUR (EX GAYA)"
DES08134,"FATEHPUR MORE"
DES03300,"FATEHPUR MORE (EX WARS)"
DES03301,"FATEHPUR(EX WRS)"
DES08135,"Fatehpur(EX WRS)"
DES08137,"FATELLA PORE(EX RAGHUNATHGANJ)"
DES08136,"FATELLA PORE(EX- BERHAMPORE)"
DES03940,"FATEPUR (EX-SAITHIA)"
DES08138,"FATEPUR HAT - UDP - EX DUMP"
DES08139,"FATHEPUR"
DES04026,"FATHEPUR (EX-KALIGHAT)"
DES10665,"FATIKROY,KUMARGHAT"
DES11091,"FATIKROY,KUMARGHAT"
DES10558,"FATIKROY,KUMARGHAT"
DES03146,"FATUHA"
DES02624,"FATUWA"
DES03100,"FATUWA DUMP"
DES08140,"FAZIRBAZAR"
DES04218,"FAZIRBAZAR (EX-DANKUNI)"
DES08141,"Feeter Road"
DES04415,"FEETER ROAD ( EX MOGRA)"
DES08142,"FEKAMARI"
DES03434,"FEKLA (EX DARBHANGA)"
DES03941,"FEWGRAM (EX-SAITHIA)"
DES11170,"FOILAMARI PUMP (MGN)"
DES10935,"FOILAMARI PUMP (MGN)"
DES08143,"FOOLARTAL"
BOHAR,"FOR"
BUDBUD,"FOR"
BULBULITALA,"FOR"
CHAKDIGHI,"FOR"
DHATRIGRAM,"FOR"
DIGNAGAR,"FOR"
EKLAXMI,"FOR"
GALIGRAM,"FOR"
GALSI,"FOR"
GANGPUR,"FOR"
GOBINDAPUR,"FOR"
GOLIGRAM,"FOR"
GUSKARA,"FOR"
HELAN,"FOR"
HEMATPUR,"FOR"
INDAS,"FOR"
INDAS GOBINDAPUR,"FOR"
KALNAGATE,"FOR"
KHANAKUL,"FOR"
KHANDAGHOSH,"FOR"
KHANPUR,"FOR"
KHIRGRAM,"FOR"
KURMUN,"FOR"
KUSUMGRAM,"FOR"
LAKURDI,"FOR"
MADHYAMGRAM (BDWN),"FOR"
MONGOLKOT,"FOR"
NABASTHA,"FOR"
NIGON,"FOR"
ORGRAM,"FOR"
